fbref,name,transfermarkt,url
00242715,Moussa Niakhate,291200,/moussa-niakhate/profil/spieler/291200
00459419,Marko Arnautovic,41384,/marko-arnautovic/profil/spieler/41384
00528660,Filippo Costa,197743,/filippo-costa/profil/spieler/197743
00672021,Alan Patrick,104505,/alan-patrick/profil/spieler/104505
00844823,Niklas Moisander,5017,/niklas-moisander/profil/spieler/5017
01226327,Ryan Bertrand,40611,/ryan-bertrand/profil/spieler/40611
01464072,Aleksandar Lutovac,257473,/aleksandar-lutovac/profil/spieler/257473
293211e1,Aritz Aduriz,29124,/aritz-aduriz/profil/spieler/29124
04965583,Aleix Vidal,88490,/aleix-vidal/profil/spieler/88490
06050480,Ali Adnan Kadhim,261611,/ali-adnan/profil/spieler/261611
605873e1,Filip Bradaric,238486,/filip-bradaric/profil/spieler/238486
06983922,Victor Campuzano,394285,/victor-campuzano/profil/spieler/394285
07296190,Abdoul Camara,60588,/abdoul-camara/profil/spieler/60588
08452314,Alireza Jahanbakhsh,213268,/alireza-jahanbakhsh/profil/spieler/213268
08593525,Diadie Samassekou,315604,/diadie-samassekou/profil/spieler/315604
08990838,Denis Vavro,239962,/denis-vavro/profil/spieler/239962
09586899,Arjen Robben,4360,/arjen-robben/profil/spieler/4360
10072610,Claudio Bravo,40423,/claudio-bravo/profil/spieler/40423
10650926,Ismael Diomande,170495,/ismael-diomande/profil/spieler/170495
12851227,Lorenzo Dickmann,283060,/lorenzo-dickmann/profil/spieler/283060
15285503,Quentin Beunardeau,157484,/quentin-beunardeau/profil/spieler/157484
16380240,Mesut Ozil,35664,/mesut-ozil/profil/spieler/35664
17376543,Rafal Gikiewicz,78339,/rafal-gikiewicz/profil/spieler/78339
17611373,Rouwen Hennings,16311,/rouwen-hennings/profil/spieler/16311
17695062,Emile Smith Rowe,392765,/emile-smith-rowe/profil/spieler/392765
18736214,Angelo da Costa Junior,82693,/angelo-da-costa/profil/spieler/82693
19709006,Oscar Rodriguez Arnaiz,284884,/oscar-rodriguez/profil/spieler/284884
20094685,Maxime Lopez,290862,/maxime-lopez/profil/spieler/290862
21512407,Kieran Trippier,95810,/kieran-trippier/profil/spieler/95810
21519148,Mike Jensen,43077,/mike-jensen/profil/spieler/43077
22551915,Cuco Martina,91251,/cuco-martina/profil/spieler/91251
23135233,Richard Soumah,23976,/richard-soumah/profil/spieler/23976
23593121,Ganso,67920,/ganso/profil/spieler/67920
24228180,Bruno Petkovic,256358,/bruno-petkovic/profil/spieler/256358
24396398,Kadeem Harris,136501,/kadeem-harris/profil/spieler/136501
25444898,Julian Palmieri,45237,/julian-palmieri/profil/spieler/45237
26777636,Yacine Adli,395236,/yacine-adli/profil/spieler/395236
27669186,Ivan Hladik,155577,/ivan-hladik/profil/spieler/155577
28129034,Younn Zahary,593279,/younn-zahary/profil/spieler/593279
30263816,Arild Ostbo,73327,/arild-ostbo/profil/spieler/73327
30672832,Robert Mazan,181619,/robert-mazan/profil/spieler/181619
31114001,Berkay Ozcan,249952,/berkay-ozcan/profil/spieler/249952
32974271,Sergi Guardiola,256429,/sergi-guardiola/profil/spieler/256429
33887998,Edouard Mendy,442531,/edouard-mendy/profil/spieler/442531
35862524,Boban Nikolov,207625,/boban-nikolov/profil/spieler/207625
38126309,Aleix Febas,217144,/aleix-febas/profil/spieler/217144
38568467,Manuel Cabit,127075,/manuel-cabit/profil/spieler/127075
41521385,Iker Losada,632741,/iker-losada/profil/spieler/632741
42130443,Zack Steffen,221624,/zack-steffen/profil/spieler/221624
42276181,Kevin Gameiro,27389,/kevin-gameiro/profil/spieler/27389
43439614,Oliver Norwood,73547,/oliver-norwood/profil/spieler/73547
43458538,Joshua King,91059,/joshua-king/profil/spieler/91059
44781702,Ben Davies,192765,/ben-davies/profil/spieler/192765
45870256,Florian Mayer,331634,/florian-mayer/profil/spieler/331634
45963054,Jamie Vardy,197838,/jamie-vardy/profil/spieler/197838
46291841,John Bostock,58097,/john-bostock/profil/spieler/58097
463503e2,Marcin Kaminski,129358,/marcin-kaminski/profil/spieler/129358
46907171,Abdul Majeed Waris,146805,/majeed-waris/profil/spieler/146805
47064058,Oliver Baumann,55089,/oliver-baumann/profil/spieler/55089
47327321,Taylor Harwood Bellis,503977,/taylor-harwood-bellis/profil/spieler/503977
48035304,Nico Elvedi,192635,/nico-elvedi/profil/spieler/192635
48593154,Michael Olunga,263482,/michael-olunga/profil/spieler/263482
49000148,Mehdi Merghem,452877,/mehdi-merghem/profil/spieler/452877
49296448,Joshua Kimmich,161056,/joshua-kimmich/profil/spieler/161056
51450467,Elhadji Pape Diaw,410238,/elhadji-pape-diaw/profil/spieler/410238
51960957,Gokhan Tore,82130,/gokhan-tore/profil/spieler/82130
52105203,Scott Dann,62688,/scott-dann/profil/spieler/62688
52611641,Lucas Torreira,318077,/lucas-torreira/profil/spieler/318077
53283127,Jeremy Grimm,56294,/jeremy-grimm/profil/spieler/56294
54131505,Arnaud Lusamba,272631,/arnaud-lusamba/profil/spieler/272631
54507986,Antonis Aidonis,405674,/antonis-aidonis/profil/spieler/405674
55043155,Kristoffer Larsen,201139,/kristoffer-larsen/profil/spieler/201139
55305521,Tomas Brecka,265879,/tomas-brecka/profil/spieler/265879
55667895,Emiliano Moretti,5755,/emiliano-moretti/profil/spieler/5755
57200916,Julio Villalba,401717,/julio-villalba/profil/spieler/401717
57376761,Christian Cueva,95280,/christian-cueva/profil/spieler/95280
60359288,Javi Sanchez,340853,/javi-sanchez/profil/spieler/340853
61590953,Stanley NSoki,371141,/stanley-nsoki/profil/spieler/371141
61911828,Aleksandr Vasyutin,215213,/aleksandr-vasyutin/profil/spieler/215213
64679418,Sam Schreck,335100,/sam-schreck/profil/spieler/335100
66116290,Radamel Falcao,39152,/falcao/profil/spieler/39152
68829001,Gonzalo Castro,28947,/gonzalo-castro/profil/spieler/28947
70678132,Eduard Lowen,260655,/eduard-lowen/profil/spieler/260655
71115017,Felix Beijmo,322293,/felix-beijmo/profil/spieler/322293
73489527,Steven Defour,33866,/steven-defour/profil/spieler/33866
74419746,Samir Handanovic,28021,/samir-handanovic/profil/spieler/28021
74733221,Romain Salin,23974,/romain-salin/profil/spieler/23974
75229233,Fouad Bachirou,93663,/fouad-bachirou/profil/spieler/93663
75566759,Alexander Tettey,12384,/alexander-tettey/profil/spieler/12384
76806215,Yohann Pele,6270,/yohann-pele/profil/spieler/6270
78150923,Ivelin Popov,38340,/ivelin-popov/profil/spieler/38340
78952998,Philipp Ochs,207592,/philipp-ochs/profil/spieler/207592
79083382,Juan Jesus,121985,/juan-jesus/profil/spieler/121985
79135368,Faycal Fajr,174344,/faycal-fajr/profil/spieler/174344
79300479,Martin Odegaard,316264,/martin-odegaard/profil/spieler/316264
79443529,Dusan Vlahovic,357498,/dusan-vlahovic/profil/spieler/357498
79584585,Lassana Diarra,23914,/lassana-diarra/profil/spieler/23914
79685569,Jonathan Delaplace,149551,/jonathan-delaplace/profil/spieler/149551
81069528,Roberto Rosales,49500,/roberto-rosales/profil/spieler/49500
826313e2,Alexei Rios,78356,/aleksey-rios/profil/spieler/78356
82671804,Luiz Gustavo,10471,/luiz-gustavo/profil/spieler/10471
83300259,Owen Wijndal,339328,/owen-wijndal/profil/spieler/339328
84399660,Juanmi,126737,/juanmi/profil/spieler/126737
84594618,Filippo Romagna,256678,/filippo-romagna/profil/spieler/256678
85322440,Cafu,5937,/cafu/profil/spieler/5937
86574238,Kouadio Kone,624690,/kouadio-kone/profil/spieler/624690
86695068,Dennis Praet,129588,/dennis-praet/profil/spieler/129588
88050721,Unai Lopez,192009,/unai-lopez/profil/spieler/192009
88392398,Levan Kenia,30732,/levan-kenia/profil/spieler/30732
88615858,Bryan Pele,170938,/bryan-pele/profil/spieler/170938
88895312,Daniel Bessa,140757,/daniel-bessa/profil/spieler/140757
89976232,Armando Izzo,32113,/armando-izzo/profil/spieler/32113
90339309,Jerry St Juste,288253,/jeremiah-st-juste/profil/spieler/288253
91748070,Teden Mengi,548470,/teden-mengi/profil/spieler/548470
92948149,Lukas Klunter,282577,/lukas-klunter/profil/spieler/282577
92948398,Leo Stulac,171159,/leo-stulac/profil/spieler/171159
93390969,Marcello Gazzola,57643,/marcello-gazzola/profil/spieler/57643
94230890,Paolo Gozzi Iweru,487333,/paolo-gozzi/profil/spieler/487333
94816803,Riccardo Sottil,386455,/riccardo-sottil/profil/spieler/386455
95981861,Antoine Valerio,707317,/antoine-valerio/profil/spieler/707317
96640846,Samir Ujkani,42744,/samir-ujkani/profil/spieler/42744
96960855,Francesco Cassata,301236,/francesco-cassata/profil/spieler/301236
97572117,Allan Nyom,111508,/allan-nyom/profil/spieler/111508
97852360,Fernando Pacheco,172015,/fernando-pacheco/profil/spieler/172015
99813635,Adam Lallana,43530,/adam-lallana/profil/spieler/43530
773968e4,Hendrik Weydandt,330223,/hendrik-weydandt/profil/spieler/330223
083525e5,Papy Djilobodji,136610,/papy-djilobodji/profil/spieler/136610
526541e5,Hordur Magnusson,130353,/hordur-magnusson/profil/spieler/130353
576575e5,Ivan Lopez,203778,/ivan-lopez/profil/spieler/203778
767212e6,Julien Faussurier,78917,/julien-faussurier/profil/spieler/78917
482145e9,Emanuele Ndoj,287717,/emanuele-ndoj/profil/spieler/287717
15937e17,Eray Comert,298583,/eray-comert/profil/spieler/298583
05816e19,Juan Ferney Otero,332305,/juan-ferney-otero/profil/spieler/332305
4611e028,Erick Pulgar,215616,/erick-pulgar/profil/spieler/215616
19053e31,Sofiane Diop,569389,/sofiane-diop/profil/spieler/569389
5314e067,Sofiane Alakouch,434358,/sofiane-alakouch/profil/spieler/434358
57760e66,Marcus Edwards,314367,/marcus-edwards/profil/spieler/314367
58640e66,Ismail Koybasi,74641,/ismail-koybasi/profil/spieler/74641
88062e83,Joseph Paintsil,534435,/joseph-paintsil/profil/spieler/534435
30941e96,Angelino,277179,/angelino/profil/spieler/277179
22919e97,Sargis Adamyan,125614,/sargis-adamyan/profil/spieler/125614
861e0116,Kostas Stafylidis,148967,/konstantinos-stafylidis/profil/spieler/148967
3799e138,Everton Luiz,75076,/everton-luiz/profil/spieler/75076
6186e141,Ali Ghorbani,229021,/ali-ghorbani/profil/spieler/229021
9939e168,Jon Moncayola,552425,/jon-moncayola/profil/spieler/552425
4601e194,Jordi Alba,69751,/jordi-alba/profil/spieler/69751
8794e251,Adrien Rabiot,182913,/adrien-rabiot/profil/spieler/182913
0000acda,Marco Benassi,201040,/marco-benassi/profil/spieler/201040
000b3da6,Manuel Iturra,40428,/manuel-iturra/profil/spieler/40428
00242b75,Leandro Barreiro Martins,357233,/leandro-barreiro/profil/spieler/357233
003a5c72,Mikel San Jose,52469,/mikel-san-jose/profil/spieler/52469
0049d544,Yassine El Ghanassy,90368,/yassine-el-ghanassy/profil/spieler/90368
005c0807,Zinedine Ferhat,232895,/zinedine-ferhat/profil/spieler/232895
005ca692,Maycon,421935,/maycon/profil/spieler/421935
0076ab7f,Nemanja Gudelj,74294,/nemanja-gudelj/profil/spieler/74294
007b39a5,Onel Hernandez,109751,/onel-hernandez/profil/spieler/109751
008a6e6d,Ragnar Klavan,26669,/ragnar-klavan/profil/spieler/26669
009a4f60,Julian Ryerson,370789,/julian-ryerson/profil/spieler/370789
00a6485f,Andreas Beck,31182,/andreas-beck/profil/spieler/31182
00b0bb87,Fabrizio Cacciatore,85605,/fabrizio-cacciatore/profil/spieler/85605
00b28772,Nemanja Maksimovic,273152,/nemanja-maksimovic/profil/spieler/273152
00bc97e8,Joackim Jorgensen,42141,/joackim-jorgensen/profil/spieler/42141
00eba9c9,Selim Amallah,377219,/selim-amallah/profil/spieler/377219
0118c54c,Anthony Caci,453016,/anthony-caci/profil/spieler/453016
011d8c56,Miguel Angel Moya,26065,/miguel-angel-moya/profil/spieler/26065
0127419a,Ianis Hagi,282076,/ianis-hagi/profil/spieler/282076
012c38ec,Meritan Shabani,379980,/meritan-shabani/profil/spieler/379980
016ff750,Valentino Lazaro,186368,/valentino-lazaro/profil/spieler/186368
0174ba21,Robin Hack,284010,/robin-hack/profil/spieler/284010
0176f037,Gergo Lovrencsics,110746,/gerg%C5%91-lovrencsics/profil/spieler/110746
017ab4d4,Arda Turan,21369,/arda-turan/profil/spieler/21369
01834aa0,Sebastiaan Bornauw,338629,/sebastiaan-bornauw/profil/spieler/338629
0193a8bf,Moumi Ngamaleu,266768,/nicolas-moumi-ngamaleu/profil/spieler/266768
019f4d0d,Leandro Castan,54929,/leandro-castan/profil/spieler/54929
01a49bd2,Lisandro Magallan,66736,/lisandro-magallan/profil/spieler/66736
01ae64cd,Aythami Artiles,44735,/aythami-artiles/profil/spieler/44735
01b8a2b2,Wojciech Szczesny,44058,/wojciech-szczesny/profil/spieler/44058
01c3aff5,Weston McKennie,332697,/weston-mckennie/profil/spieler/332697
01eb744d,Angel Correa,266807,/angel-correa/profil/spieler/266807
01efac19,Antonin Barak,272261,/antonin-barak/profil/spieler/272261
02319ad7,Jaime Mata,227961,/jaime-mata/profil/spieler/227961
023937a9,Ivan Radovanovic,46105,/ivan-radovanovic/profil/spieler/46105
023efc8b,Simeon Slavchev,169006,/simeon-slavchev/profil/spieler/169006
028e70b9,Joshua Zirkzee,435648,/joshua-zirkzee/profil/spieler/435648
02b29014,Abdoulaye Doucoure,127187,/abdoulaye-doucoure/profil/spieler/127187
02b2937c,Daniele Dessena,29962,/daniele-dessena/profil/spieler/29962
02c15616,Marcos Llorente,282411,/marcos-llorente/profil/spieler/282411
02caf6e0,Manuel Lazzari,331401,/manuel-lazzari/profil/spieler/331401
02ce2030,Uros Spajic,160222,/uros-spajic/profil/spieler/160222
02d2c436,Luis Hernandez,62945,/luis-hernandez/profil/spieler/62945
02df3a4b,Aleksandr Anyukov,17749,/aleksandr-anyukov/profil/spieler/17749
02ee4c77,Bjorn Johnsen,250686,/bjorn-johnsen/profil/spieler/250686
02ef8778,Raul de Tomas,162038,/raul-de-tomas/profil/spieler/162038
02febfdc,Raffaele Maiello,140559,/raffaele-maiello/profil/spieler/140559
0313a347,Ezri Konsa,413403,/ezri-konsa/profil/spieler/413403
032f894e,Renato Sanches,258027,/renato-sanches/profil/spieler/258027
0331786b,Dion Cools,316422,/dion-cools/profil/spieler/316422
0366fc78,Daniel Candeias,56046,/daniel-candeias/profil/spieler/56046
036bba5f,Ruben Alcaraz,247250,/ruben-alcaraz/profil/spieler/247250
0375723e,Simone Verdi,130360,/simone-verdi/profil/spieler/130360
03760df0,Emiliano Viviano,24316,/emiliano-viviano/profil/spieler/24316
038aa94a,Junior Caicara,112062,/junior-caicara/profil/spieler/112062
03bd0bf4,Naldo,32213,/naldo/profil/spieler/32213
03df04ff,Odisseas Vlachodimos,124419,/odysseas-vlachodimos/profil/spieler/124419
03e48abb,Matty Daly,566349,/matty-daly/profil/spieler/566349
03f946ed,Andrea Petagna,199258,/andrea-petagna/profil/spieler/199258
0420d84f,Seamus Coleman,68390,/seamus-coleman/profil/spieler/68390
042d286e,Fyodor Chalov,287183,/fedor-chalov/profil/spieler/287183
042e8a49,Kingsley Coman,243714,/kingsley-coman/profil/spieler/243714
0442183b,Nathaniel Clyne,85177,/nathaniel-clyne/profil/spieler/85177
048877f5,Stefano Sorrentino,21891,/stefano-sorrentino/profil/spieler/21891
0489bb30,Eddy Salcedo,459661,/eddie-salcedo/profil/spieler/459661
048a1cbc,Raphael Guerreiro,170986,/raphael-guerreiro/profil/spieler/170986
04a35432,Kaspars Dubra,85506,/kaspars-dubra/profil/spieler/85506
04a65a8f,Markel Bergara,51426,/markel-bergara/profil/spieler/51426
04ac8285,Jasper Cillessen,146227,/jasper-cillessen/profil/spieler/146227
04c11885,Marvin Bakalorz,53602,/marvin-bakalorz/profil/spieler/53602
04df29a5,Lorenzo Colombo,487843,/lorenzo-colombo/profil/spieler/487843
04e17fd5,Youssef En Nesyri,433049,/youssef-en-nesyri/profil/spieler/433049
0515a4cb,Christophe Kerbrat,138049,/christophe-kerbrat/profil/spieler/138049
0534149c,Takuma Nishimura,353567,/takuma-nishimura/profil/spieler/353567
0538066d,Adam Kovacsik,110744,/adam-kovacsik/profil/spieler/110744
05384ea1,Michel,77262,/michel/profil/spieler/77262
05439de2,David Alaba,59016,/david-alaba/profil/spieler/59016
054849d2,Iago,520468,/iago/profil/spieler/520468
0557ff4f,Danilo Barbosa,273438,/danilo/profil/spieler/273438
0562b7f1,Odsonne Edouard,344152,/odsonne-edouard/profil/spieler/344152
056d2d95,Christopher Trimmel,75921,/christopher-trimmel/profil/spieler/75921
05a4465d,Manu Garcia,76273,/manu-garcia/profil/spieler/76273
05a6c38b,Jonny Hayes,52380,/jonny-hayes/profil/spieler/52380
05a84d52,Moussa Marega,283130,/moussa-marega/profil/spieler/283130
05cb19c5,Eljero Elia,27805,/eljero-elia/profil/spieler/27805
05d548d8,Mats Hummels,39728,/mats-hummels/profil/spieler/39728
05e19d6a,Franck Kessie,294808,/franck-kessie/profil/spieler/294808
05f99a4a,Jonathan Burkardt,333647,/jonathan-burkardt/profil/spieler/333647
060606ec,Marco DAlessandro,99232,/marco-dalessandro/profil/spieler/99232
061e8e23,Maximilian Philipp,143891,/maximilian-philipp/profil/spieler/143891
062fc2e6,Rafa Soares,198006,/rafa-soares/profil/spieler/198006
0630eb63,Nemanja Radonjic,245078,/nemanja-radonjic/profil/spieler/245078
0638becf,Mario Situm,138741,/mario-situm/profil/spieler/138741
0657888a,Omar Ramos,58112,/omar-ramos/profil/spieler/58112
0670ee51,Oumar Solet,463665,/oumar-solet/profil/spieler/463665
068830ca,Jonathan Joubert,44157,/jonathan-joubert/profil/spieler/44157
06a10001,Reinhold Ranftl,83119,/reinhold-ranftl/profil/spieler/83119
06a1d642,Mohammed Daramy,574385,/mohammed-daramy/profil/spieler/574385
06b2765c,Eray Ataseven,176538,/eray-ataseven/profil/spieler/176538
06c48679,Jonathan Gradit,126557,/jonathan-gradit/profil/spieler/126557
06df8256,Benoit Mukinayi,463603,/benoit-badiashile/profil/spieler/463603
06e5b0e4,Lasse Nielsen,42913,/lasse-nielsen/profil/spieler/42913
06f33dc8,Enzo Crivelli,291110,/enzo-crivelli/profil/spieler/291110
06f46837,Billy Ketkeophomphone,134712,/billy-ketkeophomphone/profil/spieler/134712
070a3904,Sergi Darder,142021,/sergi-darder/profil/spieler/142021
070ec0b1,Sven Bender,29993,/sven-bender/profil/spieler/29993
07129f3c,Florent Poulolo,600151,/florent-poulolo/profil/spieler/600151
0728bebe,Gaetano Castrovilli,303116,/gaetano-castrovilli/profil/spieler/303116
073b1b37,Lumor Agbenyenu,344393,/lumor/profil/spieler/344393
0745b37d,Teemu Pukki,46972,/teemu-pukki/profil/spieler/46972
074d8166,Loic Damour,81190,/loic-damour/profil/spieler/81190
07666c20,David Martin,15930,/david-martin/profil/spieler/15930
07767f42,Francesco Magnanelli,7093,/francesco-magnanelli/profil/spieler/7093
07802f7f,Danny Ings,134294,/danny-ings/profil/spieler/134294
07a0baa9,Ramiro Guerra,222571,/ramiro-guerra/profil/spieler/222571
07a821e4,Antoine Bernede,395512,/antoine-bernede/profil/spieler/395512
07ab6542,Jelle Vossen,42748,/jelle-vossen/profil/spieler/42748
07abb358,Romulo,121756,/romulo/profil/spieler/121756
07ace8c3,Rhys Healey,238185,/rhys-healey/profil/spieler/238185
07d67579,Erik Exposito,483461,/erik-exposito/profil/spieler/483461
07ea0ef2,Leonardo Capezzi,84442,/leonardo-capezzi/profil/spieler/84442
07f55871,Giacomo Poluzzi,327326,/giacomo-poluzzi/profil/spieler/327326
07f73a4f,Jack Lahne,493674,/jack-lahne/profil/spieler/493674
07f8bcc8,Assan Ceesay,388382,/assan-ceesay/profil/spieler/388382
080440a4,Martin Hinteregger,85789,/martin-hinteregger/profil/spieler/85789
08082af0,Loick Landre,164912,/loick-landre/profil/spieler/164912
080ac8d8,Sergio Araujo,110366,/sergio-araujo/profil/spieler/110366
081b6080,Lorenzo Del Pinto,244061,/lorenzo-del-pinto/profil/spieler/244061
0821331c,Mattia Bani,176139,/mattia-bani/profil/spieler/176139
0827221a,Didar Schalmukan,327609,/didar-zhalmukan/profil/spieler/327609
08511d65,Sergio Ramos,25557,/sergio-ramos/profil/spieler/25557
085e71a7,Bartlomiej Dragowski,208166,/bartlomiej-dragowski/profil/spieler/208166
0861b8d6,Pietro Iemmello,62735,/pietro-iemmello/profil/spieler/62735
086d7db3,Ivan Santini,45832,/ivan-santini/profil/spieler/45832
088ca1bd,Jonathan Schmid,70285,/jonathan-schmid/profil/spieler/70285
088e6424,Vlastimil Hruby,157578,/vlastimil-hruby/profil/spieler/157578
089550f5,Kwadwo Asamoah,63531,/kwadwo-asamoah/profil/spieler/63531
08aa17d0,Antonio Valencia,33544,/antonio-valencia/profil/spieler/33544
08aa9cd1,Andrea Pinamonti,315865,/andrea-pinamonti/profil/spieler/315865
08d37c53,Franz Brorsson,271773,/franz-brorsson/profil/spieler/271773
08f5afaa,Gianluigi Donnarumma,315858,/gianluigi-donnarumma/profil/spieler/315858
08fe932d,Nicolai Boilesen,69642,/nicolai-boilesen/profil/spieler/69642
09538fdb,Kevin Lasagna,131951,/kevin-lasagna/profil/spieler/131951
0959c2a2,Federico Valverde,369081,/federico-valverde/profil/spieler/369081
095e4199,Arber Zeneli,222876,/arber-zeneli/profil/spieler/222876
096a77c4,Ibrahima Traore,47285,/ibrahima-traore/profil/spieler/47285
098139eb,Danilo Soddimo,39690,/danilo-soddimo/profil/spieler/39690
0984c5d5,Remi Walter,215686,/remi-walter/profil/spieler/215686
09899de8,Simone Romagnoli,88706,/simone-romagnoli/profil/spieler/88706
0990f2fb,Fernando Varela,59084,/fernando-varela/profil/spieler/59084
099e666f,Jonjoe Kenny,258883,/jonjoe-kenny/profil/spieler/258883
09a9e921,Carlos Bacca,119235,/carlos-bacca/profil/spieler/119235
09bcc566,Virgil Misidjan,214346,/virgil-misidjan/profil/spieler/214346
09fec029,Sean Morrison,79723,/sean-morrison/profil/spieler/79723
0a0cc13c,Sergio Leon,145769,/sergio-leon/profil/spieler/145769
0a1cb833,Jiri Pavlenka,260053,/jiri-pavlenka/profil/spieler/260053
0a1efd3c,Andrey Galabinov,67639,/andrej-galabinov/profil/spieler/67639
0a215326,Roman Zobnin,166277,/roman-zobnin/profil/spieler/166277
0a3065c8,Mitchell Dijks,187245,/mitchell-dijks/profil/spieler/187245
0a3d6d2b,Chris Richards,578539,/chris-richards/profil/spieler/578539
0a3f6cde,Christopher Antwi Adjei,289182,/christopher-antwi-adjei/profil/spieler/289182
0a447501,Antonio Sanabria,234523,/antonio-sanabria/profil/spieler/234523
0a483542,Giorgos Kiriakopoulos,311178,/georgios-kyriakopoulos/profil/spieler/311178
0a63446f,Mickael Alphonse,172153,/mickael-alphonse/profil/spieler/172153
0a6dbbf7,Brandon Mechele,236168,/brandon-mechele/profil/spieler/236168
0a89e877,Benjamin Henrichs,202591,/benjamin-henrichs/profil/spieler/202591
0aa874f4,Alaixys Romao,40014,/alaixys-romao/profil/spieler/40014
0ab1f153,Juan Cuadrado,91970,/juan-cuadrado/profil/spieler/91970
0ac893aa,Damjan Djokovic,143039,/damjan-djokovic/profil/spieler/143039
0ac94a23,Denis Cheryshev,98322,/denis-cheryshev/profil/spieler/98322
0acda699,Francesco Bardi,110925,/francesco-bardi/profil/spieler/110925
0acf0e1c,Veljko Simic,190268,/veljko-simic/profil/spieler/190268
0ae4e09a,Roger Marti,212391,/roger-marti/profil/spieler/212391
0aeeed3f,Christian Fassnacht,250490,/christian-fassnacht/profil/spieler/250490
0af4dcf0,Cedric Bakambu,127048,/cedric-bakambu/profil/spieler/127048
0b0cbe5b,Denis Bouanga,236045,/denis-bouanga/profil/spieler/236045
0b33f6ad,Mohammed Salisu,563963,/mohammed-salisu/profil/spieler/563963
0b380363,Marin Ljubicic,39792,/marin-ljubicic/profil/spieler/39792
0b4854f9,Emil Bergstrom,142208,/emil-bergstrom/profil/spieler/142208
0b4d8274,Romain Hamouma,98349,/romain-hamouma/profil/spieler/98349
0b4f388a,Breel Embolo,237662,/breel-embolo/profil/spieler/237662
0b5a292a,Mario Rui,87884,/mario-rui/profil/spieler/87884
0b90bb97,Santi Mina,255653,/santi-mina/profil/spieler/255653
0ba976e4,Ansu Fati,466810,/ansu-fati/profil/spieler/466810
0bad4516,Ryan Bennett,67252,/ryan-bennett/profil/spieler/67252
0bb6e193,Yvann Macon,580747,/yvann-macon/profil/spieler/580747
0bc4e720,Manu Vallejo,527350,/manu-vallejo/profil/spieler/527350
0bd57693,Nono,199132,/nono/profil/spieler/199132
0bd57eb0,Arton Zekaj,464990,/arton-zekaj/profil/spieler/464990
0be28faf,Scott Brown,12688,/scott-brown/profil/spieler/12688
0be3255b,Alexander Walke,1271,/alexander-walke/profil/spieler/1271
0be95d34,Romain Del Castillo,353399,/romain-del-castillo/profil/spieler/353399
0c09c984,Oscar Lewicki,76051,/oscar-lewicki/profil/spieler/76051
0c291a1a,Mathias Suarez,294895,/mathias-suarez/profil/spieler/294895
0c2ac3cb,Rafinha,129473,/rafinha/profil/spieler/129473
0c3057a9,Mikael Ishak,153637,/mikael-ishak/profil/spieler/153637
0c3f7197,Emre Mor,283223,/emre-mor/profil/spieler/283223
0c61c77c,Dodi Lukebakio,303259,/dodi-lukebakio/profil/spieler/303259
0c971997,Gabriele Angella,86793,/gabriele-angella/profil/spieler/86793
0cb29e91,Njegos Petrovic,376588,/njegos-petrovic/profil/spieler/376588
0cbc8baa,Jean Kevin Duverne,344864,/jean-kevin-duverne/profil/spieler/344864
0cc474e7,Ramon Azeez,131667,/ramon-azeez/profil/spieler/131667
0ccac09c,Stefano Sabelli,167491,/stefano-sabelli/profil/spieler/167491
0cd0e21b,Jordan Lukaku,140804,/jordan-lukaku/profil/spieler/140804
0d077b88,Mehdi Bourabia,131731,/mehdi-bourabia/profil/spieler/131731
0d10333c,Gabriel,167291,/gabriel/profil/spieler/167291
0d2158d5,Jordan Marie,231025,/jordan-marie/profil/spieler/231025
0d267745,Nicolas Otamendi,54781,/nicolas-otamendi/profil/spieler/54781
0d2b0b84,Andriy Zaporozhan,91465,/andriy-zaporozhan/profil/spieler/91465
0d3585b5,Kevin Denkey,482072,/kevin-denkey/profil/spieler/482072
0d422df7,Marco Silvestri,85528,/marco-silvestri/profil/spieler/85528
0d4ceb32,Matej Vydra,101500,/matej-vydra/profil/spieler/101500
0d55d942,Alexander Schwolow,93763,/alexander-schwolow/profil/spieler/93763
0d72fbca,Gianluca Gaudino,195051,/gianluca-gaudino/profil/spieler/195051
0d82903c,Alex Sandro,79960,/alex-sandro/profil/spieler/79960
0d85a4e8,Marcus Bettinelli,116648,/marcus-bettinelli/profil/spieler/116648
0d8a37c2,Tobias Sippel,31653,/tobias-sippel/profil/spieler/31653
0da6a13e,Theo Bongonda,280701,/theo-bongonda/profil/spieler/280701
0dabaf14,Dzenis Burnic,251295,/dzenis-burnic/profil/spieler/251295
0db169ae,Sandro Tonali,397033,/sandro-tonali/profil/spieler/397033
0db5d2c8,Mathias Jorgensen,542796,/mathias-jorgensen/profil/spieler/542796
0dce3356,Tomas Tavares,550549,/tomas-tavares/profil/spieler/550549
0df2b165,John Lundstram,156941,/john-lundstram/profil/spieler/156941
0e12089d,Maxime Dupe,127188,/maxime-dupe/profil/spieler/127188
0e21fc3c,Borja Valero,40372,/borja-valero/profil/spieler/40372
0e4fef6e,Lucas Torro,213670,/lucas-torro/profil/spieler/213670
0e50f929,Fran Merida,42920,/fran-merida/profil/spieler/42920
0e5a86d4,Filippo Perucchini,240934,/filippo-bandinelli/profil/spieler/240934
0e6bc38c,Eric Maxim Choupo Moting,45660,/eric-maxim-choupo-moting/profil/spieler/45660
0e7ccfc4,Sebastien Corchia,102744,/sebastien-corchia/profil/spieler/102744
