,match_stats_key,match_id,possession_x,possession_y,fouls_x,fouls_y,corners_x,corners_y,crosses_x,crosses_y,touches_x,touches_y,tackles_x,tackles_y,interceptions_x,interceptions_y,aerials_won_x,aerials_won_y,clearances_x,clearances_y,offsides_x,offsides_y,goal_kicks_x,goal_kicks_y,throw_ins_x,throw_ins_y,long_balls_x,long_balls_y
0,0,b13970b2,0.51,0.49,14.0,18.0,4.0,5.0,13.0,13.0,621.0,590.0,12.0,13.0,9.0,2.0,6.0,3.0,11.0,11.0,4.0,1.0,4.0,5.0,19.0,9.0,62.0,55.0
1,1,7fa19f7c,0.63,0.37,18.0,19.0,6.0,4.0,11.0,6.0,776.0,503.0,9.0,25.0,6.0,11.0,2.0,2.0,4.0,16.0,3.0,2.0,3.0,8.0,22.0,14.0,56.0,59.0
2,2,09cec3e9,0.62,0.38,20.0,15.0,12.0,1.0,11.0,3.0,662.0,449.0,18.0,13.0,16.0,7.0,8.0,11.0,4.0,26.0,3.0,0.0,5.0,12.0,21.0,33.0,66.0,58.0
3,3,10673af1,0.3,0.7,8.0,15.0,3.0,5.0,4.0,7.0,407.0,780.0,17.0,13.0,9.0,8.0,4.0,13.0,17.0,7.0,7.0,0.0,7.0,2.0,23.0,30.0,79.0,81.0
4,4,f65cd7dc,0.36,0.64,22.0,18.0,3.0,7.0,6.0,24.0,456.0,676.0,18.0,16.0,6.0,5.0,34.0,31.0,53.0,33.0,0.0,1.0,9.0,3.0,22.0,35.0,60.0,68.0
5,5,0339770e,0.53,0.47,17.0,13.0,5.0,1.0,10.0,8.0,642.0,582.0,15.0,14.0,8.0,8.0,10.0,3.0,10.0,15.0,0.0,3.0,7.0,4.0,20.0,19.0,71.0,58.0
6,6,c516f9b3,0.38,0.62,22.0,18.0,4.0,4.0,10.0,14.0,488.0,729.0,14.0,9.0,7.0,4.0,3.0,9.0,18.0,14.0,4.0,4.0,6.0,3.0,14.0,24.0,76.0,29.0
7,7,a3858878,0.56,0.44,9.0,19.0,3.0,4.0,10.0,20.0,613.0,512.0,8.0,15.0,5.0,9.0,12.0,11.0,19.0,11.0,5.0,2.0,7.0,6.0,18.0,21.0,75.0,66.0
8,8,4fbf64fe,0.53,0.47,12.0,12.0,5.0,3.0,22.0,11.0,710.0,647.0,13.0,22.0,5.0,5.0,6.0,6.0,10.0,11.0,4.0,3.0,9.0,8.0,13.0,19.0,60.0,56.0
9,9,4fc1a614,0.7,0.3,9.0,11.0,6.0,7.0,20.0,4.0,704.0,362.0,10.0,15.0,2.0,14.0,6.0,5.0,9.0,17.0,6.0,3.0,3.0,15.0,18.0,19.0,67.0,63.0
10,10,400d3616,0.54,0.46,12.0,17.0,5.0,5.0,12.0,9.0,569.0,517.0,13.0,8.0,8.0,7.0,5.0,2.0,11.0,12.0,1.0,0.0,9.0,5.0,12.0,22.0,71.0,47.0
11,11,3bf149af,0.5,0.5,21.0,19.0,7.0,2.0,25.0,7.0,533.0,556.0,10.0,13.0,9.0,10.0,8.0,8.0,5.0,28.0,5.0,2.0,5.0,8.0,23.0,17.0,47.0,100.0
12,12,9b3e6ab4,0.29,0.71,11.0,11.0,2.0,8.0,7.0,17.0,425.0,871.0,16.0,14.0,15.0,5.0,9.0,5.0,22.0,6.0,0.0,0.0,10.0,3.0,14.0,23.0,60.0,75.0
13,13,3d33cbcd,0.53,0.47,12.0,12.0,10.0,0.0,20.0,5.0,592.0,560.0,12.0,6.0,8.0,3.0,3.0,4.0,7.0,25.0,1.0,1.0,10.0,7.0,12.0,17.0,74.0,71.0
14,14,9992229f,0.59,0.41,16.0,13.0,6.0,1.0,22.0,9.0,668.0,491.0,16.0,11.0,11.0,7.0,5.0,9.0,11.0,15.0,2.0,2.0,0.0,9.0,18.0,22.0,66.0,86.0
15,15,5734149b,0.66,0.34,13.0,14.0,4.0,4.0,10.0,8.0,792.0,466.0,15.0,10.0,10.0,10.0,6.0,6.0,5.0,17.0,4.0,5.0,3.0,6.0,19.0,20.0,61.0,63.0
16,16,cd7718be,0.67,0.33,9.0,11.0,7.0,2.0,8.0,5.0,759.0,426.0,10.0,16.0,16.0,2.0,8.0,4.0,3.0,16.0,2.0,1.0,2.0,12.0,28.0,18.0,71.0,68.0
17,17,5abf775e,0.48,0.52,18.0,18.0,2.0,6.0,5.0,19.0,568.0,602.0,10.0,12.0,12.0,6.0,3.0,3.0,13.0,6.0,1.0,0.0,7.0,7.0,17.0,23.0,52.0,68.0
18,18,1e115c1f,0.33,0.67,13.0,12.0,2.0,13.0,5.0,13.0,404.0,685.0,18.0,19.0,8.0,9.0,8.0,4.0,24.0,15.0,1.0,2.0,9.0,4.0,31.0,22.0,57.0,60.0
19,19,9a77b60b,0.68,0.32,18.0,19.0,13.0,4.0,17.0,13.0,711.0,404.0,9.0,14.0,6.0,4.0,4.0,7.0,8.0,22.0,4.0,3.0,1.0,10.0,18.0,22.0,70.0,55.0
20,20,57753c8c,0.38,0.62,18.0,16.0,2.0,3.0,9.0,12.0,475.0,684.0,16.0,18.0,15.0,3.0,9.0,7.0,9.0,11.0,0.0,2.0,4.0,6.0,25.0,28.0,57.0,54.0
21,21,3d2c38ea,0.49,0.51,15.0,21.0,3.0,1.0,12.0,9.0,590.0,594.0,15.0,10.0,12.0,4.0,15.0,9.0,15.0,13.0,1.0,2.0,4.0,4.0,20.0,25.0,76.0,61.0
22,22,7e929ab2,0.34,0.66,14.0,14.0,6.0,9.0,12.0,20.0,431.0,699.0,17.0,8.0,6.0,7.0,6.0,9.0,27.0,13.0,0.0,0.0,7.0,7.0,26.0,30.0,57.0,75.0
23,23,d284fd39,0.18,0.82,9.0,11.0,0.0,7.0,5.0,21.0,316.0,1036.0,10.0,6.0,9.0,1.0,0.0,4.0,35.0,3.0,1.0,1.0,21.0,4.0,10.0,21.0,68.0,45.0
24,24,fe417870,0.3,0.7,16.0,9.0,2.0,4.0,1.0,33.0,397.0,805.0,12.0,9.0,9.0,10.0,3.0,3.0,30.0,3.0,2.0,3.0,10.0,2.0,16.0,20.0,64.0,82.0
25,25,33d3ec46,0.53,0.47,10.0,13.0,5.0,7.0,12.0,14.0,629.0,575.0,15.0,17.0,8.0,7.0,7.0,12.0,8.0,15.0,3.0,2.0,4.0,3.0,26.0,21.0,87.0,74.0
26,26,885af087,0.39,0.61,14.0,20.0,2.0,0.0,9.0,16.0,536.0,783.0,13.0,4.0,6.0,7.0,16.0,3.0,14.0,5.0,2.0,3.0,6.0,7.0,13.0,13.0,58.0,64.0
27,27,5fb323e0,0.58,0.42,18.0,15.0,4.0,7.0,18.0,13.0,648.0,481.0,8.0,14.0,9.0,6.0,15.0,8.0,25.0,16.0,1.0,1.0,5.0,8.0,36.0,23.0,70.0,58.0
28,28,a10cf572,0.76,0.24,10.0,6.0,10.0,5.0,16.0,2.0,878.0,360.0,12.0,14.0,10.0,8.0,3.0,4.0,6.0,16.0,0.0,1.0,3.0,9.0,18.0,15.0,89.0,50.0
29,29,b8a1c45e,0.52,0.48,14.0,18.0,6.0,5.0,16.0,11.0,579.0,581.0,14.0,19.0,2.0,3.0,9.0,3.0,8.0,19.0,1.0,2.0,6.0,9.0,17.0,16.0,69.0,59.0
30,30,198facdd,0.45,0.55,13.0,19.0,2.0,3.0,12.0,7.0,543.0,630.0,13.0,13.0,9.0,6.0,3.0,7.0,6.0,8.0,5.0,2.0,9.0,1.0,16.0,8.0,68.0,57.0
31,31,a357fa5b,0.65,0.35,15.0,14.0,4.0,4.0,13.0,14.0,711.0,441.0,10.0,14.0,8.0,5.0,3.0,7.0,21.0,31.0,1.0,4.0,1.0,11.0,23.0,14.0,62.0,75.0
32,32,634c5128,0.52,0.48,12.0,13.0,3.0,2.0,13.0,9.0,672.0,627.0,21.0,26.0,2.0,19.0,2.0,5.0,14.0,6.0,3.0,1.0,6.0,2.0,20.0,23.0,46.0,74.0
33,33,ff315c8d,0.59,0.41,17.0,20.0,4.0,1.0,12.0,9.0,724.0,539.0,14.0,16.0,6.0,9.0,4.0,6.0,11.0,11.0,1.0,1.0,4.0,6.0,14.0,16.0,63.0,71.0
34,34,abc12d71,0.64,0.36,3.0,14.0,5.0,4.0,16.0,6.0,751.0,448.0,7.0,9.0,4.0,2.0,8.0,5.0,9.0,14.0,5.0,0.0,4.0,9.0,15.0,22.0,61.0,61.0
35,35,52c8c028,0.73,0.27,10.0,13.0,8.0,5.0,7.0,2.0,860.0,371.0,13.0,12.0,5.0,8.0,2.0,4.0,5.0,11.0,1.0,3.0,1.0,6.0,15.0,15.0,49.0,62.0
36,36,677887ea,0.55,0.45,10.0,7.0,3.0,1.0,11.0,11.0,695.0,581.0,16.0,14.0,7.0,9.0,8.0,3.0,8.0,4.0,1.0,3.0,6.0,5.0,18.0,19.0,54.0,57.0
37,37,17ceb358,0.35,0.65,14.0,12.0,2.0,5.0,9.0,13.0,490.0,856.0,7.0,18.0,1.0,11.0,3.0,4.0,15.0,9.0,3.0,1.0,4.0,4.0,12.0,13.0,41.0,81.0
38,38,e2e4d8fb,0.61,0.39,11.0,20.0,3.0,4.0,15.0,8.0,770.0,525.0,19.0,9.0,4.0,9.0,5.0,10.0,9.0,16.0,2.0,3.0,5.0,7.0,21.0,27.0,68.0,65.0
39,39,19965925,0.33,0.67,15.0,20.0,3.0,2.0,7.0,9.0,463.0,799.0,11.0,10.0,17.0,3.0,6.0,13.0,12.0,11.0,5.0,2.0,8.0,4.0,18.0,23.0,81.0,61.0
40,40,cc1da234,0.55,0.45,22.0,21.0,4.0,5.0,15.0,13.0,614.0,563.0,13.0,9.0,5.0,11.0,4.0,5.0,14.0,22.0,2.0,3.0,7.0,7.0,22.0,25.0,62.0,81.0
41,41,2fac1858,0.47,0.53,16.0,15.0,3.0,3.0,19.0,11.0,488.0,552.0,15.0,19.0,4.0,11.0,4.0,5.0,17.0,12.0,7.0,0.0,3.0,8.0,32.0,24.0,65.0,81.0
42,42,6c5cd8f0,0.37,0.63,13.0,26.0,3.0,6.0,9.0,22.0,505.0,794.0,13.0,15.0,9.0,5.0,4.0,11.0,21.0,12.0,1.0,0.0,6.0,2.0,16.0,19.0,72.0,38.0
43,43,19006b59,0.5,0.5,18.0,22.0,5.0,3.0,7.0,7.0,550.0,552.0,6.0,11.0,7.0,5.0,12.0,14.0,14.0,20.0,3.0,2.0,6.0,4.0,20.0,24.0,67.0,75.0
44,44,391ecf44,0.44,0.56,8.0,20.0,4.0,11.0,14.0,4.0,525.0,638.0,23.0,20.0,11.0,13.0,6.0,4.0,8.0,16.0,2.0,4.0,4.0,5.0,25.0,16.0,54.0,76.0
45,45,8869577c,0.57,0.43,13.0,11.0,7.0,3.0,7.0,5.0,702.0,536.0,11.0,8.0,5.0,8.0,2.0,7.0,2.0,12.0,4.0,0.0,2.0,11.0,15.0,11.0,77.0,77.0
46,46,e6cd2359,0.64,0.36,10.0,18.0,2.0,4.0,19.0,10.0,743.0,455.0,10.0,17.0,10.0,11.0,15.0,8.0,12.0,17.0,4.0,4.0,5.0,5.0,20.0,15.0,67.0,77.0
47,47,43ae7d98,0.53,0.47,18.0,8.0,4.0,5.0,14.0,5.0,605.0,559.0,10.0,8.0,9.0,6.0,6.0,12.0,5.0,22.0,5.0,1.0,6.0,9.0,22.0,25.0,77.0,68.0
48,48,7870c975,0.43,0.57,17.0,16.0,0.0,5.0,4.0,16.0,549.0,680.0,16.0,12.0,9.0,10.0,2.0,4.0,13.0,4.0,2.0,2.0,10.0,2.0,15.0,22.0,65.0,56.0
49,49,be29160b,0.63,0.37,8.0,17.0,5.0,3.0,9.0,7.0,751.0,479.0,14.0,8.0,6.0,7.0,8.0,16.0,12.0,18.0,0.0,1.0,4.0,9.0,25.0,21.0,89.0,82.0
50,50,792d9b4c,0.44,0.56,21.0,25.0,4.0,1.0,7.0,6.0,515.0,643.0,16.0,12.0,3.0,12.0,10.0,13.0,11.0,8.0,0.0,0.0,2.0,8.0,24.0,23.0,63.0,97.0
51,51,af09c719,0.79,0.21,4.0,8.0,7.0,0.0,17.0,4.0,1032.0,337.0,8.0,10.0,6.0,6.0,4.0,0.0,2.0,17.0,5.0,1.0,1.0,6.0,18.0,20.0,47.0,48.0
52,52,b2677d90,0.65,0.35,17.0,18.0,6.0,7.0,19.0,7.0,628.0,375.0,14.0,14.0,5.0,3.0,12.0,5.0,14.0,25.0,1.0,0.0,4.0,10.0,25.0,15.0,56.0,64.0
53,53,8251a762,0.53,0.47,21.0,19.0,6.0,3.0,11.0,2.0,562.0,510.0,13.0,12.0,6.0,6.0,3.0,9.0,15.0,10.0,0.0,1.0,7.0,3.0,21.0,30.0,74.0,47.0
54,54,b288b705,0.42,0.58,17.0,18.0,7.0,4.0,9.0,4.0,498.0,634.0,18.0,14.0,9.0,6.0,6.0,3.0,4.0,11.0,1.0,2.0,0.0,5.0,9.0,20.0,48.0,53.0
55,55,c1f54533,0.41,0.59,25.0,14.0,5.0,5.0,16.0,9.0,466.0,627.0,14.0,8.0,13.0,9.0,2.0,3.0,17.0,12.0,5.0,1.0,3.0,9.0,32.0,16.0,61.0,69.0
56,56,9476d8c6,0.55,0.45,13.0,13.0,8.0,7.0,7.0,12.0,627.0,532.0,14.0,12.0,5.0,4.0,5.0,3.0,12.0,18.0,4.0,1.0,6.0,10.0,24.0,27.0,62.0,58.0
57,57,c8d12e7f,0.43,0.57,10.0,17.0,3.0,6.0,18.0,12.0,519.0,645.0,15.0,11.0,15.0,4.0,2.0,5.0,17.0,20.0,1.0,2.0,2.0,2.0,23.0,24.0,58.0,79.0
58,58,03077c02,0.52,0.48,8.0,20.0,5.0,4.0,13.0,5.0,612.0,559.0,15.0,4.0,12.0,5.0,2.0,7.0,10.0,16.0,0.0,1.0,4.0,2.0,21.0,26.0,70.0,63.0
59,59,02c85a2b,0.55,0.45,15.0,29.0,6.0,7.0,15.0,6.0,572.0,483.0,17.0,15.0,6.0,5.0,29.0,31.0,33.0,41.0,0.0,3.0,6.0,9.0,19.0,26.0,62.0,64.0
60,60,666c9723,0.43,0.57,15.0,19.0,9.0,7.0,10.0,14.0,503.0,593.0,13.0,17.0,5.0,0.0,8.0,3.0,24.0,11.0,3.0,1.0,4.0,4.0,18.0,15.0,77.0,69.0
61,61,11ff6012,0.32,0.68,14.0,14.0,1.0,9.0,8.0,21.0,422.0,751.0,12.0,8.0,8.0,9.0,2.0,10.0,25.0,9.0,1.0,2.0,12.0,4.0,11.0,17.0,58.0,77.0
62,62,4d9b3ce4,0.49,0.51,15.0,14.0,9.0,6.0,14.0,11.0,587.0,626.0,27.0,13.0,3.0,8.0,6.0,5.0,19.0,22.0,6.0,4.0,5.0,3.0,27.0,25.0,73.0,51.0
63,63,668679f5,0.45,0.55,13.0,14.0,5.0,3.0,12.0,11.0,541.0,626.0,19.0,18.0,9.0,10.0,7.0,8.0,15.0,18.0,0.0,1.0,7.0,7.0,19.0,24.0,73.0,79.0
64,64,095914c6,0.69,0.31,5.0,9.0,9.0,1.0,22.0,4.0,862.0,439.0,5.0,16.0,3.0,4.0,2.0,2.0,3.0,24.0,2.0,0.0,2.0,13.0,15.0,9.0,74.0,69.0
65,65,8896204e,0.52,0.48,18.0,21.0,6.0,6.0,5.0,11.0,512.0,477.0,15.0,14.0,9.0,6.0,10.0,5.0,19.0,11.0,3.0,4.0,10.0,4.0,16.0,24.0,64.0,69.0
66,66,eb296f2f,0.46,0.54,14.0,19.0,3.0,1.0,11.0,10.0,479.0,528.0,14.0,18.0,9.0,7.0,7.0,1.0,17.0,10.0,4.0,0.0,7.0,4.0,23.0,29.0,68.0,63.0
67,67,60363d4c,0.38,0.62,11.0,22.0,1.0,5.0,5.0,13.0,516.0,724.0,13.0,16.0,9.0,6.0,4.0,7.0,13.0,3.0,1.0,1.0,4.0,2.0,17.0,19.0,60.0,30.0
68,68,deab105c,0.54,0.46,6.0,15.0,5.0,3.0,14.0,14.0,588.0,497.0,6.0,12.0,8.0,8.0,5.0,4.0,12.0,16.0,2.0,2.0,0.0,6.0,21.0,28.0,75.0,44.0
69,69,1d76907c,0.65,0.35,17.0,20.0,3.0,2.0,12.0,7.0,736.0,440.0,11.0,20.0,11.0,8.0,2.0,9.0,4.0,14.0,7.0,4.0,3.0,8.0,25.0,11.0,76.0,66.0
70,70,496c7fb4,0.53,0.47,21.0,13.0,11.0,2.0,18.0,7.0,552.0,497.0,11.0,6.0,6.0,1.0,10.0,9.0,5.0,22.0,2.0,2.0,8.0,6.0,15.0,18.0,53.0,57.0
71,71,ed39bd88,0.46,0.54,13.0,10.0,5.0,5.0,16.0,7.0,579.0,705.0,11.0,11.0,4.0,14.0,4.0,6.0,7.0,18.0,2.0,1.0,6.0,6.0,18.0,15.0,62.0,63.0
72,72,ab9a62e5,0.59,0.41,20.0,16.0,5.0,1.0,14.0,6.0,648.0,497.0,17.0,3.0,14.0,5.0,2.0,7.0,3.0,14.0,0.0,3.0,4.0,6.0,21.0,19.0,57.0,56.0
73,73,bcbf5b3f,0.58,0.42,11.0,23.0,3.0,5.0,9.0,14.0,749.0,559.0,24.0,17.0,14.0,10.0,22.0,15.0,36.0,34.0,2.0,6.0,8.0,10.0,28.0,28.0,59.0,75.0
74,74,8d9c9591,0.48,0.52,13.0,11.0,11.0,2.0,19.0,5.0,530.0,562.0,20.0,13.0,6.0,9.0,23.0,34.0,48.0,57.0,2.0,0.0,7.0,13.0,31.0,30.0,68.0,80.0
75,75,f569cb4c,0.57,0.43,13.0,14.0,4.0,4.0,13.0,9.0,694.0,537.0,10.0,15.0,4.0,5.0,11.0,10.0,24.0,17.0,2.0,0.0,8.0,5.0,25.0,19.0,64.0,44.0
76,76,52768be0,0.4,0.6,17.0,12.0,4.0,4.0,11.0,18.0,487.0,672.0,13.0,23.0,9.0,5.0,19.0,12.0,44.0,52.0,5.0,4.0,7.0,6.0,29.0,19.0,72.0,68.0
77,77,f2074595,0.26,0.74,8.0,10.0,7.0,7.0,11.0,10.0,388.0,901.0,15.0,10.0,8.0,6.0,12.0,19.0,34.0,29.0,1.0,3.0,10.0,2.0,14.0,27.0,49.0,64.0
78,78,9d50e3df,0.47,0.53,22.0,23.0,3.0,6.0,11.0,12.0,535.0,598.0,16.0,9.0,12.0,9.0,15.0,12.0,17.0,25.0,2.0,2.0,7.0,3.0,21.0,13.0,74.0,79.0
79,79,fc928a8c,0.57,0.43,24.0,16.0,6.0,1.0,11.0,13.0,643.0,524.0,8.0,11.0,5.0,3.0,13.0,20.0,30.0,26.0,1.0,2.0,8.0,7.0,15.0,17.0,61.0,71.0
80,80,56a09036,0.53,0.47,13.0,26.0,8.0,4.0,16.0,10.0,622.0,564.0,13.0,22.0,3.0,4.0,16.0,9.0,21.0,23.0,4.0,0.0,9.0,9.0,14.0,19.0,58.0,65.0
81,81,e1a4ddc7,0.53,0.47,16.0,23.0,5.0,5.0,11.0,7.0,560.0,524.0,16.0,21.0,14.0,9.0,24.0,27.0,19.0,32.0,8.0,2.0,7.0,5.0,31.0,24.0,93.0,75.0
82,82,1b5be8e3,0.47,0.53,14.0,13.0,9.0,11.0,4.0,18.0,569.0,612.0,18.0,20.0,5.0,10.0,21.0,16.0,51.0,31.0,1.0,3.0,7.0,3.0,23.0,36.0,86.0,64.0
83,83,453d02a5,0.47,0.53,20.0,14.0,4.0,2.0,13.0,9.0,592.0,629.0,21.0,18.0,5.0,6.0,23.0,16.0,26.0,23.0,2.0,2.0,6.0,5.0,20.0,14.0,64.0,70.0
84,84,457ab971,0.55,0.45,18.0,14.0,5.0,5.0,24.0,11.0,664.0,578.0,21.0,18.0,9.0,16.0,12.0,21.0,19.0,34.0,1.0,2.0,9.0,14.0,13.0,21.0,71.0,41.0
85,85,82b4ab22,0.35,0.65,17.0,9.0,5.0,6.0,9.0,14.0,445.0,661.0,22.0,12.0,5.0,9.0,12.0,20.0,50.0,16.0,9.0,1.0,6.0,8.0,25.0,31.0,56.0,72.0
86,86,af53eee8,0.69,0.31,16.0,16.0,7.0,10.0,14.0,7.0,815.0,443.0,12.0,20.0,16.0,12.0,29.0,29.0,34.0,28.0,0.0,0.0,6.0,13.0,31.0,15.0,52.0,78.0
87,87,c5ad9910,0.71,0.29,8.0,8.0,11.0,1.0,17.0,2.0,888.0,413.0,18.0,12.0,5.0,11.0,8.0,8.0,11.0,12.0,4.0,0.0,4.0,15.0,10.0,22.0,61.0,54.0
88,88,553962af,0.61,0.39,15.0,13.0,7.0,3.0,16.0,13.0,693.0,496.0,16.0,14.0,6.0,13.0,25.0,21.0,11.0,26.0,1.0,2.0,9.0,11.0,25.0,14.0,59.0,60.0
89,89,cc431807,0.71,0.29,13.0,10.0,6.0,0.0,17.0,3.0,827.0,428.0,16.0,15.0,3.0,14.0,14.0,22.0,5.0,38.0,4.0,1.0,4.0,9.0,17.0,15.0,62.0,51.0
90,90,1813d4d3,0.49,0.51,11.0,14.0,7.0,8.0,11.0,14.0,607.0,632.0,23.0,22.0,11.0,7.0,34.0,19.0,36.0,40.0,4.0,3.0,4.0,8.0,31.0,31.0,79.0,73.0
91,91,a37a6004,0.52,0.48,15.0,13.0,6.0,1.0,10.0,9.0,647.0,639.0,25.0,20.0,12.0,6.0,16.0,27.0,20.0,35.0,0.0,0.0,9.0,9.0,29.0,27.0,83.0,65.0
92,92,e0325200,0.61,0.39,16.0,17.0,2.0,3.0,10.0,13.0,742.0,540.0,25.0,22.0,4.0,12.0,25.0,28.0,27.0,47.0,4.0,4.0,6.0,9.0,32.0,18.0,61.0,71.0
93,93,e4babe18,0.63,0.37,7.0,15.0,9.0,9.0,13.0,11.0,756.0,523.0,18.0,15.0,4.0,19.0,12.0,8.0,28.0,36.0,2.0,1.0,13.0,9.0,20.0,17.0,61.0,61.0
94,94,606d48b1,0.73,0.27,16.0,13.0,11.0,3.0,18.0,2.0,777.0,366.0,18.0,13.0,8.0,11.0,12.0,18.0,14.0,28.0,1.0,0.0,3.0,11.0,21.0,20.0,50.0,61.0
95,95,48c2a77b,0.4,0.6,18.0,14.0,6.0,3.0,19.0,9.0,478.0,650.0,15.0,9.0,10.0,5.0,18.0,21.0,34.0,21.0,3.0,0.0,4.0,6.0,21.0,21.0,49.0,70.0
96,96,217575c3,0.49,0.51,13.0,20.0,3.0,3.0,13.0,9.0,624.0,638.0,17.0,16.0,15.0,9.0,10.0,10.0,15.0,26.0,2.0,4.0,6.0,9.0,14.0,14.0,56.0,84.0
97,97,f50068e4,0.38,0.62,17.0,15.0,7.0,6.0,16.0,12.0,482.0,722.0,17.0,18.0,3.0,3.0,19.0,8.0,19.0,33.0,1.0,4.0,9.0,10.0,16.0,12.0,44.0,60.0
98,98,b19c88fe,0.59,0.41,14.0,20.0,4.0,2.0,13.0,8.0,672.0,497.0,12.0,16.0,10.0,5.0,17.0,18.0,15.0,18.0,3.0,0.0,3.0,6.0,22.0,19.0,61.0,70.0
99,99,c6286555,0.39,0.61,19.0,14.0,5.0,4.0,14.0,17.0,483.0,701.0,28.0,15.0,8.0,10.0,15.0,25.0,23.0,34.0,5.0,3.0,5.0,4.0,30.0,34.0,71.0,43.0
100,100,0dfc6664,0.48,0.52,14.0,15.0,0.0,3.0,15.0,15.0,628.0,631.0,12.0,20.0,8.0,8.0,17.0,19.0,40.0,17.0,0.0,1.0,16.0,14.0,19.0,32.0,76.0,91.0
101,101,ce500ce0,0.51,0.49,17.0,17.0,3.0,1.0,16.0,7.0,582.0,599.0,16.0,18.0,9.0,17.0,11.0,16.0,6.0,28.0,5.0,1.0,11.0,10.0,29.0,19.0,74.0,36.0
102,102,3c21482b,0.67,0.33,18.0,23.0,4.0,4.0,14.0,7.0,826.0,475.0,28.0,29.0,7.0,12.0,10.0,8.0,18.0,20.0,3.0,5.0,3.0,10.0,15.0,21.0,49.0,60.0
103,103,1125997d,0.72,0.28,13.0,20.0,6.0,3.0,13.0,7.0,856.0,376.0,10.0,10.0,5.0,12.0,14.0,12.0,26.0,22.0,0.0,1.0,6.0,11.0,13.0,19.0,81.0,55.0
104,104,1590e6e4,0.49,0.51,8.0,11.0,1.0,3.0,11.0,8.0,650.0,680.0,14.0,15.0,9.0,6.0,15.0,6.0,22.0,23.0,2.0,4.0,6.0,5.0,14.0,21.0,79.0,67.0
105,105,07819381,0.58,0.42,17.0,12.0,8.0,3.0,14.0,4.0,775.0,602.0,20.0,18.0,17.0,18.0,11.0,10.0,21.0,30.0,3.0,3.0,2.0,8.0,18.0,26.0,62.0,46.0
106,106,d08addf5,0.5,0.5,18.0,19.0,7.0,6.0,9.0,6.0,593.0,598.0,18.0,17.0,13.0,12.0,16.0,16.0,12.0,22.0,2.0,1.0,7.0,4.0,19.0,21.0,54.0,49.0
107,107,d6eae850,0.52,0.48,16.0,19.0,3.0,2.0,12.0,4.0,633.0,608.0,15.0,18.0,12.0,4.0,12.0,22.0,23.0,38.0,0.0,1.0,5.0,9.0,27.0,19.0,59.0,51.0
108,108,3681c035,0.48,0.52,17.0,17.0,4.0,5.0,9.0,14.0,584.0,610.0,17.0,22.0,11.0,12.0,16.0,18.0,19.0,14.0,2.0,2.0,8.0,10.0,24.0,26.0,58.0,78.0
109,109,f8a05ecc,0.45,0.55,18.0,20.0,2.0,5.0,3.0,10.0,581.0,638.0,17.0,15.0,12.0,1.0,21.0,23.0,45.0,30.0,1.0,2.0,11.0,11.0,15.0,27.0,69.0,79.0
110,110,201cd31a,0.57,0.43,13.0,14.0,6.0,1.0,28.0,5.0,592.0,474.0,12.0,7.0,7.0,3.0,6.0,12.0,18.0,42.0,3.0,3.0,2.0,16.0,24.0,14.0,55.0,67.0
111,111,025873f1,0.51,0.49,21.0,16.0,9.0,2.0,5.0,14.0,579.0,615.0,17.0,15.0,9.0,10.0,9.0,5.0,9.0,27.0,0.0,2.0,8.0,9.0,27.0,16.0,57.0,72.0
112,112,41e9fba5,0.53,0.47,9.0,10.0,8.0,8.0,7.0,12.0,725.0,633.0,25.0,20.0,9.0,9.0,14.0,11.0,48.0,27.0,5.0,2.0,5.0,8.0,19.0,27.0,46.0,71.0
113,113,bb7d0d6e,0.47,0.53,17.0,20.0,3.0,5.0,8.0,14.0,537.0,593.0,22.0,18.0,11.0,5.0,7.0,20.0,21.0,14.0,1.0,2.0,8.0,2.0,24.0,24.0,68.0,43.0
114,114,bb91fda7,0.3,0.7,14.0,12.0,2.0,5.0,2.0,30.0,468.0,899.0,20.0,18.0,3.0,3.0,15.0,23.0,50.0,15.0,1.0,0.0,11.0,6.0,21.0,30.0,57.0,64.0
115,115,3214d59a,0.42,0.58,18.0,23.0,7.0,7.0,9.0,7.0,452.0,586.0,11.0,13.0,4.0,3.0,23.0,20.0,26.0,36.0,3.0,0.0,9.0,14.0,26.0,22.0,55.0,73.0
116,116,fdd92607,0.55,0.45,19.0,10.0,3.0,4.0,9.0,14.0,705.0,604.0,9.0,14.0,6.0,14.0,14.0,17.0,28.0,31.0,3.0,1.0,3.0,10.0,25.0,20.0,71.0,75.0
117,117,a9d5d2bf,0.59,0.41,13.0,21.0,7.0,5.0,13.0,9.0,622.0,484.0,15.0,17.0,8.0,12.0,40.0,32.0,30.0,53.0,1.0,1.0,5.0,13.0,23.0,19.0,85.0,84.0
118,118,8c42066b,0.28,0.72,8.0,22.0,7.0,4.0,9.0,10.0,429.0,899.0,22.0,12.0,14.0,10.0,13.0,16.0,30.0,25.0,6.0,2.0,5.0,3.0,15.0,21.0,52.0,55.0
119,119,ee9e4bab,0.43,0.57,16.0,19.0,5.0,8.0,11.0,11.0,574.0,749.0,29.0,17.0,8.0,23.0,26.0,26.0,27.0,17.0,1.0,3.0,8.0,6.0,18.0,19.0,62.0,79.0
