,match_stats_key,match_id,possession_x,possession_y,fouls_x,fouls_y,corners_x,corners_y,crosses_x,crosses_y,touches_x,touches_y,tackles_x,tackles_y,interceptions_x,interceptions_y,aerials_won_x,aerials_won_y,clearances_x,clearances_y,offsides_x,offsides_y,goal_kicks_x,goal_kicks_y,throw_ins_x,throw_ins_y,long_balls_x,long_balls_y
2719,2719,30a4208c,0.27,0.73,15.0,9.0,1.0,13.0,3.0,13.0,394.0,851.0,21.0,12.0,12.0,3.0,6.0,6.0,19.0,8.0,1.0,0.0,2.0,1.0,6.0,14.0,60.0,54.0
2720,2720,6f80fe81,0.46,0.54,16.0,21.0,2.0,3.0,14.0,15.0,490.0,549.0,12.0,10.0,5.0,3.0,14.0,7.0,9.0,12.0,3.0,1.0,3.0,7.0,17.0,16.0,75.0,47.0
2721,2721,e97cbf46,0.57,0.43,10.0,13.0,6.0,5.0,21.0,6.0,539.0,447.0,10.0,18.0,1.0,8.0,15.0,8.0,5.0,17.0,0.0,6.0,1.0,11.0,24.0,10.0,61.0,72.0
2722,2722,3c41e2e0,0.61,0.39,13.0,11.0,4.0,2.0,12.0,8.0,720.0,501.0,14.0,22.0,6.0,19.0,2.0,5.0,12.0,16.0,2.0,0.0,2.0,3.0,14.0,14.0,30.0,61.0
2723,2723,c7888c42,0.58,0.42,14.0,16.0,9.0,1.0,14.0,6.0,633.0,517.0,17.0,17.0,7.0,17.0,14.0,13.0,6.0,34.0,0.0,4.0,0.0,6.0,8.0,16.0,68.0,85.0
2724,2724,cdf1ec4d,0.56,0.44,17.0,11.0,4.0,3.0,15.0,10.0,616.0,502.0,17.0,22.0,2.0,9.0,12.0,21.0,17.0,13.0,1.0,6.0,3.0,7.0,28.0,24.0,83.0,80.0
2725,2725,72987477,0.45,0.55,20.0,13.0,6.0,5.0,15.0,8.0,519.0,644.0,14.0,23.0,12.0,22.0,15.0,8.0,3.0,22.0,3.0,2.0,5.0,1.0,23.0,17.0,81.0,64.0
2726,2726,d17b7fbb,0.66,0.34,12.0,17.0,13.0,4.0,24.0,10.0,694.0,424.0,12.0,14.0,9.0,19.0,4.0,9.0,7.0,27.0,3.0,1.0,1.0,11.0,13.0,9.0,59.0,60.0
2727,2727,0ef82d19,0.6,0.4,14.0,22.0,2.0,4.0,17.0,10.0,583.0,433.0,15.0,19.0,3.0,7.0,15.0,8.0,7.0,21.0,0.0,2.0,4.0,5.0,17.0,19.0,71.0,76.0
2728,2728,c638c636,0.71,0.29,11.0,17.0,13.0,3.0,29.0,2.0,730.0,392.0,13.0,14.0,6.0,26.0,11.0,10.0,3.0,27.0,3.0,2.0,2.0,13.0,18.0,8.0,49.0,74.0
2729,2729,fad580f6,0.49,0.51,18.0,15.0,4.0,3.0,13.0,10.0,603.0,636.0,22.0,19.0,13.0,7.0,10.0,9.0,18.0,24.0,0.0,0.0,7.0,7.0,11.0,16.0,58.0,53.0
2730,2730,9a1a3f68,0.59,0.41,14.0,20.0,5.0,5.0,12.0,10.0,660.0,487.0,12.0,7.0,5.0,10.0,12.0,10.0,9.0,6.0,3.0,1.0,6.0,2.0,17.0,20.0,68.0,73.0
2731,2731,0a7a9c6c,0.75,0.25,11.0,21.0,8.0,7.0,9.0,8.0,888.0,350.0,11.0,20.0,5.0,7.0,13.0,5.0,20.0,13.0,3.0,1.0,5.0,8.0,24.0,17.0,74.0,49.0
2732,2732,5fd36215,0.42,0.58,21.0,16.0,4.0,7.0,15.0,12.0,460.0,614.0,18.0,16.0,8.0,5.0,12.0,10.0,15.0,31.0,1.0,1.0,7.0,3.0,10.0,16.0,55.0,60.0
2733,2733,6c40fefc,0.49,0.51,23.0,21.0,6.0,4.0,9.0,13.0,513.0,523.0,17.0,14.0,9.0,4.0,14.0,8.0,14.0,13.0,0.0,2.0,5.0,3.0,17.0,13.0,81.0,71.0
2734,2734,2ed65fcd,0.67,0.33,19.0,24.0,8.0,4.0,17.0,4.0,678.0,374.0,13.0,14.0,9.0,15.0,10.0,14.0,6.0,18.0,4.0,1.0,1.0,7.0,15.0,11.0,65.0,63.0
2735,2735,7800f4e8,0.48,0.52,9.0,10.0,3.0,3.0,15.0,20.0,587.0,605.0,8.0,11.0,8.0,12.0,9.0,4.0,16.0,19.0,2.0,1.0,2.0,7.0,18.0,6.0,58.0,68.0
2736,2736,bb7db7a1,0.5,0.5,23.0,11.0,3.0,2.0,17.0,8.0,544.0,555.0,14.0,15.0,12.0,8.0,11.0,12.0,4.0,17.0,3.0,2.0,5.0,6.0,22.0,17.0,61.0,76.0
2737,2737,bfadeec1,0.57,0.43,15.0,27.0,7.0,1.0,12.0,12.0,565.0,452.0,12.0,15.0,15.0,6.0,16.0,16.0,12.0,20.0,4.0,4.0,4.0,7.0,31.0,36.0,105.0,88.0
2738,2738,6887a569,0.47,0.53,22.0,12.0,1.0,3.0,14.0,14.0,516.0,593.0,10.0,24.0,20.0,12.0,10.0,16.0,12.0,18.0,2.0,6.0,9.0,6.0,22.0,12.0,70.0,72.0
2739,2739,7c903548,0.32,0.68,23.0,15.0,3.0,2.0,12.0,8.0,404.0,808.0,26.0,12.0,7.0,3.0,9.0,4.0,7.0,11.0,4.0,5.0,4.0,6.0,12.0,13.0,66.0,58.0
2740,2740,fbf7ef2f,0.6,0.4,14.0,20.0,5.0,4.0,22.0,7.0,608.0,450.0,13.0,14.0,8.0,11.0,9.0,11.0,9.0,21.0,1.0,3.0,6.0,7.0,16.0,14.0,68.0,46.0
2741,2741,3ba30679,0.64,0.36,10.0,17.0,6.0,4.0,14.0,5.0,761.0,484.0,18.0,26.0,4.0,8.0,2.0,11.0,6.0,13.0,4.0,0.0,1.0,6.0,21.0,19.0,60.0,72.0
2742,2742,11a8443f,0.48,0.52,12.0,25.0,2.0,3.0,14.0,11.0,532.0,561.0,20.0,18.0,2.0,2.0,12.0,6.0,12.0,14.0,2.0,3.0,5.0,8.0,17.0,11.0,72.0,58.0
2743,2743,e95f6607,0.45,0.55,17.0,23.0,7.0,2.0,22.0,6.0,529.0,635.0,13.0,17.0,5.0,6.0,12.0,7.0,8.0,20.0,0.0,3.0,5.0,8.0,15.0,20.0,66.0,52.0
2744,2744,8ba271d6,0.56,0.44,14.0,21.0,6.0,6.0,8.0,10.0,603.0,506.0,15.0,9.0,6.0,17.0,4.0,9.0,10.0,11.0,1.0,1.0,6.0,6.0,15.0,9.0,71.0,67.0
2745,2745,bb6c8d3f,0.49,0.51,14.0,15.0,4.0,5.0,19.0,18.0,597.0,592.0,5.0,16.0,18.0,9.0,4.0,4.0,13.0,11.0,0.0,3.0,3.0,4.0,11.0,21.0,42.0,57.0
2746,2746,cea3b36a,0.37,0.63,12.0,16.0,3.0,4.0,7.0,14.0,479.0,732.0,29.0,14.0,7.0,7.0,7.0,5.0,17.0,12.0,2.0,2.0,7.0,2.0,14.0,17.0,67.0,71.0
2747,2747,abe15eb1,0.49,0.51,8.0,14.0,4.0,9.0,10.0,23.0,627.0,637.0,28.0,9.0,9.0,12.0,8.0,14.0,21.0,16.0,2.0,0.0,7.0,1.0,13.0,27.0,54.0,53.0
2748,2748,136d34cd,0.6,0.4,5.0,12.0,7.0,7.0,9.0,5.0,720.0,506.0,16.0,21.0,15.0,14.0,3.0,5.0,10.0,7.0,1.0,2.0,5.0,1.0,11.0,14.0,70.0,62.0
2749,2749,ce9e5bc0,0.56,0.44,13.0,14.0,5.0,0.0,22.0,4.0,663.0,558.0,16.0,15.0,10.0,9.0,11.0,11.0,5.0,28.0,2.0,2.0,5.0,7.0,14.0,11.0,90.0,75.0
2750,2750,6fbb27cb,0.58,0.42,23.0,23.0,6.0,3.0,10.0,4.0,564.0,440.0,20.0,12.0,6.0,2.0,18.0,13.0,6.0,11.0,6.0,1.0,8.0,6.0,22.0,15.0,80.0,88.0
2751,2751,fac5afd8,0.57,0.43,19.0,20.0,5.0,2.0,16.0,2.0,638.0,522.0,17.0,14.0,5.0,5.0,17.0,11.0,5.0,23.0,2.0,5.0,1.0,5.0,23.0,16.0,97.0,76.0
2752,2752,c0e103d7,0.6,0.4,15.0,17.0,10.0,3.0,38.0,4.0,687.0,522.0,14.0,10.0,12.0,15.0,11.0,8.0,1.0,37.0,0.0,4.0,0.0,10.0,14.0,5.0,58.0,72.0
2753,2753,594a290a,0.58,0.42,23.0,11.0,11.0,0.0,16.0,9.0,708.0,560.0,13.0,12.0,14.0,7.0,12.0,6.0,6.0,28.0,5.0,1.0,5.0,3.0,20.0,18.0,49.0,53.0
2754,2754,79f1061e,0.54,0.46,19.0,13.0,4.0,5.0,14.0,13.0,624.0,532.0,7.0,16.0,7.0,4.0,16.0,17.0,18.0,12.0,0.0,0.0,7.0,3.0,13.0,22.0,65.0,85.0
2755,2755,18806eae,0.64,0.36,9.0,22.0,4.0,2.0,15.0,12.0,727.0,441.0,15.0,20.0,15.0,6.0,10.0,12.0,12.0,15.0,5.0,5.0,6.0,8.0,15.0,20.0,82.0,77.0
2756,2756,fe03a95a,0.32,0.68,13.0,10.0,3.0,6.0,7.0,19.0,387.0,675.0,4.0,15.0,14.0,8.0,4.0,11.0,29.0,7.0,1.0,5.0,8.0,1.0,16.0,10.0,63.0,53.0
2757,2757,5c8479f9,0.4,0.6,12.0,17.0,6.0,5.0,8.0,10.0,503.0,698.0,12.0,16.0,9.0,10.0,3.0,4.0,21.0,12.0,2.0,1.0,7.0,2.0,22.0,9.0,64.0,54.0
2758,2758,5cef43be,0.33,0.67,21.0,21.0,5.0,11.0,3.0,22.0,393.0,694.0,18.0,7.0,11.0,6.0,2.0,2.0,19.0,12.0,2.0,1.0,8.0,1.0,9.0,19.0,53.0,60.0
2759,2759,7f68c554,0.46,0.54,14.0,8.0,6.0,1.0,15.0,11.0,541.0,619.0,15.0,22.0,8.0,4.0,14.0,7.0,13.0,25.0,1.0,5.0,2.0,5.0,19.0,17.0,64.0,67.0
2760,2760,b2b4cd50,0.4,0.6,23.0,9.0,9.0,3.0,10.0,5.0,447.0,659.0,10.0,9.0,6.0,14.0,3.0,3.0,4.0,10.0,4.0,14.0,2.0,3.0,12.0,14.0,65.0,64.0
2761,2761,5a7b4dde,0.39,0.61,15.0,8.0,4.0,6.0,14.0,17.0,430.0,632.0,11.0,9.0,10.0,8.0,3.0,3.0,20.0,11.0,1.0,1.0,12.0,5.0,12.0,11.0,52.0,56.0
2762,2762,55fcc486,0.41,0.59,15.0,18.0,7.0,4.0,12.0,11.0,436.0,582.0,18.0,15.0,16.0,4.0,14.0,9.0,15.0,15.0,4.0,1.0,4.0,10.0,20.0,14.0,66.0,65.0
2763,2763,2c4b90d2,0.7,0.3,10.0,20.0,3.0,2.0,12.0,10.0,821.0,426.0,15.0,26.0,7.0,17.0,5.0,9.0,8.0,15.0,1.0,3.0,1.0,5.0,21.0,13.0,57.0,74.0
2764,2764,69bd5311,0.49,0.51,14.0,6.0,4.0,4.0,21.0,7.0,558.0,598.0,11.0,6.0,6.0,10.0,4.0,3.0,5.0,15.0,3.0,3.0,2.0,3.0,26.0,26.0,110.0,97.0
2765,2765,853a7c54,0.58,0.42,10.0,13.0,7.0,6.0,20.0,10.0,633.0,477.0,8.0,14.0,6.0,7.0,5.0,1.0,16.0,17.0,1.0,0.0,2.0,7.0,18.0,12.0,36.0,47.0
2766,2766,db27465c,0.67,0.33,10.0,5.0,6.0,3.0,11.0,11.0,750.0,399.0,12.0,13.0,4.0,4.0,2.0,4.0,13.0,9.0,3.0,2.0,5.0,8.0,8.0,15.0,69.0,59.0
2767,2767,c86d3838,0.64,0.36,9.0,20.0,4.0,5.0,12.0,6.0,673.0,416.0,11.0,17.0,14.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,6.0,12.0,14.0,63.0,54.0
2768,2768,fdc9a821,0.61,0.39,15.0,23.0,5.0,5.0,21.0,7.0,604.0,407.0,12.0,18.0,14.0,3.0,10.0,12.0,15.0,19.0,3.0,1.0,4.0,4.0,22.0,24.0,73.0,66.0
2769,2769,78e3228a,0.63,0.37,10.0,16.0,4.0,6.0,11.0,8.0,693.0,455.0,18.0,16.0,16.0,11.0,13.0,8.0,13.0,16.0,13.0,2.0,4.0,10.0,15.0,16.0,71.0,72.0
2770,2770,0353dc1c,0.63,0.37,11.0,19.0,8.0,3.0,15.0,10.0,614.0,426.0,12.0,20.0,5.0,8.0,4.0,12.0,8.0,24.0,2.0,1.0,5.0,12.0,25.0,20.0,85.0,66.0
2771,2771,3ca4e5c5,0.41,0.59,12.0,10.0,2.0,6.0,16.0,13.0,523.0,702.0,20.0,15.0,10.0,8.0,8.0,5.0,19.0,16.0,0.0,1.0,6.0,2.0,18.0,15.0,73.0,74.0
2772,2772,d7582192,0.56,0.44,8.0,19.0,12.0,5.0,17.0,5.0,567.0,468.0,7.0,10.0,8.0,8.0,2.0,3.0,6.0,31.0,2.0,1.0,1.0,6.0,19.0,13.0,51.0,56.0
2773,2773,385ba984,0.49,0.51,12.0,12.0,8.0,2.0,13.0,11.0,613.0,661.0,11.0,14.0,7.0,12.0,3.0,1.0,5.0,11.0,3.0,0.0,1.0,3.0,10.0,11.0,49.0,62.0
2774,2774,337897e5,0.41,0.59,19.0,18.0,2.0,8.0,9.0,13.0,451.0,603.0,8.0,16.0,6.0,5.0,8.0,8.0,16.0,13.0,2.0,3.0,11.0,0.0,17.0,12.0,62.0,79.0
2775,2775,553eaed4,0.59,0.41,15.0,12.0,4.0,3.0,16.0,12.0,680.0,512.0,10.0,11.0,10.0,5.0,7.0,8.0,14.0,12.0,4.0,1.0,7.0,8.0,26.0,20.0,83.0,75.0
2776,2776,b40add9c,0.63,0.37,8.0,11.0,9.0,3.0,20.0,10.0,783.0,481.0,14.0,18.0,9.0,5.0,3.0,6.0,11.0,13.0,4.0,2.0,1.0,3.0,16.0,9.0,76.0,63.0
2777,2777,64375e66,0.57,0.43,9.0,17.0,8.0,4.0,21.0,11.0,587.0,479.0,11.0,13.0,3.0,6.0,7.0,4.0,11.0,14.0,4.0,0.0,9.0,9.0,14.0,16.0,66.0,79.0
2778,2778,a61a6e07,0.44,0.56,19.0,10.0,3.0,6.0,20.0,12.0,470.0,570.0,14.0,15.0,8.0,3.0,8.0,5.0,15.0,20.0,1.0,0.0,8.0,7.0,16.0,12.0,63.0,74.0
2779,2779,a7bd3118,0.32,0.68,30.0,12.0,4.0,7.0,8.0,10.0,391.0,693.0,12.0,15.0,13.0,10.0,6.0,10.0,20.0,11.0,2.0,4.0,8.0,5.0,16.0,21.0,47.0,63.0
2780,2780,e0b6cb66,0.27,0.73,13.0,8.0,4.0,6.0,14.0,17.0,357.0,793.0,20.0,13.0,5.0,7.0,5.0,5.0,22.0,10.0,0.0,0.0,4.0,4.0,19.0,17.0,52.0,66.0
2781,2781,cda3fc16,0.32,0.68,14.0,17.0,2.0,1.0,2.0,17.0,463.0,855.0,16.0,14.0,13.0,17.0,1.0,8.0,22.0,6.0,1.0,2.0,5.0,0.0,13.0,15.0,55.0,44.0
2782,2782,20f957e2,0.55,0.45,14.0,15.0,10.0,1.0,20.0,17.0,589.0,498.0,13.0,12.0,12.0,13.0,13.0,5.0,12.0,18.0,5.0,0.0,4.0,8.0,29.0,22.0,92.0,70.0
2783,2783,f126cf24,0.52,0.48,13.0,20.0,8.0,1.0,27.0,6.0,554.0,541.0,13.0,22.0,8.0,6.0,13.0,7.0,7.0,38.0,3.0,2.0,2.0,9.0,18.0,12.0,80.0,66.0
2784,2784,d3eec700,0.54,0.46,21.0,22.0,4.0,2.0,11.0,12.0,551.0,498.0,14.0,31.0,6.0,7.0,8.0,17.0,8.0,15.0,1.0,1.0,3.0,4.0,21.0,20.0,67.0,71.0
2785,2785,db5ea020,0.58,0.42,13.0,13.0,5.0,5.0,15.0,9.0,655.0,502.0,7.0,20.0,14.0,6.0,5.0,8.0,9.0,21.0,5.0,2.0,5.0,7.0,13.0,12.0,50.0,49.0
2786,2786,6a45a610,0.6,0.4,17.0,11.0,14.0,2.0,19.0,3.0,617.0,473.0,8.0,10.0,9.0,16.0,5.0,2.0,1.0,19.0,2.0,0.0,4.0,6.0,15.0,8.0,62.0,53.0
2787,2787,6dc94e9d,0.5,0.5,18.0,19.0,3.0,2.0,8.0,13.0,539.0,523.0,16.0,23.0,9.0,12.0,8.0,10.0,10.0,8.0,1.0,4.0,7.0,7.0,21.0,27.0,92.0,90.0
2788,2788,e312d342,0.68,0.32,19.0,9.0,5.0,5.0,14.0,8.0,689.0,375.0,13.0,17.0,1.0,5.0,3.0,7.0,13.0,14.0,1.0,7.0,1.0,4.0,11.0,16.0,54.0,52.0
2789,2789,1719672a,0.52,0.48,14.0,23.0,7.0,10.0,10.0,10.0,544.0,493.0,11.0,18.0,10.0,4.0,6.0,8.0,10.0,11.0,1.0,4.0,8.0,6.0,6.0,11.0,51.0,41.0
2790,2790,830e300c,0.64,0.36,9.0,14.0,4.0,3.0,7.0,14.0,815.0,497.0,15.0,12.0,11.0,8.0,2.0,3.0,3.0,12.0,2.0,3.0,0.0,5.0,10.0,10.0,73.0,42.0
2791,2791,e1eb8cd3,0.52,0.48,18.0,14.0,6.0,6.0,17.0,10.0,635.0,592.0,17.0,9.0,7.0,6.0,6.0,4.0,11.0,19.0,5.0,1.0,1.0,5.0,11.0,12.0,49.0,43.0
2792,2792,ffa5bcb4,0.66,0.34,15.0,19.0,4.0,4.0,12.0,8.0,771.0,432.0,9.0,9.0,3.0,7.0,6.0,9.0,10.0,5.0,1.0,1.0,2.0,5.0,15.0,16.0,61.0,53.0
2793,2793,e7cf2764,0.4,0.6,16.0,17.0,4.0,3.0,7.0,15.0,444.0,600.0,10.0,20.0,7.0,8.0,9.0,15.0,19.0,11.0,4.0,2.0,6.0,7.0,22.0,16.0,70.0,99.0
2794,2794,a37fb252,0.58,0.42,9.0,10.0,3.0,2.0,15.0,19.0,722.0,562.0,13.0,13.0,7.0,13.0,8.0,7.0,16.0,14.0,4.0,4.0,1.0,7.0,15.0,17.0,52.0,78.0
2795,2795,636fe862,0.62,0.38,10.0,17.0,9.0,1.0,14.0,7.0,698.0,481.0,12.0,15.0,16.0,10.0,11.0,3.0,4.0,15.0,2.0,0.0,5.0,6.0,17.0,16.0,66.0,75.0
2796,2796,cd38591a,0.6,0.4,12.0,17.0,8.0,7.0,23.0,11.0,630.0,467.0,14.0,10.0,8.0,10.0,10.0,15.0,10.0,28.0,5.0,2.0,6.0,7.0,18.0,16.0,66.0,72.0
2797,2797,b77bd988,0.46,0.54,20.0,21.0,6.0,4.0,9.0,16.0,510.0,571.0,16.0,16.0,13.0,13.0,12.0,8.0,17.0,12.0,1.0,1.0,9.0,4.0,18.0,19.0,75.0,71.0
2798,2798,6ed939bc,0.46,0.54,16.0,24.0,11.0,4.0,13.0,8.0,571.0,635.0,11.0,19.0,10.0,5.0,6.0,10.0,13.0,7.0,2.0,1.0,4.0,8.0,13.0,9.0,63.0,62.0
2799,2799,fb01e402,0.4,0.6,17.0,14.0,6.0,4.0,23.0,9.0,498.0,678.0,17.0,15.0,20.0,9.0,11.0,13.0,11.0,12.0,5.0,4.0,2.0,5.0,18.0,18.0,61.0,66.0
2800,2800,6f107e84,0.61,0.39,17.0,20.0,3.0,5.0,10.0,11.0,678.0,462.0,11.0,16.0,7.0,10.0,6.0,3.0,18.0,6.0,4.0,0.0,5.0,3.0,14.0,22.0,63.0,74.0
2801,2801,bf3c230c,0.44,0.56,20.0,18.0,6.0,7.0,18.0,7.0,447.0,560.0,15.0,15.0,4.0,5.0,4.0,9.0,11.0,18.0,6.0,2.0,6.0,7.0,14.0,9.0,90.0,77.0
2802,2802,491f1e5f,0.38,0.62,24.0,12.0,2.0,7.0,10.0,17.0,489.0,678.0,16.0,13.0,23.0,8.0,4.0,5.0,16.0,9.0,0.0,4.0,5.0,7.0,13.0,13.0,66.0,45.0
2803,2803,cb334706,0.68,0.32,10.0,16.0,6.0,2.0,23.0,4.0,735.0,418.0,15.0,13.0,10.0,3.0,7.0,7.0,15.0,27.0,1.0,4.0,1.0,5.0,30.0,34.0,116.0,62.0
2804,2804,eace3317,0.36,0.64,21.0,16.0,4.0,1.0,9.0,10.0,436.0,699.0,13.0,12.0,10.0,6.0,7.0,13.0,13.0,17.0,0.0,4.0,4.0,3.0,16.0,16.0,48.0,50.0
2805,2805,64ac81bf,0.62,0.38,11.0,15.0,8.0,4.0,11.0,13.0,719.0,480.0,12.0,14.0,4.0,12.0,7.0,9.0,10.0,16.0,2.0,0.0,2.0,9.0,16.0,14.0,43.0,66.0
2806,2806,755fb79b,0.4,0.6,14.0,18.0,5.0,3.0,9.0,10.0,507.0,710.0,13.0,14.0,9.0,1.0,6.0,1.0,12.0,16.0,4.0,0.0,1.0,4.0,21.0,17.0,70.0,63.0
2807,2807,55dffb70,0.73,0.27,11.0,19.0,4.0,5.0,26.0,7.0,800.0,348.0,12.0,10.0,10.0,8.0,8.0,4.0,5.0,17.0,0.0,2.0,4.0,7.0,9.0,12.0,69.0,70.0
2808,2808,7e736cdf,0.58,0.42,12.0,17.0,3.0,7.0,9.0,15.0,692.0,512.0,20.0,15.0,9.0,11.0,5.0,6.0,21.0,6.0,1.0,2.0,3.0,4.0,10.0,14.0,61.0,62.0
2809,2809,1fe77224,0.5,0.5,18.0,12.0,4.0,4.0,11.0,5.0,560.0,552.0,14.0,13.0,4.0,10.0,10.0,17.0,22.0,10.0,1.0,5.0,5.0,5.0,21.0,13.0,76.0,82.0
2810,2810,3c4e2598,0.37,0.63,27.0,12.0,3.0,8.0,9.0,13.0,396.0,597.0,13.0,10.0,7.0,4.0,10.0,5.0,23.0,6.0,4.0,1.0,5.0,4.0,15.0,18.0,66.0,75.0
2811,2811,c69d4478,0.52,0.48,11.0,15.0,2.0,2.0,8.0,7.0,696.0,653.0,14.0,27.0,10.0,14.0,4.0,5.0,7.0,13.0,2.0,6.0,0.0,4.0,8.0,11.0,60.0,40.0
2812,2812,85b00bd9,0.5,0.5,11.0,17.0,7.0,2.0,13.0,11.0,547.0,582.0,11.0,18.0,16.0,17.0,8.0,10.0,7.0,20.0,1.0,2.0,9.0,7.0,18.0,16.0,74.0,70.0
2813,2813,4441a0c5,0.49,0.51,14.0,18.0,3.0,6.0,9.0,25.0,583.0,585.0,12.0,16.0,6.0,15.0,16.0,18.0,25.0,6.0,4.0,0.0,7.0,6.0,17.0,17.0,66.0,78.0
2814,2814,9b6482d0,0.51,0.49,11.0,16.0,3.0,6.0,12.0,13.0,573.0,547.0,14.0,16.0,7.0,8.0,8.0,5.0,8.0,10.0,6.0,4.0,5.0,4.0,15.0,22.0,73.0,73.0
2815,2815,af13e42a,0.56,0.44,18.0,14.0,4.0,3.0,14.0,13.0,639.0,539.0,16.0,14.0,10.0,19.0,12.0,5.0,16.0,16.0,8.0,3.0,2.0,12.0,28.0,14.0,68.0,81.0
2816,2816,c2d0af17,0.6,0.4,10.0,9.0,7.0,2.0,24.0,4.0,800.0,594.0,22.0,19.0,14.0,7.0,2.0,1.0,5.0,27.0,6.0,3.0,1.0,4.0,16.0,11.0,51.0,48.0
2817,2817,829270bb,0.55,0.45,31.0,13.0,3.0,6.0,17.0,12.0,558.0,479.0,8.0,16.0,9.0,6.0,13.0,7.0,10.0,16.0,3.0,6.0,2.0,5.0,13.0,10.0,74.0,73.0
2818,2818,ef7d3c02,0.44,0.56,21.0,16.0,4.0,6.0,13.0,12.0,481.0,568.0,11.0,19.0,11.0,17.0,14.0,9.0,15.0,13.0,1.0,1.0,5.0,3.0,19.0,21.0,69.0,68.0
2819,2819,ce38f328,0.33,0.67,25.0,15.0,6.0,3.0,12.0,8.0,423.0,761.0,15.0,20.0,17.0,7.0,6.0,9.0,9.0,16.0,0.0,4.0,2.0,2.0,12.0,12.0,68.0,68.0
2820,2820,1d3c0d05,0.51,0.49,23.0,19.0,1.0,2.0,11.0,12.0,682.0,666.0,11.0,19.0,8.0,19.0,11.0,14.0,13.0,12.0,2.0,0.0,2.0,4.0,19.0,10.0,51.0,75.0
2821,2821,f2bd4b0b,0.35,0.65,22.0,6.0,7.0,9.0,12.0,19.0,501.0,821.0,16.0,19.0,6.0,9.0,9.0,7.0,31.0,15.0,0.0,0.0,6.0,2.0,9.0,15.0,49.0,60.0
2822,2822,64b294ca,0.47,0.53,18.0,18.0,5.0,3.0,10.0,11.0,506.0,557.0,10.0,19.0,6.0,15.0,7.0,10.0,10.0,7.0,3.0,4.0,4.0,6.0,15.0,14.0,67.0,94.0
2823,2823,a767a0db,0.46,0.54,14.0,17.0,3.0,4.0,15.0,18.0,573.0,648.0,15.0,16.0,15.0,11.0,8.0,11.0,9.0,21.0,3.0,1.0,3.0,9.0,18.0,19.0,68.0,73.0
2824,2824,b42fc710,0.61,0.39,11.0,25.0,3.0,5.0,12.0,5.0,670.0,481.0,17.0,14.0,8.0,22.0,11.0,8.0,7.0,9.0,4.0,0.0,2.0,7.0,13.0,15.0,60.0,63.0
2825,2825,c8dc115b,0.47,0.53,10.0,15.0,9.0,6.0,26.0,10.0,512.0,579.0,11.0,19.0,4.0,2.0,9.0,14.0,16.0,31.0,2.0,3.0,0.0,2.0,18.0,16.0,57.0,50.0
2826,2826,8c782143,0.45,0.55,10.0,9.0,5.0,2.0,20.0,5.0,537.0,649.0,14.0,11.0,10.0,2.0,11.0,9.0,8.0,18.0,3.0,2.0,2.0,2.0,13.0,14.0,70.0,75.0
2827,2827,34f88148,0.58,0.42,13.0,18.0,3.0,4.0,7.0,16.0,661.0,507.0,8.0,17.0,5.0,8.0,10.0,5.0,16.0,8.0,2.0,4.0,6.0,6.0,20.0,18.0,66.0,71.0
2828,2828,ba84e7fa,0.42,0.58,18.0,20.0,2.0,5.0,17.0,13.0,418.0,537.0,20.0,6.0,4.0,11.0,17.0,15.0,20.0,13.0,4.0,2.0,4.0,9.0,16.0,21.0,87.0,102.0
2829,2829,3ff17d40,0.59,0.41,13.0,15.0,6.0,0.0,21.0,12.0,668.0,510.0,21.0,14.0,7.0,9.0,12.0,7.0,11.0,14.0,10.0,3.0,6.0,6.0,18.0,14.0,72.0,54.0
2830,2830,62298eba,0.52,0.48,8.0,19.0,3.0,3.0,10.0,25.0,568.0,530.0,10.0,7.0,7.0,17.0,3.0,7.0,31.0,11.0,6.0,3.0,3.0,3.0,18.0,14.0,61.0,79.0
2831,2831,129b6e9d,0.45,0.55,13.0,16.0,2.0,3.0,10.0,4.0,606.0,701.0,10.0,21.0,16.0,13.0,3.0,6.0,7.0,14.0,0.0,5.0,3.0,6.0,20.0,12.0,51.0,56.0
2832,2832,767d09f8,0.5,0.5,12.0,13.0,4.0,2.0,17.0,8.0,590.0,592.0,18.0,16.0,4.0,10.0,12.0,17.0,20.0,10.0,0.0,1.0,5.0,9.0,18.0,28.0,84.0,79.0
2833,2833,94ff7e82,0.53,0.47,21.0,15.0,11.0,1.0,30.0,6.0,617.0,571.0,17.0,19.0,18.0,6.0,8.0,5.0,4.0,23.0,4.0,1.0,0.0,2.0,17.0,10.0,32.0,64.0
2834,2834,9c0f2915,0.45,0.55,12.0,19.0,6.0,6.0,10.0,9.0,563.0,655.0,17.0,16.0,10.0,10.0,10.0,7.0,8.0,14.0,2.0,4.0,4.0,3.0,12.0,10.0,61.0,64.0
2835,2835,d70a0109,0.3,0.7,13.0,13.0,3.0,8.0,5.0,10.0,471.0,877.0,20.0,12.0,11.0,6.0,3.0,9.0,16.0,8.0,3.0,7.0,3.0,1.0,9.0,17.0,60.0,42.0
2836,2836,b24b2203,0.52,0.48,15.0,21.0,6.0,4.0,12.0,11.0,562.0,547.0,12.0,9.0,8.0,20.0,4.0,11.0,24.0,21.0,5.0,0.0,2.0,1.0,18.0,22.0,84.0,104.0
