match_id,team_id,player_id,player_name,nation,age,minutes,shots_against,goals_allowed,saves,xGA,launched_completed,launched_attempted,passes_attempted,throws_attempted,passes_avg_length,gk_attempted,gk_avg_length,crosses_faced,crosses_stopped,defensive_actions,defensive_actions_avg_distance
189b5962,15cf8f40,203a7651,Jesse Gonzalez,MEX,24.172602739726035,90.0,5.0,0.0,5.0,0.7,4.0,10.0,28.0,5.0,30.1,11.0,38.8,7.0,0.0,1.0,19.8
189b5962,f7d86a43,cf975d73,Nick Rimando,USA,40.109589041095894,90.0,2.0,0.0,2.0,0.1,6.0,12.0,30.0,7.0,27.8,7.0,54.4,8.0,0.0,0.0,10.5
f8da75ac,0d885416,8a37dd84,Tyler Deric,USA,30.906849315068488,90.0,1.0,1.0,0.0,0.7,2.0,7.0,23.0,7.0,33.1,7.0,24.1,6.0,1.0,1.0,17.1
f8da75ac,6218ebd4,1d0a0f3e,Stefan Frei,SUI,33.26849315068493,90.0,3.0,0.0,3.0,0.1,9.0,14.0,26.0,5.0,36.8,11.0,39.1,12.0,0.0,0.0,10.3
aaecb64e,f9940243,e3b198bc,Kenneth Kronholm,GER,33.78356164383562,90.0,1.0,0.0,1.0,0.3,4.0,11.0,21.0,7.0,34.2,7.0,38.3,9.0,1.0,1.0,14.3
aaecb64e,44117292,012fc030,Bill Hamid,USA,28.668493150684927,90.0,2.0,0.0,2.0,0.3,5.0,15.0,22.0,8.0,33.2,13.0,39.8,12.0,0.0,0.0,12.3
5a983f18,fc22273c,69a57596,Evan Bush,USA,33.39178082191781,90.0,3.0,0.0,3.0,0.6,9.0,20.0,22.0,3.0,41.7,11.0,54.2,8.0,1.0,1.0,15.7
5a983f18,46024eeb,b3b21a11,Andre Blake,JAM,28.67945205479452,90.0,6.0,4.0,2.0,2.4,5.0,7.0,12.0,2.0,28.5,6.0,40.5,2.0,0.0,1.0,15.8
e26c93c8,130f43fa,5480ae05,Quentin Westberg,USA,33.25479452054795,90.0,4.0,1.0,3.0,0.7,4.0,13.0,35.0,5.0,30.4,9.0,48.1,6.0,1.0,2.0,14.9
e26c93c8,e9ea41b2,1fa85681,Przemysław Tytoń,POL,32.55890410958905,90.0,3.0,2.0,1.0,0.8,7.0,19.0,28.0,3.0,41.1,10.0,34.9,9.0,0.0,0.0,15.0
f53c1c6b,ca460650,6904a59a,Mario Daniel Vega,ARG,35.14794520547945,90.0,5.0,1.0,4.0,1.8,8.0,18.0,29.0,2.0,37.5,7.0,52.7,4.0,0.0,0.0,8.0
f53c1c6b,415b4465,c1205184,Clint Irwin,USA,30.32054794520548,90.0,4.0,3.0,2.0,1.7,10.0,22.0,19.0,1.0,46.7,11.0,58.8,9.0,0.0,0.0,16.7
fddb160a,d076914e,ed6320b7,Steve Clark,USA,33.284931506849325,90.0,6.0,0.0,6.0,2.9,8.0,18.0,38.0,8.0,34.4,7.0,63.3,15.0,3.0,0.0,11.6
fddb160a,d8b46897,7fd42a85,David Bingham,USA,29.76986301369863,90.0,10.0,4.0,6.0,3.9,6.0,18.0,17.0,5.0,50.4,9.0,57.2,18.0,2.0,0.0,10.7
7a333b29,1ebc1a5b,d899e3bf,Brad Guzan,USA,34.8986301369863,90.0,4.0,0.0,4.0,0.7,8.0,16.0,29.0,5.0,39.5,6.0,45.5,6.0,0.0,0.0,13.5
7a333b29,d8b46897,7fd42a85,David Bingham,USA,29.78904109589041,90.0,6.0,3.0,5.0,3.1,12.0,23.0,21.0,1.0,44.7,9.0,69.4,11.0,1.0,0.0,14.0
4bd151eb,69a0fb10,15e6b513,Luis Robles,USA,35.23013698630137,90.0,3.0,0.0,3.0,0.8,5.0,22.0,18.0,2.0,50.6,9.0,64.8,6.0,1.0,0.0,10.2
4bd151eb,130f43fa,5480ae05,Quentin Westberg,USA,33.273972602739725,90.0,6.0,2.0,5.0,1.5,6.0,11.0,34.0,8.0,29.3,9.0,23.4,1.0,0.0,0.0,11.8
5cc21204,46ef01d0,fff21763,Brian Rowe,USA,30.71232876712329,90.0,2.0,0.0,2.0,0.1,4.0,18.0,23.0,6.0,49.2,7.0,61.7,11.0,1.0,0.0,11.0
5cc21204,15cf8f40,203a7651,Jesse Gonzalez,MEX,24.19178082191781,90.0,3.0,2.0,1.0,1.7,4.0,6.0,21.0,3.0,27.9,9.0,31.3,3.0,0.0,2.0,19.8
426bc0e3,3c079def,4a51ba65,Matt Turner,USA,25.10958904109589,90.0,8.0,2.0,6.0,2.0,3.0,8.0,14.0,7.0,35.3,9.0,34.6,3.0,1.0,0.0,9.5
426bc0e3,81d817a3,7827a6b3,Tyler Miller,USA,26.394520547945213,90.0,1.0,0.0,1.0,0.1,7.0,12.0,35.0,10.0,33.2,8.0,37.5,12.0,3.0,0.0,11.8
91a242dd,e9ea41b2,1fa85681,Przemysław Tytoń,POL,32.57808219178082,90.0,5.0,2.0,3.0,1.3,2.0,6.0,20.0,5.0,26.9,7.0,39.3,3.0,0.0,1.0,17.5
91a242dd,ab41cb90,ea42e480,Maxime Crépeau,CAN,25.23013698630137,90.0,3.0,1.0,1.0,0.7,11.0,25.0,30.0,3.0,37.7,18.0,51.7,18.0,0.0,0.0,7.7
14453e51,415b4465,c444465e,Tim Howard,USA,40.41095890410959,45.0,1.0,1.0,1.0,0.3,5.0,10.0,9.0,2.0,47.0,4.0,63.0,3.0,1.0,0.0,11.0
14453e51,415b4465,c1205184,Clint Irwin,USA,30.339726027397266,45.0,2.0,2.0,1.0,1.1,2.0,6.0,5.0,1.0,64.8,2.0,74.0,5.0,1.0,0.0,14.0
14453e51,fc22273c,69a57596,Evan Bush,USA,33.410958904109584,90.0,6.0,6.0,2.0,4.0,5.0,14.0,17.0,5.0,39.5,11.0,47.4,10.0,1.0,0.0,12.4
31f915d4,0d885416,8a37dd84,Tyler Deric,USA,30.926027397260274,90.0,2.0,1.0,1.0,0.5,6.0,15.0,23.0,5.0,36.6,9.0,51.2,6.0,1.0,4.0,21.9
31f915d4,f9940243,e3b198bc,Kenneth Kronholm,GER,33.8027397260274,90.0,4.0,0.0,4.0,0.5,6.0,19.0,20.0,7.0,47.3,10.0,60.2,15.0,3.0,2.0,17.7
8d5b29eb,ca460650,6904a59a,Mario Daniel Vega,ARG,35.16712328767123,90.0,1.0,1.0,0.0,0.4,2.0,10.0,31.0,2.0,29.1,8.0,58.6,5.0,0.0,0.0,12.8
8d5b29eb,529ba333,6b33d86b,Eloy Room,CUW,30.487671232876714,90.0,4.0,1.0,4.0,1.4,8.0,27.0,39.0,2.0,42.6,12.0,48.3,10.0,0.0,0.0,15.5
cb17e58a,f7d86a43,cf975d73,Nick Rimando,USA,40.12876712328767,90.0,7.0,1.0,6.0,0.9,10.0,17.0,18.0,2.0,43.1,8.0,54.3,7.0,0.0,0.0,10.0
cb17e58a,64e81410,c164335e,Sean Johnson,USA,30.17534246575343,90.0,4.0,3.0,1.0,1.8,7.0,17.0,25.0,4.0,36.6,13.0,47.2,8.0,0.0,0.0,15.3
13bc2533,99ea75a6,c4173f1a,Vito Mannone,ITA,31.42465753424657,90.0,6.0,0.0,6.0,1.1,4.0,12.0,18.0,6.0,38.4,8.0,51.9,12.0,1.0,0.0,12.7
13bc2533,d076914e,ed6320b7,Steve Clark,USA,33.30684931506849,90.0,3.0,1.0,3.0,1.3,7.0,17.0,29.0,10.0,37.9,11.0,52.5,9.0,1.0,1.0,14.5
f277cc88,44117292,012fc030,Bill Hamid,USA,28.69041095890411,90.0,14.0,5.0,9.0,4.2,8.0,15.0,21.0,5.0,42.8,10.0,41.3,12.0,2.0,0.0,9.5
f277cc88,46024eeb,b3b21a11,Andre Blake,JAM,28.701369863013703,90.0,2.0,1.0,1.0,0.9,8.0,20.0,25.0,6.0,43.0,9.0,64.1,9.0,0.0,1.0,12.5
85f7a90c,6218ebd4,1d0a0f3e,Stefan Frei,SUI,33.29041095890411,90.0,5.0,3.0,3.0,2.0,5.0,12.0,28.0,4.0,36.5,5.0,36.0,3.0,0.0,1.0,16.0
85f7a90c,4acb0537,cc741f50,Tim Melia,USA,33.22191780821917,90.0,5.0,2.0,3.0,1.2,7.0,12.0,14.0,4.0,26.6,10.0,58.9,15.0,0.0,0.0,14.3
384b937f,64e81410,c164335e,Sean Johnson,USA,30.189041095890413,90.0,2.0,2.0,0.0,0.9,1.0,2.0,22.0,6.0,23.9,7.0,25.3,5.0,0.0,0.0,14.1
384b937f,0d885416,8a37dd84,Tyler Deric,USA,30.93972602739726,90.0,9.0,3.0,6.0,2.2,6.0,30.0,19.0,1.0,64.3,14.0,71.9,13.0,0.0,0.0,10.1
93793719,6218ebd4,1d0a0f3e,Stefan Frei,SUI,33.30684931506849,90.0,6.0,3.0,3.0,2.1,12.0,19.0,29.0,6.0,35.1,10.0,43.2,9.0,1.0,0.0,10.8
93793719,3c079def,4a51ba65,Matt Turner,USA,25.128767123287677,90.0,7.0,3.0,4.0,2.3,8.0,21.0,18.0,6.0,46.5,13.0,55.8,13.0,0.0,1.0,15.0
0af3fb76,130f43fa,5480ae05,Quentin Westberg,USA,33.293150684931504,90.0,3.0,1.0,2.0,0.4,7.0,16.0,24.0,5.0,37.9,7.0,57.6,2.0,0.0,3.0,16.1
0af3fb76,46ef01d0,fff21763,Brian Rowe,USA,30.73150684931507,90.0,4.0,1.0,3.0,1.0,11.0,20.0,19.0,5.0,48.2,14.0,60.8,15.0,2.0,1.0,17.4
573cbb35,529ba333,6b33d86b,Eloy Room,CUW,30.50684931506849,90.0,3.0,2.0,1.0,0.5,3.0,15.0,19.0,1.0,39.7,10.0,45.0,8.0,0.0,0.0,14.5
