match_id,formation_x,formation_y
f334b1dc,4-5-1,4-3-3
95c3f0c8,3-4-1-2,4-3-3
f63044fd,3-5-2,4-2-3-1
3e9712d7,3-5-2,4-1-4-1
e0a4db2d,4-3-3,4-1-4-1
43aa7711,4-1-4-1,3-5-2
f728ceea,4-4-2,4-2-3-1
1ef8e186,3-5-2,4-4-2
082dc9ef,4-4-2,4-2-3-1
efe2b576,3-4-3,3-5-2
077b30ff,4-4-2,4-5-1
a31a1d67,4-1-4-1,4-2-3-1
16f28685,4-3-3,4-3-3
9e35d172,4-4-2,4-2-3-1
21606115,3-5-2,4-4-2
21f39009,4-4-2,4-2-3-1
afbdd3aa,4-3-3,3-5-2
2206646c,4-3-3,4-3-3
a3427b2c,4-4-2(d),3-4-3
ac4523c2,4-1-4-1,3-4-3
0b8b7f66,3-5-2,4-2-3-1
25d28387,4-5-1,4-1-4-1
efe9c8f4,4-1-4-1,4-2-3-1
e92f4d2c,4-2-3-1,3-5-2
99680077,4-2-3-1,4-5-1
698f846d,3-4-3,4-4-2
559f666e,4-4-2,4-4-1-1
ec70bb2c,4-2-3-1,3-5-2
553c5b11,3-4-3,4-2-3-1
8e13e609,4-1-4-1,3-4-1-2
2794f89d,3-4-3,4-3-3
014bbabe,4-2-3-1,4-4-2
47880eb7,4-3-3,4-2-3-1
a7dc884b,4-4-1-1,4-2-3-1
0b1da656,4-5-1,4-3-3
19a8b14e,3-4-1-2,4-4-2
219643bc,3-4-3,3-4-3
464461f5,4-2-3-1,4-2-3-1
d4aea4c0,3-5-2,4-4-2
d0f6bac9,4-3-3,4-1-4-1
d16305c7,4-3-3,4-3-3
a1d9d65f,3-5-2,3-4-3
f6f8808e,4-3-3,3-4-3
f43fa290,3-4-3,4-3-3
1722ba52,4-2-3-1,4-4-2
2c240ae6,4-3-3,4-3-3
86428aca,4-4-2,4-5-1
aa1ff9cd,4-2-3-1,4-4-1-1
3f1fdbad,4-4-2,3-5-2
39fce32e,4-2-3-1,4-2-3-1
53a77072,3-4-3,3-5-2
aa2284c2,4-5-1,3-4-3
e88d9028,4-2-3-1,4-3-3
fd541a1f,4-5-1,4-4-2
4d718594,4-4-1-1,4-3-3
614c7c1f,4-2-3-1,4-2-3-1
292d0f46,3-4-3,4-4-1-1
8b04b0d5,4-1-4-1,4-4-2
367829b6,4-4-2,4-2-3-1
3f316110,4-2-3-1,4-3-3
de0ec650,4-2-3-1,3-4-3
8a9fa2d9,3-5-2,3-4-3
372828cb,4-2-3-1,4-4-2(d)
1b69dd66,4-4-2,4-2-3-1
90976b40,4-3-3,4-5-1
b7f0ca17,4-4-2,4-3-3
56da163b,4-2-3-1,4-4-2
bf9c0d50,4-3-3,4-2-3-1
559e812a,4-1-4-1,4-4-2(d)
529b20fa,4-2-3-1,3-5-2
5d9f7fe3,3-4-3,4-4-2
daad5806,4-3-3,3-4-3
a48c4638,4-4-1-1,4-2-3-1
f33bb4b3,4-2-3-1,4-2-3-1
b75094e0,4-2-3-1,4-4-1-1
3b2eb152,4-4-2(d),4-2-3-1
b1b5e590,3-5-2,4-3-3
4c3c57fa,4-4-2,3-4-3
a47901a8,4-4-2,4-4-2
e9e002fb,3-4-3,4-2-3-1
240ac5ad,4-2-3-1,4-4-2
bed05936,4-2-3-1,4-2-3-1
1163ec4a,4-3-3,4-2-3-1
b9d1d1a7,4-4-2,4-2-3-1
5e599d06,3-5-2,4-3-3
d50390a8,4-3-3,4-4-2
473db5a3,4-2-3-1,3-5-2
223124ce,4-2-3-1,3-4-3
e8b74ca0,4-5-1,4-4-2
733c0243,4-3-3,4-1-4-1
a58df282,4-2-3-1,4-2-3-1
a1a20337,4-2-3-1,3-4-3
eebe09b9,3-4-3,3-4-3
5b1ecf02,4-5-1,4-2-3-1
b23c6c90,3-4-1-2,4-4-2
960ce979,3-5-2,4-2-3-1
010301bf,4-2-3-1,4-2-3-1
048fa915,4-3-3,4-4-2
d9a73d72,3-4-3,4-4-2
b3d5292f,4-2-3-1,3-5-2
4b8063da,4-1-4-1,4-3-3
6defd3a2,3-4-3,4-2-3-1
d7b72d7f,4-2-3-1,4-4-2
36dc1eb8,4-2-3-1,4-2-3-1
6edbd555,3-5-2,4-4-2
a8ab1213,4-4-2,4-5-1
a6e8ab71,4-2-3-1,3-5-2
1f2bd890,4-2-3-1,4-4-1-1
f66bbb03,4-4-2,4-2-3-1
850e18c6,4-2-3-1,3-4-3
9892a4f1,4-2-3-1,3-5-2
aaada016,4-3-3,3-5-2
9b72407a,4-4-2(d),4-2-3-1
ac409026,4-4-2,3-4-3
dc2a86e8,4-2-3-1,3-4-3
ce2fad1e,4-4-2,4-3-2-1
a7902bb1,3-4-3,3-5-2
5bbec2c4,4-2-3-1,4-5-1
9ae01aab,4-4-1-1,4-3-3
ed58271e,3-4-3,3-5-2
f6b7d570,4-2-3-1,4-2-3-1
7fe3382b,4-3-3,3-5-2
c5f47ccb,3-5-2,3-4-3
e1fdc1f9,4-5-1,4-2-3-1
17a5a8ef,4-3-3,4-4-1-1
db192bf5,4-2-3-1,4-2-3-1
bf752bf7,4-1-4-1,4-4-2
61cc2ca5,4-4-2,3-4-3
d5b1eda9,3-4-3,3-4-3
39432697,4-4-2,4-3-3
76ce7bd8,4-4-2,4-2-3-1
ffb4946c,3-5-2,4-3-3
46697bf6,4-2-3-1,4-3-3
bd044bad,4-4-2,3-4-3
4572cd0e,4-3-3,4-5-1
d4898eac,4-4-1-1,4-4-2
9d6674f8,4-4-2,3-4-3
2550abdc,4-2-3-1,4-3-3
0333a4b6,4-2-3-1,3-5-2
e5a20f1e,3-4-3,4-3-3
bd102a2b,4-4-2,4-1-4-1
d2a888b6,4-3-3,3-4-1-2
003ce1e3,4-5-1,4-4-2
ba03a070,4-4-1-1,4-4-2
3deb145e,3-4-3,4-2-3-1
ae7cb0c2,3-5-2,3-4-3
33b8c50a,4-4-2,3-4-3
38d058ad,4-3-3,4-2-3-1
354b03ac,4-1-4-1,3-5-2
b36a7b4d,4-2-3-1,4-2-3-1
709e2aa4,4-2-3-1,4-4-2
efd768f0,3-4-1-2,4-3-3
7b057bc1,3-4-3,4-3-3
270dc7ba,4-1-4-1,4-2-3-1
db21a88a,4-3-3,3-4-3
eef415ec,3-4-3,4-2-3-1
476d12a9,4-2-3-1,4-4-2
ab9e9e23,4-3-3,4-4-2
6b34e6af,4-5-1,3-5-2
14d877cc,4-1-4-1,4-2-3-1
88328013,4-2-3-1,3-4-3
a6b40849,4-4-2,4-2-3-1
e98d8736,4-2-3-1,4-3-3
4e620966,4-4-2,4-1-4-1
111b8b45,4-2-3-1,4-2-3-1
9dbc60d4,3-5-2,4-5-1
a11273b7,3-4-3,4-1-4-1
738ade70,4-2-2-2,4-4-2
9c238122,4-2-3-1,4-3-3
ebfe971d,3-4-3,4-2-3-1
6ce374b0,4-2-3-1,3-4-3
2619bcb9,4-3-3,3-4-1-2
bc091e86,4-3-3,3-5-2
fdd364a6,3-4-3,3-4-3
66823ac4,4-4-2,3-4-3
c24b02bd,3-5-2,3-5-2
bcdc3fb0,4-4-2,4-3-3
5947b8fb,4-3-3,3-4-3
4f00e03a,3-5-2,4-3-3
09ec6552,3-5-2,4-2-3-1
835d0c36,4-2-3-1,4-2-3-1
485003ed,4-2-3-1,4-4-2
3aee1ba7,4-3-3,4-2-3-1
8edf3e12,4-2-3-1,4-1-4-1
aeb979e2,4-2-3-1,4-1-4-1
57d79762,4-3-3,3-4-3
2cb790f2,4-2-3-1,4-4-2
5d623dc0,4-4-2,4-4-2
4df69c15,4-2-3-1,4-3-3
ea2c2272,4-4-2,4-4-2(d)
2475762d,3-4-3,3-4-3
a24ed8fc,4-3-3,4-1-4-1
fcdf913d,3-5-2,4-2-3-1
bf382825,4-2-3-1,4-4-2
7535d777,4-3-3,4-2-3-1
947a04e9,4-4-2,4-4-2
6a08610e,3-5-2,4-3-3
1b4c17ec,4-4-2,3-4-3
c062bff0,4-3-3,4-4-2
04416d35,3-4-1-2,4-3-3
76f492dc,4-1-4-1,4-1-4-1
18961bf7,4-3-3,3-5-2
5825b217,4-3-3,4-3-2-1
d659cbdf,4-4-2,4-4-2
973a441a,4-2-3-1,4-2-3-1
e5f403c2,4-2-3-1,4-1-4-1
1abcdcde,4-2-3-1,4-3-3
6ddd148a,4-2-3-1,3-5-2
c4d88352,4-1-4-1,4-3-3
4e501da1,4-4-1-1,3-5-2
827d4651,4-3-3,4-3-3
603174fb,4-4-2,4-3-3
b1d3ebde,4-3-3,4-4-2
481a9a3a,4-4-2,4-2-2-2
8fc12d99,4-2-3-1,4-2-3-1
54cdce8b,4-2-3-1,3-5-2
49724d90,4-2-3-1,4-4-2
66027e20,4-4-1-1,4-3-3
4f61e5af,3-4-3,4-5-1
c486cf76,4-3-3,4-1-4-1
38757aa1,4-4-2,4-3-3
965fbb94,4-4-2,4-4-2
bc237647,4-3-3,4-3-3
b4483d72,4-4-2(d),3-5-2
37720dc3,4-2-3-1,4-4-2
d7661a5f,4-1-4-1,4-4-1-1
be321c59,4-4-2,4-2-3-1
c2c7ebbf,4-4-2,4-1-4-1
92aaad57,4-4-2,4-2-3-1
cb52b4c8,3-4-3,4-1-4-1
5df18070,4-2-3-1,4-3-3
70507f3c,3-5-2,4-2-3-1
5dffd237,4-2-3-1,4-3-3
aa3a3540,4-2-3-1,4-2-2-2
88e800c1,3-4-1-2,4-5-1
8bed0062,4-2-3-1,4-4-2
df13ee5b,3-5-2,3-4-3
ee7944f1,4-3-3,4-2-3-1
c2378113,4-4-2,3-5-2
3d549d43,4-2-3-1,4-2-3-1
c2481cad,4-3-3,4-4-1-1
260c5c31,4-4-2,4-3-3
ba9fd89a,4-3-3,4-4-2
7e51a0cb,4-2-3-1,4-2-3-1
61407f3d,4-5-1,4-3-3
a26b0a22,3-4-3,3-4-3
426dcb15,4-3-3,4-5-1
5c57bea6,4-2-3-1,4-4-2
f898c8ea,3-5-2,3-4-3
3296482a,4-4-2(d),4-3-3
1d9de580,4-4-2,4-3-3
1357ee3b,4-4-2,4-4-2
61422f26,4-4-1-1,4-2-3-1
ae59ff28,4-2-3-1,4-4-1-1
1f633005,4-2-3-1,4-2-3-1
267d7e78,4-3-3,4-4-2
3f83499d,3-5-2,4-3-3
a24d3d6b,4-4-2,4-3-3
476e8583,3-4-3,3-5-2
b30bf2e8,4-3-3,4-1-4-1
6630c721,4-4-1-1,3-4-3
d2adf574,4-4-2,3-4-1-2
668c9423,4-2-3-1,4-4-2
88d08b7b,4-3-3,4-1-4-1
a7c5d31f,4-4-2,3-4-3
eff6988f,4-2-3-1,3-4-3
21cbea56,3-4-3,4-2-3-1
12f95828,3-4-3,4-3-3
0903cee0,3-4-3,3-5-2
f855bc55,4-4-2,4-3-3
793f900e,4-4-2,3-5-2
69a16f9d,4-4-2,4-2-3-1
249bbdaa,4-2-3-1,4-2-3-1
9594e0b4,4-2-3-1,4-4-2
bbd4160f,4-4-2,4-4-2
d4ce66f6,4-3-3,3-4-3
d2e788d0,3-5-2,4-4-2
9defdd38,4-2-3-1,3-5-2
70598e52,3-4-3,4-4-2
9979847f,4-3-3,4-3-3
ca0b21bc,4-3-3,3-4-3
bf25e016,4-2-3-1,4-2-3-1
a80ba6fe,4-3-3,3-4-3
a3f59c8e,4-2-3-1,4-1-4-1
3e5b45b7,4-4-2,3-5-2
d4360fcd,4-4-2,3-4-1-2
9cca4ba0,3-4-3,3-4-3
61616d45,4-4-2,4-2-3-1
2a3b8f05,4-2-3-1,4-4-2
5ecaeb4b,4-2-3-1,4-2-2-2
9099d1e5,4-3-3,4-2-3-1
b6b1209d,3-5-2,4-3-3
3873cc78,3-5-2,4-2-3-1
bf52349b,4-2-3-1,3-4-3
db261cb0,4-4-2,4-4-2
21b58926,4-3-3,4-1-4-1
78495ced,4-2-3-1,4-4-2
7dd01ca9,3-4-3,4-1-4-1
fc7f9aa1,4-2-3-1,4-3-3
a3eb7a37,3-5-2,3-4-3
9d7641eb,3-5-2,4-2-2-2
45bd1880,4-3-3,3-4-3
583c2b60,4-1-4-1,4-2-3-1
97279323,4-2-3-1,4-4-2
f4835ec2,3-4-3,3-4-3
967efd56,4-4-2,4-3-3
845f6a86,4-4-2,3-4-3
c64e5792,4-3-3,4-3-3
465b25a8,4-1-4-1,4-4-2
98b4b5b6,4-3-3,3-5-2
1c17eca3,3-5-2,4-2-3-1
21495573,3-4-3,4-2-3-1
7387a72e,4-4-2,4-3-3
d725a16c,3-4-3,4-2-3-1
ae113c54,4-4-2,4-4-2
51fb894e,3-5-2,3-5-2
002c4e89,4-2-3-1,3-4-3
31c2a061,4-2-3-1,3-4-3
a223dd70,3-4-3,3-4-3
6b258be0,3-4-3,4-3-3
ebe4e309,4-3-3,3-4-3
d97aa1b5,4-2-3-1,4-4-2
3cbb397e,4-3-3,3-4-3
5ce15b58,4-5-1,4-3-3
34ba607f,4-4-2,4-4-2
a29866ec,3-4-3,3-4-3
39864083,4-4-2,4-2-3-1
09725cb3,4-3-3,3-5-2
8f989671,3-5-2,4-2-3-1
cded7e69,4-2-3-1,4-3-3
14a7771b,4-2-3-1,4-3-3
6da04e2d,4-3-3,4-3-3
9bd558f5,4-2-3-1,4-4-2
e95b8546,3-5-2,3-4-3
0b8239de,4-1-4-1,4-2-3-1
5529e7a0,3-5-2,4-2-3-1
e96818bc,4-4-2,3-4-3
17f0eec9,4-2-3-1,3-4-3
7751d8c1,4-1-4-1,4-2-3-1
13f3ae88,4-5-1,4-4-2
6a2c4518,4-1-4-1,3-5-2
873ab775,4-2-3-1,4-4-1-1
2b0c0eca,3-4-3,4-3-3
8d896969,4-3-3,4-4-2
3aaf7c62,4-2-3-1,3-4-3
0bc8d984,4-2-3-1,3-5-2
6439c025,4-4-2,4-3-3
76661e3c,3-4-3,3-5-2
bcd3a9b4,3-4-3,3-4-3
26452511,3-4-3,4-1-4-1
4931660e,4-4-2,4-2-3-1
e1741638,3-4-3,4-4-2
9aadc93d,3-5-2,4-3-3
0f158c5c,4-4-2,4-3-3
56ad8025,4-3-3,3-4-3
235264ac,4-2-3-1,4-4-2
448a43ee,3-5-2,4-3-2-1
75dd1359,4-4-2(d),3-4-3
1d01ff0c,4-2-3-1,3-5-1-1
f2b91282,4-2-3-1,4-1-4-1
55d775ec,4-1-4-1,3-4-3
c23d7844,3-5-2,4-4-2
4117b695,4-4-2,3-5-2
ab9f408d,4-3-3,4-2-3-1
527aee54,4-4-2,3-5-1-1
089916ee,4-3-3,3-5-2
f075fddc,3-4-3,4-2-3-1
90c0e34c,3-5-2,4-2-3-1
8407be08,3-4-3,3-4-3
26382194,4-2-3-1,4-2-3-1
90fd3597,3-4-3,4-2-3-1
dbcba6c6,3-4-3,4-3-3
dea0df40,4-2-3-1,3-4-1-2
8a038069,4-2-3-1,4-3-3
50004f43,4-2-3-1,3-4-3
13524225,4-2-3-1,3-4-3
8ed7d991,3-5-2,3-4-3
0dd6b39b,4-1-4-1,4-2-3-1
cc230451,4-3-3,3-4-3
1dde1d03,4-4-2,4-4-2
e5bfd125,4-3-3,4-4-2
0d5962be,4-2-3-1,4-4-2
31baf354,3-4-1-2,4-3-3
2069ffbc,4-2-3-1,4-4-1-1
3eeb39c5,3-4-3,4-4-1-1
bd68404c,3-4-1-2,3-5-2
e0a84e7e,4-4-2,4-4-2(d)
58306243,4-3-3,4-2-3-1
fa17687c,4-2-3-1,4-2-3-1
ae493b10,3-4-3,3-4-3
2f67603c,3-4-3,4-3-3
399c7e1c,4-4-2,3-4-3
887dfef6,4-2-3-1,3-4-1-2
c2206b97,3-4-3,4-2-3-1
419abbc0,4-3-3,4-4-1-1
ac9d70e3,3-4-1-2,4-4-2
c1c08638,3-5-2,3-4-3
35abfa2f,4-2-3-1,4-4-2
25249736,4-3-3,4-3-3
32356abc,3-4-1-2,4-4-2
2d36ffad,4-1-4-1,4-2-3-1
f809a014,4-2-3-1,4-3-3
4a2a6f14,4-4-2,3-4-1-2
85cc70bb,4-2-3-1(d),4-2-3-1
4847e3c3,4-3-3,4-3-3
9bec56c6,4-4-2,3-5-2
9b0e267e,4-4-2,4-2-3-1
5abb0bd1,3-4-3,4-3-3
e4dc55d0,4-2-3-1,4-4-1-1
964e6470,3-4-3,4-2-3-1
20bd0665,3-4-1-2,4-3-3
40b42ca1,4-2-3-1,4-1-4-1
0ceceee4,3-4-3,4-4-2
b30c816c,4-2-3-1,4-3-3
b52c441b,4-1-4-1,4-4-2
98bf02e0,4-2-3-1,4-4-2
eb73d532,3-4-3,3-4-3
966f86fe,4-3-3,4-4-2
5d89f60c,4-2-3-1,4-4-2
3b3cc5f6,3-5-2,4-2-3-1
d05715a8,4-4-2,4-3-3
8d4a02ae,4-4-2,4-2-3-1
72fa1993,4-2-3-1,3-4-3
3ae84056,4-4-2,4-2-3-1
d1273e90,3-4-3,3-5-2
56ffe356,4-2-3-1,4-2-3-1
b7ab53b3,4-2-3-1,4-1-4-1
4bbe55ff,4-1-4-1,4-2-3-1
4e106790,4-4-2,3-4-1-2
9a718e42,4-3-3,4-2-3-1
33c8b5c8,4-2-3-1,4-2-3-1
cf86c208,3-5-2,4-4-2
537b6ef8,4-2-3-1,4-4-2
c5de8a0c,4-2-3-1,4-3-3
870d9436,3-4-3,4-2-3-1
c1c40b30,4-3-3(d),3-4-3
d54f6293,3-5-1-1,4-4-2
7ba8c6e9,3-4-1-2,3-4-3
daa09f69,4-3-3,4-5-1
f50faef3,4-2-3-1,3-4-1-2
77437741,4-4-2,4-2-3-1
ac7d1071,4-3-3,4-2-3-1
7577b54b,4-4-2,4-5-1
21f2b720,4-1-4-1,4-1-4-1
fdca0bef,4-4-2,4-2-3-1
b33de500,4-4-2,3-4-3
a8d659e4,4-2-3-1,3-5-2
385cda3f,3-4-3,4-3-3
0cd189c5,4-2-3-1,4-2-3-1
0ae3a66d,4-4-2(d),4-2-3-1
93463aad,4-2-3-1,4-1-4-1
84a373f5,4-4-2,3-5-2
abeb80b7,3-4-3,4-2-3-1
a56531b0,4-4-1-1,4-2-3-1
4c205b24,3-4-3,4-2-3-1
85507602,4-3-3,4-2-3-1
d0482032,4-4-2,4-3-3
2c8aa556,4-4-2,4-2-3-1
8cbb9119,4-3-3,4-4-2
9926f1f0,4-3-3,3-4-3
fcad17a1,4-2-3-1,3-4-3
0476b43a,4-2-3-1,4-4-2
93420516,4-3-3,4-2-3-1
ade7aac2,4-5-1,3-4-3
1b06e352,4-2-3-1,4-4-2
714c642d,3-5-2,4-3-3
85d4ec49,4-2-3-1,4-4-2
c52b1c4f,3-5-2,3-4-3
7e1384ef,4-3-3,4-2-3-1
15d2f67c,4-3-3,4-1-4-1
620df215,4-2-3-1,4-4-2
42daddbb,4-2-3-1,4-4-1-1
8467b110,4-1-4-1,4-3-3
c9710420,4-3-3,4-2-3-1
2a3855db,3-4-3,4-2-3-1
787d11cc,4-3-3,4-4-2
b2143993,4-2-3-1,3-5-2
831d8a36,4-4-1-1,4-1-4-1
aab6365d,4-4-2,4-2-3-1
83f7b656,4-4-1-1,4-3-3
ac54f8a6,4-4-2,4-2-3-1
f45d57b7,4-4-2,4-2-3-1
42eeae0e,4-2-3-1,3-4-1-2
ea5464bd,3-5-2,3-4-3
6e963555,4-2-3-1,3-5-2
3e4ff1e0,4-4-2,4-2-3-1
17bac3d1,3-4-3,4-3-3
88053fb0,4-2-3-1,4-4-2(d)
150c80d7,4-3-3,3-5-2
d1517c30,3-5-2,3-4-3
111bd050,4-2-3-1,3-4-3
0fcaaa5f,4-2-3-1,4-2-3-1
10d13e5b,4-4-2,4-2-3-1
3372f3f3,3-4-3,4-4-2
e5e46ead,4-2-3-1,4-1-4-1
3de3a736,4-2-3-1,4-4-2(d)
4663c253,3-5-2,3-4-3
2d3d863d,3-5-2,4-4-1-1
558fa672,4-2-3-1,4-2-3-1
ca8297c0,4-4-2(d),4-2-3-1
37a9f2fd,4-2-3-1,4-4-2
a05d7ae7,4-4-2,4-3-3
bd0673ed,3-4-3,4-2-3-1
d9b96ee1,4-1-4-1,4-2-3-1
314c860f,4-3-3,3-4-3
8f9d1856,4-2-3-1,4-2-3-1
7d98a679,4-2-3-1,3-4-3
224bcfc4,4-2-3-1,4-2-3-1
5313627a,4-4-2(d),4-4-2
4400251e,4-4-2,3-4-1-2
d18e21ab,4-2-3-1,4-2-3-1
6504b158,4-2-3-1,4-4-2(d)
4a652b81,4-2-3-1,4-1-4-1
dca0be20,3-4-3,4-2-3-1
e044d71d,4-3-3,4-3-3
d3467620,3-5-2,3-4-1-2
ff2cee2b,4-1-4-1,4-4-2
666f6961,4-2-3-1,4-3-3
34a4b546,4-4-2,4-4-2
5d0cd646,4-3-3,4-2-3-1
c7922348,3-4-1-2,4-2-3-1
34682a95,4-4-2,3-4-3
80124feb,4-3-3,4-2-3-1
85624e5e,4-2-3-1,4-1-4-1
46f84386,4-4-2(d),4-4-2
d6167896,3-4-3,3-5-2
dd033287,3-4-3,4-3-3
6285d050,4-4-2,4-4-1-1
78270b8a,4-4-1-1,4-3-3
ae2d6f15,3-4-3,4-4-1-1
9e4c8c99,4-4-2,3-4-3
072e8501,4-4-2,4-1-4-1
e4ac45fb,4-3-3,3-5-2
b1892d66,4-2-3-1,3-5-2
59222b5f,4-2-3-1,4-2-3-1
2c6f8c0e,4-2-3-1,4-2-3-1
2dedf408,4-2-3-1,4-3-3
401e0d48,4-2-3-1,4-4-2(d)
86f378b6,3-4-3,4-3-3
6a198933,3-5-1-1,4-4-2
5c28c716,4-2-3-1,4-2-2-2
05e8105f,4-4-2,4-1-4-1
02357c77,4-3-3,4-3-3
a8696eaa,3-4-3,4-4-2
c8acb4f7,4-1-4-1,4-4-2
44ac3d20,4-2-3-1,4-4-2
a17745cc,4-4-1-1,4-3-3
9418a9ea,4-2-3-1,4-3-3
08d48d3a,4-3-2-1,4-4-2
4d3ccd44,3-4-3,4-2-2-2
33499a0c,4-3-3,4-2-2-2
0d3827c8,4-1-4-1,4-3-2-1
30a4208c,4-5-1,4-3-3
6f80fe81,3-2-2-3,4-2-3-1
e97cbf46,4-2-3-1,4-5-1
3c41e2e0,4-2-3-1,4-4-2
c7888c42,4-4-2,4-2-3-1
cdf1ec4d,4-4-2,4-2-3-1
72987477,4-4-2,4-1-4-1
d17b7fbb,4-3-2-1,4-4-2
0ef82d19,4-2-3-1,4-4-2
c638c636,4-2-3-1,4-5-1
fad580f6,4-4-2,4-4-2
9a1a3f68,4-1-4-1,4-4-2
0a7a9c6c,4-4-2,4-4-2
5fd36215,4-4-2,4-3-3
6c40fefc,4-2-3-1,3-4-3
2ed65fcd,4-3-3,4-1-4-1
7800f4e8,4-4-2,4-3-2-1
bb7db7a1,4-2-3-1,4-2-3-1
bfadeec1,4-4-2,5-4-1
6887a569,4-2-3-1,4-4-2
7c903548,4-2-3-1,4-3-3
fbf7ef2f,4-3-3,4-3-3
3ba30679,4-2-2-2,4-2-3-1
11a8443f,4-4-2,4-4-2
e95f6607,3-4-3,4-3-3
8ba271d6,4-2-3-1,4-2-3-1
bb6c8d3f,4-3-3,4-3-3
cea3b36a,4-4-1-1,4-3-2-1
abe15eb1,4-4-2,4-1-4-1
136d34cd,4-3-2-1,4-2-3-1
ce9e5bc0,4-2-3-1,4-4-2
6fbb27cb,4-1-3-2,3-4-1-2
fac5afd8,4-4-2,4-2-3-1
c0e103d7,4-3-1-2,4-3-3
594a290a,4-2-3-1,4-2-3-1
79f1061e,4-2-2-2,4-4-1-1
18806eae,4-3-3,4-2-3-1
fe03a95a,4-3-2-1,4-2-3-1
5c8479f9,4-4-2,4-3-3
5cef43be,4-2-3-1,4-3-3
7f68c554,4-1-4-1,4-2-3-1
b2b4cd50,3-5-2,4-4-2
5a7b4dde,4-2-2-2,4-2-3-1
55fcc486,4-4-2,4-4-2
2c4b90d2,4-2-3-1,4-3-3
69bd5311,4-4-2,4-2-3-1
853a7c54,4-1-4-1,4-4-2
db27465c,4-1-4-1,4-5-1
c86d3838,4-3-2-1,3-4-3
fdc9a821,4-2-3-1,4-4-2
78e3228a,4-3-2-1,5-3-2
0353dc1c,4-2-3-1,4-1-4-1
3ca4e5c5,4-1-4-1,4-4-2
d7582192,4-3-3,4-3-3
385ba984,4-4-2,4-4-2
337897e5,4-4-2,4-2-3-1
553eaed4,4-3-1-2(d),4-4-2
b40add9c,4-3-1-2(d),4-5-1
64375e66,4-2-3-1,4-2-3-1
a61a6e07,4-1-4-1,4-2-3-1
a7bd3118,4-4-1-1,4-4-2
e0b6cb66,4-5-1,4-3-3
cda3fc16,4-4-2,4-5-1
20f957e2,3-5-2,4-2-3-1
f126cf24,3-4-3,4-4-2(d)
d3eec700,4-2-3-1,4-2-3-1
db5ea020,4-3-3,4-4-2
6a45a610,4-3-3,4-3-2-1
6dc94e9d,4-1-4-1,4-2-3-1
e312d342,4-1-4-1,3-5-2
1719672a,4-4-2,4-1-4-1
830e300c,4-2-2-2,4-2-3-1
e1eb8cd3,4-3-1-2(d),4-3-2-1
ffa5bcb4,4-3-3,4-4-2
e7cf2764,4-2-3-1,4-2-3-1
a37fb252,4-1-3-2(d),5-1-2-2
636fe862,4-3-2-1,4-2-2-2
cd38591a,4-2-3-1,3-4-3
b77bd988,3-5-2,4-2-2-2
6ed939bc,4-2-2-2,4-4-2(d)
fb01e402,4-2-3-1,4-4-2
6f107e84,4-3-3,4-4-1-1
bf3c230c,4-4-2,4-3-3
491f1e5f,3-4-3,4-3-1-2
cb334706,5-3-2,4-1-4-1
eace3317,4-2-3-1,4-4-2
64ac81bf,4-3-2-1,4-2-3-1
755fb79b,4-4-2,4-3-3
55dffb70,4-1-4-1,4-4-1-1
7e736cdf,4-4-2,4-4-1-1
1fe77224,4-2-3-1,4-4-2
3c4e2598,5-3-2,4-4-2
c69d4478,4-4-2,4-2-3-1
85b00bd9,4-1-4-1,3-4-3
4441a0c5,4-3-3,4-2-3-1
9b6482d0,4-3-3,3-5-2
af13e42a,4-1-3-2(d),4-2-3-1
c2d0af17,4-3-1-2,5-3-2
829270bb,3-4-3,4-3-3
ef7d3c02,4-4-2,5-3-2
ce38f328,4-2-3-1,4-4-2
1d3c0d05,4-2-3-1,4-4-2
f2bd4b0b,4-2-3-1,4-3-1-2
64b294ca,4-4-2,4-3-2-1
a767a0db,4-4-2,4-2-2-2
b42fc710,4-3-3,4-2-3-1
c8dc115b,4-2-3-1,4-1-3-2(d)
8c782143,4-2-2-2,4-1-4-1
34f88148,4-4-2,4-4-2
ba84e7fa,4-2-2-2,4-4-2
3ff17d40,4-4-2(d),4-4-2
62298eba,4-3-2-1,3-5-2
129b6e9d,4-2-3-1,4-4-2
767d09f8,4-1-4-1,4-2-3-1
94ff7e82,4-3-3,4-3-2-1
9c0f2915,4-3-3(d),4-2-3-1
d70a0109,4-4-2,4-2-2-2
b24b2203,4-4-2,4-4-2
d06fefe3,4-4-1-1,4-2-3-1
3985911a,4-4-2(d),4-4-2
4e23f6b3,4-4-2,4-3-3
0096958b,4-3-3,4-4-2
a199d995,4-2-3-1,4-4-2
93eb7fbf,4-5-1,4-3-1-2(d)
f74469de,4-4-2,4-4-2
5a21756c,4-4-2,4-4-2
43bb3c63,4-2-3-1,4-1-4-1
afcaee90,3-4-3,4-4-2
bd206313,4-4-2,4-2-3-1
9c29635d,4-2-2-2,4-4-2
cba3fd96,4-2-2-2,4-3-2-1
beaae485,4-2-3-1,4-4-1-1
231cce02,4-4-2,4-3-3
fd031003,4-3-2-1,4-4-1-1
e2b8a832,4-2-3-1,4-4-2
f2e45d3e,4-1-4-1,4-2-3-1
3e2d9b2f,4-1-4-1,4-4-2
f2bb6c68,4-4-2,3-4-3
d73058f9,4-3-3,4-2-3-1
c3911176,4-5-1,4-3-2-1
f90e0bc2,4-2-2-2,4-4-2
