match_id,formation_x,formation_y
bcf8af9e,3-4-3,4-2-3-1
b8f79753,4-3-3,4-2-3-1
35ece6cc,4-2-3-1,4-3-3
fe1b3ecb,4-3-1-2,3-5-1-1
588d7ade,3-5-2,4-4-2
c0a267bc,4-2-3-1,4-3-1-2
5ad1604c,4-3-3,3-2-2-3
75ebe4c6,4-3-3,4-3-3
637558a1,4-2-2-2,4-3-2-1
1025d70b,4-3-3,4-4-2(d)
8815cfb6,4-2-3-1,3-5-2
e337b2c7,4-3-3,4-2-3-1
434dd57a,4-3-1-2,4-4-2
42c18e6c,4-4-2,3-4-3
5fdee516,3-4-1-2,3-5-2
991aafeb,3-4-3,4-3-2-1
ffc59c89,4-2-2-2,4-2-3-1
80cb1759,4-2-3-1,4-3-3
c1705a6c,4-4-2,4-2-3-1
a7c7efe2,4-3-3,4-3-3
04d25fa7,4-3-3,4-3-2-1
8b8a0f49,3-1-4-2,4-2-3-1
a72bc592,4-2-3-1,4-4-2(d)
c9e2e615,4-3-3,4-4-2
c92738a9,3-5-2,4-1-4-1
483b9018,3-5-2,4-4-2(d)
9150c653,4-4-2(d),3-4-3
249894c0,3-4-3,3-4-3
211de580,4-3-3,4-2-3-1
7774872f,4-4-2,4-3-3
5fd718e6,4-3-3,4-2-3-1
6e58c3a7,3-4-3,4-3-3
a5a2e924,3-5-2,3-5-2
df63c31b,4-2-3-1,4-2-3-1
32953cae,4-3-3,4-4-2(d)
ba1981a2,3-4-3,3-4-3
e03443c5,4-4-2(d),3-5-2
ff8c255e,3-4-1-2,4-4-2(d)
9eb2cc14,4-3-2-1,4-4-2
4e8318b9,3-5-2,4-3-3
f24d21f2,4-4-2,4-2-3-1
b5bb505a,4-3-1-2,3-2-3-2
89a6b7bd,4-3-3,3-5-2
1ab3a943,4-4-2(d),4-4-2(d)
438e40d7,4-4-2,4-4-1-1
94b341b0,4-2-3-1,3-4-3
dad2b40f,3-5-2,3-5-2
f8779b70,4-2-3-1,3-4-3
ef0e0790,4-3-3,4-4-2(d)
88054415,3-4-3,4-3-3
fc468ca5,4-3-2-1,4-3-1-2
f9e968e2,4-2-3-1,4-3-3
6db9b5d3,4-1-4-1,4-2-3-1
28f8f44f,4-4-2(d),4-2-3-1
a45e8908,3-5-2,4-4-2
fd9a4f48,3-5-1-1,3-1-4-2
692856c8,3-4-3,4-3-3
c885b0f4,3-4-3,4-2-3-1
dd093c44,4-3-3,3-5-1-1
df86dcae,4-2-3-1,4-3-2-1
bafe756c,4-3-3,4-1-4-1
8d16374b,4-4-2(d),3-4-1-2
bd5ca501,4-3-3,3-5-2
a6d1d542,4-4-2(d),3-4-3
449149db,4-3-3,4-4-2(d)
c7430da6,4-4-2,4-2-3-1
34f104ea,4-2-3-1,3-5-2
e4b8d974,4-3-3,4-3-3
afd668b5,4-4-2(d),4-1-4-1
acd3d97c,4-3-3,4-2-3-1
c998bd59,4-4-2(d),4-3-3
834cdf8b,3-4-1-2,4-3-3
5c632354,4-2-3-1,4-2-3-1
da4eabf1,3-5-2,4-3-3
e831ba9b,3-2-4-1,3-3-2-2
541986bc,4-4-2(d),4-3-3
61cc5f6e,4-4-1-1,4-2-3-1
2024d030,3-5-1-1,3-4-1-2
3688ffd0,4-2-3-1,4-4-2(d)
5f0d90f2,3-4-3,4-4-2
fe54162d,3-4-3,4-3-3
6cea36f8,4-2-3-1,3-5-2
010d22ec,3-5-2,3-4-3
85451a06,4-3-3,4-2-2-2
1efd4d56,4-3-1-2,4-3-3
afa0906d,4-3-3,4-2-3-1
d3e1848e,4-3-3,3-5-1-1
97d5ad7d,4-3-3,4-1-4-1
5f8795ec,3-4-3,4-2-3-1
72a0657a,4-3-3,4-3-2-1
aeab5ea3,3-4-3,3-5-1-1
49870c5a,4-4-2(d),4-4-2(d)
84afc3cc,4-4-2,4-3-3
21761559,4-3-3,4-3-3
137886ce,3-5-2,3-5-2
3a0440a6,4-3-3,3-4-3
dfbb298b,4-3-3,3-4-1-2
68bd6b1f,4-4-2,4-2-3-1
78db3ca6,4-3-3,4-4-2
38cd69cd,3-4-3,4-4-2(d)
3f157904,4-2-3-1,4-3-3
ebe3b428,4-4-2,4-3-3
d0ab96ac,4-2-3-1,3-4-3
95d7593a,3-5-2,4-4-1-1
3ca3a4ae,4-3-3,4-3-3
85389800,3-4-3,3-5-2
58d23738,4-3-3,3-4-3
cb727ac4,4-3-2-1,3-5-2
8ebe8211,4-3-3,3-4-3
84e5beb1,4-4-2,3-4-3
eacd3899,4-3-3,4-2-3-1
96e4bfc0,4-3-3,4-4-2(d)
e1b4ebdc,3-5-2,4-3-3
5bbc65b0,4-1-4-1,4-3-3
a9bb0bb4,4-4-2,3-5-1-1
0e02de4c,4-2-3-1,3-4-3
3dc3e997,4-4-1-1,4-3-2-1
a8b97e7b,4-3-3,4-4-2(d)
1bea9a51,4-4-2(d),3-5-2
1014e6a4,4-3-3,4-4-2
2d8c044d,3-5-1-1,4-2-3-1
06f46a2f,3-5-1-1,4-3-3
c3ba6531,3-5-2,4-3-2-1
0f845ef8,5-3-2,4-3-3
d2d0a7fb,3-5-1-1,4-3-2-1
28493deb,3-4-3,3-5-2
da15f1f4,3-4-3,4-3-3
185ceb5f,4-3-3,3-2-3-2
0005cd5f,4-3-2-1,4-4-1-1
173a7912,4-3-3,3-4-3
19fdcc91,4-5-1,3-4-3
ba11432a,4-3-2-1,3-4-3
6047910a,4-3-3,3-5-1-1
3e8a392d,4-2-3-1,4-4-2(d)
a0531a63,4-4-2,3-5-1-1
4ad58fc9,4-4-1-1,3-5-2
b9641833,4-2-3-1,3-5-1-1
4dacbdc9,3-5-1-1,4-4-2(d)
fe3732b5,4-3-3,4-2-3-1
ce7187d5,4-4-2(d),4-3-3
2d488dc3,4-3-3,4-3-3
1af2bce1,3-5-2,4-4-1-1
844ce7a3,3-5-1-1,3-4-3
db5ee2d1,4-3-3,4-5-1
e1a49571,4-3-3,4-3-3
03fef385,3-5-1-1,4-3-3
c5517bda,3-5-2,3-4-1-2
218a0d6f,4-2-3-1,3-5-1-1
726ea17d,4-3-3,4-3-3
65bf42a1,4-3-3,3-5-1-1
c8b01d7d,4-4-1-1,4-3-3
0ccbacd4,4-3-2-1,4-3-3
5548b620,4-3-3,3-5-2
13591e1f,4-3-3,4-3-3
6e9ea592,4-4-2(d),4-3-3
20a531c8,4-1-4-1,3-5-2
177d0d64,3-4-3,3-5-1-1
6db38852,4-4-2(d),4-3-3
0f7b1def,3-5-1-1,3-5-1-1
d31ac043,3-4-3,4-3-3
73048bb9,3-5-2,4-3-3
9559b837,3-5-1-1,3-4-3
cd9e3cc3,4-3-3,4-4-2(d)
25b33dc2,4-3-3,4-2-3-1
7683a285,3-5-2,4-4-2
aedac143,4-3-3,3-4-1-2
71c83011,4-3-3,4-3-3
6eee6e1f,4-3-3,4-3-3
e02423ca,4-4-1-1,4-3-3
e71343d6,4-3-3,3-5-2
262930f7,4-4-2,3-5-2
544e026b,3-4-3,3-5-1-1
5da30b46,4-3-3,3-5-1-1
9078fe06,3-4-3,4-4-2(d)
a62b97ed,4-3-3,4-3-3
b7eec03e,4-2-3-1,3-5-1-1
a9cc8c64,4-4-1-1,4-3-3
9877d2ae,4-4-2(d),3-5-2
6277f1c2,4-3-3,4-2-3-1
4d7c0940,4-3-3,4-2-3-1
d0dc7e87,4-3-3,4-3-3
d70d324a,3-4-3,4-4-2(d)
5680845b,3-5-2,3-5-1-1
45b7a071,4-3-3,4-4-1-1
308d18d5,3-5-1-1,4-3-3
0b396b91,4-3-3,3-4-3
09d2b0a8,3-5-1-1,4-3-2-1
9e1b9b22,3-4-1-2,4-3-3
960b9136,4-3-3,4-3-3
4591a835,4-3-3,4-2-3-1
b16f62fc,4-3-3,3-4-3
951937a1,3-5-1-1,4-4-2(d)
9a2cbb47,4-4-2(d),3-5-2
c79867c6,3-5-2,3-5-1-1
22010427,3-5-1-1,4-3-3
16b28df5,4-3-3,4-3-3
8c8b5fc4,4-3-3,3-5-2
5e9d0e84,3-5-2,3-5-2
9236bc83,4-3-1-2,4-3-3
51b552fe,4-3-3,3-4-1-2
ab48c906,3-5-2,4-3-3
9a0aa2b6,3-5-1-1,4-3-3
73ab00f3,3-5-2,3-5-1-1
97ff3431,4-3-3,4-4-1-1
1b118bbb,4-3-3,4-3-3
8a8cbfc1,4-3-3,4-3-3
a6f16ff3,4-3-3,3-5-2
59f5144c,4-3-3,3-5-1-1
21ead339,4-3-3,4-4-2(d)
666c69c0,4-4-2(d),4-2-3-1
b7adf57b,4-3-3,4-3-3
172944d7,4-4-2,4-2-3-1
dd0c677b,3-5-1-1,3-5-2
095da280,3-4-3,4-3-3
c6092433,4-4-2(d),4-3-3
d8e4d65f,4-3-3,4-3-3
6c2be382,3-4-1-2,3-5-2
c3c49d77,4-1-4-1,4-3-3
00d685f6,3-5-2,3-5-2
ac5f1f89,4-3-3,4-3-3
03a4f841,3-5-1-1,4-3-3
81e16ef9,4-3-3,3-4-1-2
d81176b3,4-3-3,3-5-2
ed6da260,4-3-3,3-5-1-1
2107c205,4-4-2(d),4-3-3
aec94eb1,4-3-3,3-5-2
2918d98e,4-4-2(d),3-5-1-1
54b5e673,4-4-2(d),4-4-2
0b370f75,4-2-3-1,4-2-3-1
be76b113,3-5-2,4-2-3-1
6c16959a,4-4-2(d),3-5-1-1
b46e8ac0,3-5-2,4-2-3-1
b2a530c7,4-3-3,4-3-3
955151b3,4-2-3-1,4-3-3
e783a47b,4-3-2-1,4-3-3
8af24436,4-3-3,3-5-1-1
26e6356e,3-4-1-2,4-3-2-1
950c5280,4-3-3,4-3-1-2
e605effd,3-5-1-1,3-4-3
373d860a,3-5-1-1,3-5-1-1
ff80593b,4-2-3-1,4-2-3-1
252e834d,4-3-2-1,3-5-2
440c9141,4-4-2(d),3-5-2
6c1d1d4f,4-3-3,3-5-1-1
b82f484f,3-5-2,4-4-2(d)
d493a8b2,4-2-2-2,4-3-3
dc486553,4-3-3,4-3-3
d98f9349,3-3-2-2,4-3-2-1
ad904872,3-5-1-1,3-5-2
a86e9a29,3-5-1-1,3-5-2
40f908d5,4-3-3,4-3-2-1
236d00fe,4-3-2-1,4-3-3
1c7ea2c0,4-2-3-1,4-3-3
1931a632,4-3-2-1,4-1-4-1
692cc8c0,3-5-2,3-5-1-1
e6113701,3-1-4-2,3-4-3
d16c7882,4-3-3,3-5-2
006fbed2,4-2-3-1,5-1-2-2
b35caef2,4-3-3,4-4-2
2e138a22,3-5-2,4-3-2-1
60bc77af,4-2-3-1,4-3-3
fea29f2f,4-2-3-1,3-5-2
e490bedd,3-5-1-1,3-5-2
124587fb,3-5-2,4-2-3-1
7fe06f30,4-4-2(d),4-2-3-1
4164d771,4-2-3-1,3-5-2
dc8dcb91,4-3-3,4-2-2-2
1046da0e,4-3-2-1,4-3-1-2
7fd94d34,4-3-3,3-4-3
178c7511,4-3-2-1,4-3-2-1
ff475e71,3-5-2,3-5-2
54fb96d5,4-3-3,3-4-3
ceb7bd79,4-3-3,4-3-3
33533f69,3-4-1-2,3-5-2
6ed4ba1b,4-2-3-1,4-4-2
83c07ccf,3-5-2,3-4-3
1b5c4825,4-2-3-1,4-3-3
3ee7b5b6,3-5-1-1,3-5-2
580e06f4,3-5-2,3-5-2
0c95397f,3-5-2,4-3-3
023d5d38,4-4-2,4-4-2(d)
7fdcf47f,3-1-4-2,4-3-2-1
49cb00c8,3-5-1-1,3-5-2
d5319949,3-4-1-2,4-3-1-2
7329d9bb,3-5-1-1,3-5-1-1
dbc42ded,4-2-2-2,4-2-3-1
7c756a09,3-4-3,3-5-2
e5be8241,4-3-3,4-2-3-1
e619682d,4-4-2(d),3-5-2
f358c652,4-2-3-1,4-4-1-1
88f7c32f,4-3-3,4-4-2(d)
5e708f0c,3-5-2,3-4-1-2
e51b6eae,4-4-2(d),3-5-1-1
907951c4,3-4-3,4-2-3-1
f5acb027,4-3-3,4-4-2
48bde7ba,4-3-3,3-5-2
fbfd752b,4-3-3,4-3-3
2e3cb631,3-2-3-2,3-5-1-1
a4d56da5,4-3-3,5-3-2
ef1219c5,3-5-2,3-5-2
a0009a7d,4-4-2,3-4-3
bde9a917,3-5-2,4-3-2-1
43343309,3-4-3,3-4-3
4a6eeaea,3-5-1-1,3-5-2
ae70fd8b,4-3-3,4-4-2
be897bf3,3-5-2,4-3-3
8f79203c,4-3-2-1,4-3-3
ec2e5c2f,4-2-3-1,4-3-1-2
3c639056,3-5-1-1,3-4-3
11fed5a1,3-4-3,3-4-1-2
d50afd66,4-3-3,3-5-2
bc8d1428,4-3-2-1,4-3-3
883f6971,3-5-2,3-5-2
a79ad24f,4-3-3,3-5-2
fca39ecd,4-3-2-1,3-5-1-1
f9b94b0d,3-4-3,4-3-3
edbac062,4-3-3,3-5-2
f71e9d8f,4-3-3,3-5-2
d996360a,3-5-2,4-3-2-1
163a8c7e,3-5-2,4-3-3
6bd8ab83,4-2-2-2,4-3-2-1
906c6745,3-5-2,3-5-2
91a58b36,3-4-3,3-4-3
692ae7bb,3-5-2,4-3-3
df8bed3d,3-5-2,4-2-3-1
aea0077f,3-5-2,4-3-3
345c2d60,4-2-3-1,4-3-3
5709e262,3-5-2,4-3-3
f407df2e,4-3-2-1,3-2-3-2
ea630db3,4-2-3-1,4-3-3
18c4ad1e,4-3-2-1,3-2-3-2
abd39ffe,4-3-3,4-3-3
60288467,3-4-3,3-5-2
fe65386f,4-3-3,3-4-3
f0435139,4-4-2(d),3-5-2
bdfd9e37,4-3-3,3-5-2
457a146b,4-5-1,4-3-3
175ca397,3-4-3,3-5-1-1
4798dc57,4-3-3,4-3-3
8172de3f,3-5-1-1,3-5-2
4b8207f2,3-5-1-1,4-2-3-1
4f043faf,4-3-3,3-5-2
c7004163,3-5-1-1,4-2-3-1
f1d0983c,3-5-2,3-4-3
fbe62049,3-5-1-1,3-4-3
9cf53cf5,4-1-4-1,4-3-3
51e9604a,3-5-2,4-4-2(d)
f2bec80d,4-4-2(d),4-2-3-1
40beb092,3-4-3,3-5-2
4f5fd375,4-2-3-1,3-5-2
db4db480,4-3-3,3-5-1-1
54b9c7ed,4-4-2(d),4-3-3
6b1de821,4-1-4-1,3-5-1-1
2eef9be9,4-4-2(d),4-4-2(d)
6f5313a6,3-4-3,3-5-2
9f3cb61a,3-4-1-2,4-3-3
c089eb5a,4-3-3,4-2-3-1
4f1a0181,4-4-2(d),4-3-3
df6975a7,4-3-3,4-4-2
31a7602f,3-5-2,3-4-3
42abe5cf,4-3-3,4-2-3-1
b8a95440,4-3-3,4-3-3
90feeb47,3-5-1-1,3-5-2
f6b17cde,4-3-2-1,4-2-3-1
cb735a30,3-5-1-1,4-4-2(d)
1e24b92f,4-4-2(d),3-4-1-2
ec8cccf4,3-5-1-1,4-2-3-1
946ad184,3-5-2,4-3-3
2758c0c0,4-3-3,4-2-3-1
34947288,3-5-2,4-3-2-1
bf8bed12,3-5-2,4-3-3
4df38742,4-3-1-2,4-3-1-2
76ad12fa,3-1-4-2,3-5-2
52018b4a,4-3-3,4-4-1-1
359379e6,4-3-3,4-4-1-1
3c6aced5,3-4-3,5-3-2
2ea4b5a9,4-3-3,3-5-1-1
05260246,4-3-2-1,4-3-2-1
43700994,3-5-2,4-3-3
faabbf40,4-3-3,4-3-3
13e8157a,3-4-1-2,4-3-1-2
7dff3aeb,3-2-3-2,3-1-4-2
41f84052,3-4-3,3-5-2
05f91647,4-3-3,4-3-2-1
f42fa5a8,4-3-3,4-3-3
9be750ef,4-3-3,3-4-1-2
ef299e2b,4-3-3,3-4-1-2
9ff54a39,3-5-2,4-2-3-1
c43bd14a,4-3-2-1,4-3-3
10a124a6,4-3-3,4-2-3-1
cafe7e69,3-4-1-2,4-3-1-2
70877c73,4-4-2(d),4-3-1-2
ada597b6,4-4-2(d),4-3-2-1
f0ed203e,3-5-1-1,5-1-2-2
fa044ae0,3-2-2-2-1,3-4-1-2
69be40b5,3-5-2,3-5-2
68014e37,4-2-3-1,4-1-4-1
b208fb74,4-1-4-1,4-3-2-1
bf65ae94,3-2-3-2,4-3-1-2(d)
b877c74e,4-1-4-1,4-4-2(d)
305c7c4e,4-1-4-1,3-2-2-3
64118347,3-2-2-1-2,3-1-2-2-2
37302313,4-4-2(d),4-3-2-1
af2ecea2,4-1-4-1,3-1-4-2
5cf4181b,4-4-2(d),4-1-4-1
dc04de87,3-2-3-2,3-4-3
55a722ce,4-3-1-2,4-1-4-1
fa7d3c6d,4-1-4-1,4-4-2(d)
976466b0,4-3-3,4-4-2(d)
85a325de,4-3-2-1,3-5-2
311dafe4,4-4-2(d),4-2-3-1
5c05a806,3-1-4-2,4-2-3-1
bbc47e50,4-4-2(d),4-1-4-1
6c773dd6,3-5-2,3-1-4-2
6d33bbb0,3-5-2,4-1-4-1
f06bb875,4-1-4-1,3-4-3
37d02d43,3-2-3-2,4-3-2-1
cc3de56b,4-2-3-1,4-1-4-1
55e64680,4-2-2-1-1,3-1-4-1-1
e4017e17,3-2-2-1-2,3-5-1-1
539bea82,3-2-2-1-2,4-1-4-1
8ab82da5,4-2-3-1,5-1-2-2
5735413c,4-4-2(d),4-4-2(d)
3e70776d,4-4-2,4-1-4-1
c541e5e5,3-2-3-1-1,3-2-3-1-1
0b869122,3-1-4-2,3-2-2-2-1
dfc7da77,4-4-2(d),4-1-4-1
f37a8fa3,4-2-3-1,3-2-3-1-1
d2cccf44,4-4-2(d),4-4-2
f4a15ae9,4-2-3-1,4-3-1-2
83129638,3-5-2,4-1-4-1
8c1894ab,3-4-3,3-2-2-1-2
46205931,4-1-4-1,3-2-2-1-2
15a2a3da,4-2-2-2,3-2-2-2-1
b087d0a1,4-1-4-1,4-3-1-2
b493840d,4-1-4-1,4-1-4-1
60b0ad33,4-4-2(d),3-3-2-2
4c04b010,3-1-2-2-2,3-2-2-1-2
e336189b,4-2-1-1-2,3-1-2-2-2
ab2feeab,4-1-4-1,4-1-4-1
aa9de6dc,4-1-4-1,4-2-3-1
a223dbf3,3-4-1-2,4-1-4-1
5335e1d2,4-3-2-1,4-2-2-2
5dc48772,3-4-1-2,4-4-2(d)
86b366f7,3-5-2,4-1-4-1
c1bd224f,4-1-4-1,3-2-2-2-1
0accdf58,3-5-2,4-2-3-1
e4bccaf6,4-2-3-1,3-3-2-2
46e81730,4-1-4-1,3-4-1-2
742e1bd2,3-3-2-2,4-2-2-2
90256e72,3-2-2-2-1,4-3-1-2
46ef4b1a,3-4-1-2,3-4-3
46c6a36f,3-3-2-2,3-4-3
8fb4107b,4-1-4-1,3-1-2-2-2
93821741,4-1-4-1,4-4-2(d)
853013c4,4-2-3-1,4-1-4-1
4c35760e,4-3-1-2,3-2-2-2-1
1048f3fb,3-2-2-2-1,4-1-4-1
8fe69070,4-1-4-1,4-2-2-2
e12deac7,3-3-2-2,4-1-4-1
d335a746,3-2-2-2-1,4-3-3
86b4e007,3-2-3-2,3-4-3
bc7cf1b6,3-2-2-1-2,3-1-4-2
e6163c2a,4-3-1-2,3-2-3-2
e941f340,4-4-2,4-4-2(d)
cd2f642f,4-2-2-2,4-2-3-1
3d9c6a02,3-1-4-2,4-3-2-1
7a546b8c,3-4-1-2,3-5-2
aef9f881,4-2-2-2,4-2-3-1
7e11d375,4-3-2-1,3-2-2-1-2
88a737bc,4-3-3,4-2-3-1
509c0a53,4-1-4-1,4-3-1-2
1c2946a4,3-5-2,3-1-4-2
6ca98909,4-4-2(d),3-2-3-2
bf3d8da2,4-1-4-1,3-2-2-2-1
c91dcd07,3-3-2-2,4-1-4-1
994f1a0f,3-3-2-2,3-2-2-2-1
9d192295,3-1-4-2,4-4-2
6135ca5f,3-2-2-2-1,4-1-4-1
62e494f0,3-2-3-2,4-1-4-1
3a437e3a,3-5-2,4-4-2(d)
1354b373,3-3-2-2,4-4-2
6c35c803,3-4-3,4-3-2-1
e9e33752,4-1-4-1,3-1-4-2
64a88b2f,4-2-3-1,4-4-2(d)
fe6431ea,3-1-4-2,3-1-4-2
258162a8,3-1-4-2,3-2-2-2-1
2a9656b4,4-2-2-2,4-1-4-1
46b4915e,3-5-2,4-2-3-1
87cdb443,4-4-2,3-2-3-2
7d29507c,4-2-3-1,3-5-2
1958a5ca,4-1-4-1,4-2-2-1-1
6f835d4d,3-3-2-2,3-4-1-2
6528a740,4-3-2-1,4-3-2-1
a2e9cb92,4-2-2-2,4-4-2(d)
8fe9c11b,3-5-1-1,3-4-3
9741393d,3-1-4-2,4-3-1-2
2c20f001,4-3-1-2,3-5-2
bf6d7ecb,3-5-2,3-3-2-2
8d3c0001,4-1-4-1,4-2-3-1
c580ecf5,4-3-1-2,3-5-2
f5d074c7,4-3-2-1,4-3-2-1
19f1af60,3-4-1-2,3-1-4-2
360e0077,4-1-4-1,3-2-3-2
44d65fdb,3-2-2-2-1,4-4-2(d)
6b38d415,4-4-2(d),3-5-2
be14a351,4-2-3-1,4-1-4-1
176bd167,3-4-1-2,4-4-2
7b515291,4-1-4-1,4-1-4-1
48089bcf,4-2-2-2,3-2-2-2-1
b30fa06d,4-4-2(d),4-2-3-1
1559672b,3-2-3-2,4-4-2(d)
dc61be38,4-2-3-1,4-1-4-1
51f07929,3-2-3-2,3-5-2
481c1923,4-3-2-1,4-4-2(d)
37563323,3-4-3,3-2-2-1-2
4b694569,3-1-4-2,3-1-4-2
3d46245d,4-2-2-2,3-1-4-1-1
1a318a2c,4-3-2-1,3-3-2-2
d4b0d030,3-1-4-2,4-1-4-1
4449c493,3-5-2,3-2-2-1-2
37c7739a,3-4-3,4-1-4-1
4070e37d,4-3-1-2,4-3-3
ed69d974,3-4-1-2,5-2-1-2
4f228ea8,4-3-1-2,4-2-3-1
386c7081,3-2-2-2-1,3-1-4-2
12f22ce3,3-2-2-1-2,3-5-2
798496b1,3-5-2,4-4-2
56486a50,3-4-1-2,4-4-2(d)
518aa453,4-1-4-1,3-5-2
a9da4f86,4-2-2-2,3-1-4-2
f8a12156,3-2-3-2,3-2-2-2-1
2b50c933,3-3-2-2,4-4-2(d)
c6b48f30,4-1-4-1,4-1-4-1
d99e1cc3,3-1-4-2,3-4-1-2
bbb44ca5,4-4-2(d),4-1-4-1
f209ba84,4-3-2-1,3-2-3-2
01a0dbbf,4-1-4-1,5-3-2
7090161a,3-1-4-2,4-1-4-1
d0c06a35,4-4-2(d),3-4-3
8bc8ed8b,4-1-4-1,4-1-4-1
e315c6ff,3-5-2,3-2-3-2
c3026bcf,4-4-2(d),3-4-1-2
a0fb32c6,3-4-1-2,4-1-4-1
3df88643,3-1-4-2,3-1-4-2
fb828051,4-2-3-1,4-2-2-2
f6b93ebc,3-2-2-1-2,3-1-4-2
a3f646d1,4-1-4-1,4-2-2-2
37b5f20e,4-1-4-1,4-3-1-2
dab31c63,5-1-2-2,4-1-4-1
1196e43c,4-1-4-1,3-4-1-2
ac16e9b8,3-4-3,3-1-2-2-2
0bd2574c,3-1-4-2,4-3-1-2
b051f48c,4-1-4-1,4-2-3-1
a5ef0058,4-4-2(d),3-5-2
71ad52a9,3-3-2-2,4-2-3-1
7f08acbc,4-2-2-2,3-1-4-2
5ff30925,4-1-4-1,3-1-4-2
2acb181a,4-2-3-1,3-4-3
aac44168,3-1-4-2,4-1-4-1
274670a0,4-2-3-1,4-1-4-1
8ad79daf,3-3-2-2,3-2-2-1-2
640036d0,4-1-4-1,4-4-2(d)
f1d3bfa1,3-1-4-2,4-1-4-1
0f6c7c4c,4-4-2(d),3-3-2-2
5f429f0c,4-4-2,3-1-4-1-1
a3ad2069,4-2-2-2,4-1-4-1
9cd281ef,4-4-2,3-2-2-1-2
33b5d395,4-1-4-1,4-4-2(d)
6b483dd1,4-4-2(d),3-5-1-1
3abdc150,4-1-4-1,4-2-2-2
8736e8e0,4-4-2(d),4-1-4-1
e2aec225,4-1-4-1,3-5-2
938e958a,3-2-2-1-2,4-2-3-1
1130f304,4-1-4-1,3-1-4-2
249e1f67,3-1-4-2,3-2-2-1-2
cc20d5df,3-1-4-2,4-1-4-1
85634cdf,3-3-2-2,4-1-4-1
05a8a97b,3-5-2,3-4-1-2
bb9376e0,4-4-2,4-4-2(d)
65525bef,4-1-4-1,4-1-4-1
146971bd,3-1-4-2,3-4-1-2
ebb43a87,3-1-4-2,4-4-2(d)
6f175cd2,4-5-1,4-1-4-1
075ddac0,4-2-3-1,4-2-2-1-1
40fd2516,4-1-4-1,4-1-4-1
3ec40fbc,3-3-2-2,3-2-3-2
51a0460d,4-4-2(d),3-4-1-2
b89261e2,3-1-4-1-1,3-2-3-2
e8e87b77,4-4-2(d),4-1-4-1
1ffe42d4,3-4-3,4-4-2
c8be0348,4-1-4-1,4-2-3-1
0c3840ca,4-1-4-1,4-5-1
2b8e3215,4-4-2(d),3-5-2
7f78bd98,3-4-1-2,3-5-2
b980c5e4,3-4-3,3-2-3-2
1ab588a5,4-1-4-1,4-4-2
4129c411,4-1-4-1,4-4-2
f1492e17,4-4-2(d),3-5-2
a7398b93,4-4-2(d),4-3-3
52571c53,3-2-2-1-2,4-1-4-1
7ec1b561,3-1-4-2,4-1-4-1
07e84eb6,3-5-2,4-1-4-1
8633edae,4-1-4-1,3-1-4-2
89bfd1ab,3-2-3-2,4-4-2(d)
7454e76e,4-2-3-1,4-4-2(d)
19d1b74f,4-4-2,3-2-3-1-1
25732866,4-1-4-1,4-3-3
f1700ac1,4-1-4-1,3-2-3-2
90d2d7d3,3-2-3-2,3-2-2-2-1
d762cb05,3-1-4-2,4-2-3-1
1d3b9f5d,4-3-1-2,4-4-2(d)
889a0a3d,4-2-3-1,4-3-3
53e17183,3-2-2-2-1,4-2-2-2
9214a455,4-4-2(d),4-4-2(d)
41d1feee,4-1-4-1,4-4-2
6e205e48,4-1-4-1,4-2-3-1
5124ba06,4-4-2(d),4-2-3-1
94f40f4f,3-5-2,4-3-3
809426d0,4-3-3,4-3-3
3fd391fe,3-5-2,4-3-3
3cf1aeeb,3-5-2,4-4-2(d)
7a591f9a,4-4-2,4-4-2(d)
8be4be91,3-5-2,4-2-3-1
0fe45804,4-1-4-1,3-5-2
db6162b0,3-4-3,3-4-3
d15eae70,4-4-2,4-4-2
47801492,3-4-3,3-5-2
4aacbaf2,4-3-3,4-3-3
f06bc6f3,4-4-2(d),4-3-3
217e2a62,4-2-3-1,4-4-2(d)
38ee4d56,4-4-2(d),3-4-1-2
62b437d1,3-5-2,3-5-2
b176e7e7,4-2-3-1,3-5-2
bdc82dc7,3-4-3,4-4-2
441f5f3b,3-4-1-2,3-5-1-1
a87ba598,4-2-3-1,3-5-2
f10d5252,4-4-2(d),3-5-2
1d194af8,3-4-3,4-4-2(d)
2358076d,3-5-2,4-4-2
a58f204d,3-5-2,4-2-3-1
95b365ff,4-4-2,3-5-2
dabb32bf,3-4-1-2,3-4-3
986a778f,3-5-2,3-5-2
53a91c21,3-5-1-1,4-3-3
afb1785f,4-4-2,3-5-2
43ce914b,4-3-3,4-3-3
a1e7bf67,4-4-2(d),4-4-2(d)
68307758,4-3-3,4-4-1-1
dcc2327a,4-4-2,3-5-2
c8b505cc,4-3-3,4-3-3
08f5ed01,4-3-3,3-4-1-2
8f079cec,3-5-2,3-5-2
74c73f8d,4-3-3,3-5-2
899b2a26,4-3-3,4-4-2
155d33cf,4-2-3-1,4-3-3
16e9baf7,4-2-3-1,3-5-2
ac341e97,4-4-2(d),3-5-2
15ca67ec,4-4-2(d),3-4-3
b226a295,3-5-2,4-2-3-1
723e9b4c,3-5-2,3-5-1-1
6774a839,4-4-2,4-2-3-1
105c028d,3-5-1-1,4-4-2(d)
2acb1020,3-4-1-2,4-3-3
7fca599d,4-2-3-1,4-4-2(d)
36e67e70,4-1-4-1,3-4-3
04fdc080,3-4-1-2,4-3-3
312a8eec,3-4-3,3-4-3
