match_id,referee,ar1,ar2,fourth,var
d5dc14b8,Paolo Valeri,Valerio Colarossi,Pasquale Capaldo,Lorenzo Maggioni,Antonio Giua
c6a08826,Federico La Penna,Damiano Di Iorio,Enrico Caliari,Manuel Volpi,Marco Di Bello
8d99b6b9,Daniele Doveri,Sergio Ranghetti,Alessandro Lo Cicero,Fabio Maresca,Massimiliano Irrati
af15f020,Maurizio Mariani,Davide Imperiale,Christian Rossi,Antonio Rapuano,Eugenio Abbattista
d110cc88,Marco Piccinini,Mauro Galetto,Giovanni Baccini,Niccolò Baroni,Fabrizio Pasqua
48229e4d,Luca Pairetto,Filippo Meli,Valentino Fiorito,Ivan Pezzuto,Giampaolo Calvarese
847fbff1,Piero Giacomelli,Stefano Del Giovane,Alessio Tolfo,Alessandro Prontera,Paolo Mazzoleni
ab7e6f6a,Daniele Orsato,Lorenzo Manganelli,Matteo Bottegoni,Marco Serra,Gianluca Aureliano
38ef4b7d,Rosario Abisso,Tarcisio Villa,Lorenzo Gori,Daniele Minelli,Davide Massa
98d312ac,Daniele Chiffi,Alberto Tegoni,Marco Bresmes,Juan Sacchi,Rosario Abisso
4317b763,Fabrizio Pasqua,Daniele Bindoni,Alberto Santoro,Valerio Marini,Piero Giacomelli
95b95a98,Massimiliano Irrati,Matteo Passeri,Lucas Mondin,Antonio Giua,Luca Banti
bed42d99,Livio Marinelli,Fabiano Preti,Dario Cecconi,Davide Ghersini,Luigi Nasca
a7d7a94e,Gianluca Rocchi,Valerio Vecchi,Michele Lombardi,Antonio Rapuano,Paolo Mazzoleni
7e76d4d6,Fabio Maresca,Stefano Alassio,Giacomo Paganessi,Lorenzo Fabbri,Giampaolo Calvarese
1fb0e314,Daniele Doveri,Valentino Fiorito,Rodolfo Di Vuolo,Marco Piccinini,Pierluigi Pairetto
5a8c1572,Marco Di Bello,Giorgio Schenone,Pasquale De Meo,Ivan Pezzuto,Federico La Penna
5dd39b2c,Davide Massa,Alessandro Giallatini,Vittorio Di Gioia,Francesco Fourneau,Gianluca Manganiello
b3269aca,Marco Guida,Ciro Carbone,Giorgio Peretti,Paolo Valeri,Maurizio Mariani
0d46187e,Marco Piccinini,Alessio Tolfo,Tarcisio Villa,Lorenzo Maggioni,Davide Massa
a1177e74,Giampaolo Calvarese,Daniele Bindoni,Mauro Galetto,Massimiliano Irrati,Fabrizio Pasqua
c822ab60,Paolo Valeri,Stefano Del Giovane,Damiano Margani,Gianluca Aureliano,Maurizio Mariani
86a3ee41,Gianluca Manganiello,Lorenzo Gori,Davide Imperiale,Juan Sacchi,Daniele Chiffi
4c786abf,Rosario Abisso,Damiano Di Iorio,Marco Bresmes,Niccolò Baroni,Marco Guida
1ace8aaa,Antonio Giua,Rodolfo Di Vuolo,Enrico Caliari,Daniele Minelli,Luca Banti
d62041b9,Luca Pairetto,Sergio Ranghetti,Matteo Bottegoni,Lorenzo Illuzzi,Paolo Mazzoleni
527484ae,Manuel Volpi,Lorenzo Manganelli,Alberto Santoro,Livio Marinelli,Marco Di Bello
ec745de3,Piero Giacomelli,Fabiano Preti,Salvatore Longo,Eugenio Abbattista,Fabio Maresca
855b79d4,Federico La Penna,Valerio Colarossi,Giovanni Baccini,Riccardo Ros,Michael Fabbri
d91017ad,Marco Guida,Lucas Mondin,Orlando Pagnotta,Dionisio Ruiz,Paolo Valeri
6a7d53e1,Michael Fabbri,Mauro Vivenzi,Michael Lombardo,Antonio Rapuano,Luca Pairetto
18840243,Maurizio Mariani,Giacomo Paganessi,Dario Cecconi,Federico La Penna,Paolo Mazzoleni
109f472f,Alessandro Prontera,Alessandro Costanzo,Giorgio Schenone,Livio Marinelli,Giampaolo Calvarese
fe310ec0,Marco Di Bello,Emanuele Prenna,Francesco Fiore,Francesco Fourneau,Rosario Abisso
c1eb9f50,Davide Massa,Alberto Tegoni,Stefano Alassio,Davide Ghersini,Luigi Nasca
686d7ed4,Daniele Orsato,Valentino Fiorito,Valerio Vecchi,Manuel Volpi,Marco Piccinini
66ed3756,Daniele Doveri,Alessandro Giallatini,Matteo Passeri,Fabrizio Pasqua,Luca Banti
5026bc07,Gianluca Rocchi,Filippo Meli,Ciro Carbone,Fabio Maresca,Massimiliano Irrati
035b9138,Gianluca Rocchi,Alberto Tegoni,Alessio Tolfo,Gianluca Manganiello,Marco Guida
f99dc9fe,Marco Piccinini,Fabiano Preti,Filippo Valeriani,Gianluca Aureliano,Maurizio Mariani
7bdb3ce3,Massimiliano Irrati,Davide Imperiale,Marco Bresmes,Francesco Fourneau,Michael Fabbri
2efbb915,Piero Giacomelli,Salvatore Longo,Matteo Bottegoni,Davide Ghersini,Paolo Mazzoleni
3472d845,Rosario Abisso,Pasquale De Meo,Tarcisio Villa,Davide Massa,Daniele Doveri
d960f719,Fabio Maresca,Giorgio Peretti,Dario Cecconi,Antonio Giua,Luca Banti
467d496a,Daniele Chiffi,Daniele Bindoni,Vito Mastrodonato,Riccardo Ros,Federico La Penna
497798e1,Paolo Valeri,Stefano Del Giovane,Alessandro Lo Cicero,Alessandro Prontera,Luigi Nasca
b64ce217,Fabrizio Pasqua,Alberto Santoro,Valerio Colarossi,Marco Serra,Luca Pairetto
2444c7ef,Giampaolo Calvarese,Mauro Galetto,Domenico Rocca,Lorenzo Maggioni,Aleandro Di Paolo
11170e59,Luca Pairetto,Alessandro Giallatini,Valerio Vecchi,Ivan Robilotta,Davide Massa
9d7eb76c,Paolo Valeri,Stefano Alassio,Giacomo Paganessi,Luca Massimi,Fabrizio Pasqua
81cec5cf,Daniele Chiffi,Giorgio Schenone,Giovanni Baccini,Maurizio Mariani,Giampaolo Calvarese
0e1aa64b,Rosario Abisso,Filippo Meli,Damiano Di Iorio,Ivan Pezzuto,Antonio Giua
dd08475c,Daniele Doveri,Valerio Colarossi,Oreste Muto,Eugenio Abbattista,Gianluca Rocchi
4410ed27,Fabio Maresca,Ciro Carbone,Mauro Galetto,Alessandro Prontera,Gianluca Manganiello
3dfaf9b4,Federico La Penna,Sergio Ranghetti,Mauro Vivenzi,Antonio Rapuano,Luigi Nasca
96fb099e,Michael Fabbri,Alessandro Constanzo,Niccolò Pagliardini,Livio Marinelli,Luca Banti
cdb7b0cf,Daniele Orsato,Lorenzo Manganelli,Valentino Fiorito,Piero Giacomelli,Massimiliano Irrati
0148cb07,Marco Guida,Lucas Mondin,Matteo Passeri,Marco Piccinini,Paolo Mazzoleni
a480ae7a,Gianluca Manganiello,Davide Imperiale,Luigi Rossi,Marco Guida,Gianluca Rocchi
d1c79e58,Michael Fabbri,Giorgio Peretti,Rodolfo Di Vuolo,Fabrizio Pasqua,Gianluca Aureliano
63b092b4,Piero Giacomelli,Daniele Bindoni,Salvatore Longo,Daniele Doveri,Luca Banti
c3c909d6,Juan Sacchi,Domenico Rocca,Tarcisio Villa,Ivan Pezzuto,Luca Pairetto
8f542d14,Massimiliano Irrati,Alessandro Lo Cicero,Matteo Bottegoni,Lorenzo Illuzzi,Paolo Mazzoleni
18839ced,Daniele Orsato,Fabiano Preti,Marco Bresmes,Rosario Abisso,Fabio Maresca
be084a46,Davide Massa,Alberto Tegoni,Enrico Caliari,Antonio Di Martino,Aleandro Di Paolo
69d4c194,Maurizio Mariani,Pasquale De Meo,Emanuele Prenna,Davide Ghersini,Luigi Nasca
12d0d3b3,Antonio Giua,Filippo Valeriani,Alberto Santoro,Federico La Penna,Giampaolo Calvarese
45a928c4,Marco Piccinini,Stefano Del Giovane,Alessio Tolfo,Paolo Valeri,Daniele Chiffi
73f92283,Gianluca Rocchi,Filippo Meli,Giorgio Peretti,Eugenio Abbattista,Gianluca Aureliano
b68dc4ea,Federico La Penna,Matteo Passeri,Dario Cecconi,Livio Marinelli,Paolo Valeri
4c1cbd79,Daniele Doveri,Alessandro Giallatini,Alberto Tegoni,Marco Guida,Fabio Maresca
3444ce4b,Rosario Abisso,Valerio Colarossi,Damiano Di Iorio,Antonio Rapuano,Daniele Orsato
4754d203,Riccardo Ros,Sergio Ranghetti,Lorenzo Gori,Antonio Giua,Luca Banti
215d7497,Fabrizio Pasqua,Lucas Mondin,Giovanni Baccini,Lorenzo Maggioni,Luigi Nasca
03171f2d,Maurizio Mariani,Valentino Fiorito,Giorgio Schenone,Marco Serra,Davide Massa
07b1998d,Luca Pairetto,Mauro Vivenzi,Valerio Vecchi,Alessandro Prontera,Michael Fabbri
86cc1b86,Giampaolo Calvarese,Alessandro Costanzo,Stefano Alassio,Juan Sacchi,Lorenzo Manganelli
5181f1fc,Daniele Chiffi,Stefano Liberti,Pasquale Capaldo,Daniele Minelli,Marco Piccinini
da587b4e,Marco Piccinini,Mauro Galetto,Enrico Caliari,Francesco Fourneau,Gianluca Rocchi
a95e968b,Marco Guida,Stefano Liberti,Filippo Valeriani,Valerio Marini,Luigi Nasca
fc94b998,Paolo Valeri,Matteo Bottegoni,Domenico Rocca,Antonio Di Martino,Piero Giacomelli
c01005cd,Giampaolo Calvarese,Stefano Del Giovane,Tarcisio Villa,Eugenio Abbattista,Daniele Chiffi
79ea19d6,Federico La Penna,Marco Bresmes,Francesco Fiore,Antonio Giua,Daniele Doveri
537cf17f,Massimiliano Irrati,Pasquale De Meo,Emanuele Prenna,Ivan Pezzuto,Aleandro Di Paolo
b701c357,Gianluca Manganiello,Salvatore Longo,Lorenzo Manganelli,Luca Massimi,Luca Pairetto
28b51481,Davide Massa,Giacomo Paganessi,Alberto Santoro,Nicola Ayroldi,Rosario Abisso
ea544224,Michael Fabbri,Alessio Tolfo,Rodolfo Di Vuolo,Davide Ghersini,Luca Banti
a36cd4fc,Fabio Maresca,Fabiano Preti,Ciro Carbone,Maurizio Mariani,Paolo Mazzoleni
8ab6d4c0,Gianluca Rocchi,Giorgio Peretti,Dario Cecconi,Daniele Doveri,Gianluca Aureliano
90e89892,Daniele Orsato,Alessandro Giallatini,Lucas Mondin,Davide Massa,Massimiliano Irrati
d72ad0d5,Fabio Maresca,Filippo Meli,Daniele Bindoni,Michael Fabbri,Paolo Mazzoleni
0d88781a,Rosario Abisso,Alberto Tegoni,Sergio Ranghetti,Davide Ghersini,Fabrizio Pasqua
b0ede599,Daniele Chiffi,Giorgio Schenone,Damiano Di Iorio,Juan Sacchi,Luca Banti
d1f9e7d1,Marco Di Bello,Alessandro Costanzo,Davide Imperiale,Antonio Di Martino,Giampaolo Calvarese
96d5142a,Antonio Giua,Emanuele Prenna,Lorenzo Gori,Gianluca Manganiello,Luigi Nasca
7e327803,Luca Pairetto,Stefano Alassio,Filippo Valeriani,Livio Marinelli,Marco Guida
66e2d276,Maurizio Mariani,Mauro Vivenzi,Alessandro Lo Cicero,Niccolò Baroni,Federico La Penna
cf57501d,Piero Giacomelli,Matteo Passeri,Damiano Margani,Marco Piccinini,Paolo Valeri
6c36b7f9,Daniele Doveri,Fabiano Preti,Stefano Del Giovane,Antonio Giua,Michael Fabbri
64d52be7,Davide Massa,Alessio Tolfo,Matteo Bottegoni,Eugenio Abbattista,Fabio Maresca
c501d180,Marco Piccinini,Ciro Carbone,Tarcisio Villa,Daniele Minelli,Giampaolo Calvarese
b94c6b3c,Federico La Penna,Rodolfo Di Vuolo,Valerio Colarossi,Juan Sacchi,Luigi Nasca
51b61759,Paolo Valeri,Stefano Liberti,Marco Bresmes,Lorenzo Illuzzi,Daniele Chiffi
c0bac5fc,Massimiliano Irrati,Enrico Caliari,Valerio Vecchi,Manuel Volpi,Luca Banti
05f6d0c2,Marco Di Bello,Pasquale De Meo,Salvatore Affatato,Giacomo Camplone,Paolo Mazzoleni
2946d9e8,Fabrizio Pasqua,Alessandro Lo Cicero,Alberto Santoro,Gianluca Manganiello,Maurizio Mariani
57d4957f,Marco Guida,Mauro Galetto,Salvatore Longo,Luca Pairetto,Piero Giacomelli
3b6507f6,Gianluca Aureliano,Giovanni Baccini,Domenico Rocca,Antonio Rapuano,Rosario Abisso
0f6ebeb9,Giampaolo Calvarese,Stefano Alassio,Sergio Ranghetti,Fabio Maresca,Paolo Mazzoleni
ee0308d1,Paolo Valeri,Alessandro Giallatini,Lucas Mondin,Livio Marinelli,Marco Di Bello
d96391e7,Maurizio Mariani,Giorgio Schenone,Mauro Vivenzi,Gianluca Aureliano,Gianluca Manganiello
26bbc02a,Michael Fabbri,Filippo Meli,Matteo Passeri,Davide Massa,Massimiliano Irrati
47ad14ea,Gianluca Rocchi,Alessandro Costanzo,Giorgio Peretti,Fabrizio Pasqua,Luca Banti
efd700b6,Piero Giacomelli,Dario Cecconi,Filippo Valeriani,Davide Ghersini,Federico La Penna
e224af01,Luca Pairetto,Alberto Tegoni,Valentino Fiorito,Valerio Marini,Daniele Doveri
8d1e3269,Daniele Orsato,Emanuele Prenna,Lorenzo Gori,Antonio Giua,Luigi Nasca
732cea3e,Rosario Abisso,Damiano Di Iorio,Niccolò Pagliardini,Federico Dionisi,Aleandro Di Paolo
4b0489b2,Daniele Chiffi,Daniele Bindoni,Lorenzo Manganelli,Marco Piccinini,Marco Guida
21a85f0f,Massimiliano Irrati,Alessio Tolfo,Mauro Galetto,Giampaolo Calvarese,Gianluca Rocchi
e75fecfe,Marco Di Bello,Matteo Bottegoni,Davide Imperiale,Livio Marinelli,Michael Fabbri
18d1f4f9,Daniele Doveri,Matteo Passeri,Ciro Carbone,Paolo Valeri,Daniele Orsato
7d3b20e6,Federico La Penna,Alessandro Lo Cicero,Edoardo Raspollini,Eugenio Abbattista,Daniele Chiffi
6c411ec8,Fabrizio Pasqua,Domenico Rocca,Giovanni Baccini,Manuel Volpi,Marco Piccinini
319c3373,Davide Massa,Stefano Liberti,Valerio Vecchi,Juan Sacchi,Luigi Nasca
61a7ee2d,Gianluca Manganiello,Tarcisio Villa,Enrico Caliari,Francesco Fourneau,Luca Banti
dc816e12,Antonio Giua,Fabiano Preti,Pasquale De Meo,Giovanni Ayroldi,Marco Guida
71fca453,Maurizio Mariani,Giorgio Schenone,Mauro Vivenzi,Piero Giacomelli,Paolo Mazzoleni
0d2f0bfa,Fabio Maresca,Salvatore Longo,Rodolfo Di Vuolo,Rosario Abisso,Luca Pairetto
c7506830,Gianluca Rocchi,Sergio Ranghetti,Dario Cecconi,Antonio Giua,Luca Banti
53df47dc,Marco Di Bello,Lucas Mondin,Domenico Rocca,Daniele Chiffi,Luigi Nasca
8f370809,Daniele Orsato,Alberto Tegoni,Stefano Del Giovane,Gianluca Manganiello,Gianluca Aureliano
64202847,Marco Piccinini,Mauro Galetto,Emanuele Prenna,Marco Serra,Luigi Nasca
46b11d4b,Luca Pairetto,Valerio Colarossi,Lorenzo Gori,Eugenio Abbattista,Marco Di Bello
c9eded12,Michael Fabbri,Damiano Di Iorio,Marco Scatragli,Juan Sacchi,Davide Massa
d3815642,Federico La Penna,Filippo Meli,Valentino Fiorito,Maurizio Mariani,Massimiliano Irrati
48d7fa77,Rosario Abisso,Ciro Carbone,Giovanni Baccini,Niccolò Baroni,Fabrizio Pasqua
9965b7ce,Francesco Fourneau,Daniele Bindoni,Filippo Valeriani,Riccardo Ros,Marco Guida
d5147fd0,Daniele Chiffi,Stefano Liberti,Marco Bresmes,Federico Dionisi,Paolo Valeri
c870e65e,Gianluca Manganiello,Pasquale De Meo,Alberto Santoro,Davide Ghersini,Paolo Mazzoleni
fc06c687,Marco Guida,Giacomo Paganessi,Vittorio Di Gioia,Luca Massimi,Luigi Nasca
9fc85829,Massimiliano Irrati,Lorenzo Manganelli,Giuseppe Maccaddino,Francesco Fourneau,Aleandro Di Paolo
eb12043e,Marco Di Bello,Giorgio Schenone,Valerio Vecchi,Daniele Chiffi,Rosario Abisso
56a6b396,Paolo Valeri,Filippo Valeriani,Alessandro Lo Cicero,Marco Piccinini,Maurizio Mariani
b7aca984,Piero Giacomelli,Stefano Liberti,Matteo Bottegoni,Manuel Volpi,Luca Banti
0c8847d2,Davide Massa,Stefano Alassio,Rodolfo Di Vuolo,Giovanni Ayroldi,Luca Pairetto
bdaebb99,Fabrizio Pasqua,Mauro Vivenzi,Enrico Caliari,Daniele Minelli,Federico La Penna
b924eec7,Antonio Giua,Fabiano Preti,Davide Imperiale,Alessandro Prontera,Fabio Maresca
4729665f,Daniele Doveri,Matteo Passeri,Stefano Del Giovane,Michael Fabbri,Giampaolo Calvarese
bae24797,Rosario Abisso,Sergio Ranghetti,Domenico Rocca,Federico Dionisi,Luigi Nasca
d47d92d7,Daniele Orsato,Alberto Tegoni,Mauro Galetto,Antonio Giua,Luca Pairetto
6986f646,Gianluca Rocchi,Ciro Carbone,Alessandro Giallatini,Daniele Doveri,Massimiliano Irrati
1dadbcaa,Manuel Volpi,Giorgio Peretti,Alessandro Constanzo,Fabrizio Pasqua,Fabio Maresca
a8cdf836,Marco Piccinini,Emanuele Prenna,Lucas Mondin,Valerio Marini,Luca Banti
d5867ce6,Giampaolo Calvarese,Lorenzo Gori,Oreste Muto,Gianluca Manganiello,Marco Di Bello
9587a6b9,Daniele Doveri,Giovanni Baccini,Marco Bresmes,Eugenio Abbattista,Aleandro Di Paolo
dc13e242,Maurizio Mariani,Daniele Bindoni,Damiano Di Iorio,Daniele Chiffi,Paolo Valeri
e673ce9b,Marco Guida,Filippo Meli,Valentino Fiorito,Piero Giacomelli,Paolo Mazzoleni
aa1b597c,Michael Fabbri,Dario Cecconi,Valerio Colarossi,Simone Sozza,Davide Massa
6ba0fa51,Daniele Chiffi,Mauro Vivenzi,Alessandro Lo Cicero,Juan Sacchi,Gianluca Manganiello
5afdc2eb,Davide Massa,Stefano Alassio,Pasquale Capaldo,Manuel Volpi,Luigi Nasca
501f868e,Fabrizio Pasqua,Giacomo Paganessi,Valerio Colarossi,Rosario Abisso,Michael Fabbri
af53ca66,Luca Pairetto,Pasquale De Meo,Alberto Santoro,Alessandro Prontera,Giampaolo Calvarese
1f804ab6,Antonio Giua,Matteo Passeri,Enrico Caliari,Niccolò Baroni,Luca Banti
5b4d3822,Piero Giacomelli,Stefano Liberti,Matteo Bottegoni,Valerio Marini,Marco Guida
f4a91ad0,Giovanni Ayroldi,Stefano Del Giovane,Alessio Tolfo,Maurizio Mariani,Paolo Mazzoleni
28e3f6cf,Fabio Maresca,Salvatore Longo,Filippo Valeriani,Marco Piccinini,Gianluca Rocchi
c29fc8cd,Marco Di Bello,Giorgio Schenone,Valerio Vecchi,Davide Ghersini,Paolo Valeri
4d8d8572,Federico La Penna,Davide Imperiale,Tarcisio Villa,Gianluca Aureliano,Daniele Doveri
dfc9a38c,Paolo Valeri,Daniele Bindoni,Emanuele Prenna,Antonio Giua,Marco Di Bello
a73b807f,Michael Fabbri,Alessandro Costanzo,Filippo Valeriani,Luca Pairetto,Davide Massa
9025bbe5,Daniele Orsato,Enrico Caliari,Francesco Fiore,Massimiliano Irrati,Piero Giacomelli
b9252e68,Marco Guida,Dario Cecconi,Domenico Rocca,Livio Marinelli,Fabio Maresca
2104f4e6,Gianluca Manganiello,Fabiano Preti,Marco Bresmes,Ivan Pezzuto,Luca Banti
1808c963,Simone Sozza,Ciro Carbone,Valentino Fiorito,Daniele Doveri,Luigi Nasca
616e22ee,Rosario Abisso,Giacomo Paganessi,Salvatore Affatato,Riccardo Ros,Daniele Chiffi
a0cb6940,Marco Piccinini,Alberto Tegoni,Giovanni Baccini,Federico Dionisi,Aleandro Di Paolo
58a281a4,Giampaolo Calvarese,Giorgio Peretti,Stefano Alassio,Fabrizio Pasqua,Paolo Mazzoleni
6e318964,Maurizio Mariani,Lorenzo Manganelli,Alessandro Giallatini,Federico La Penna,Gianluca Rocchi
bfd19bd0,Daniele Doveri,Alessandro Giallatini,Niccolò Pagliardini,Marco Serra,Rosario Abisso
94221afe,Massimiliano Irrati,Stefano Del Giovane,Lorenzo Gori,Alessandro Prontera,Gianluca Aureliano
992a9b6c,Luca Pairetto,Giorgio Schenone,Valerio Vecchi,Eugenio Abbattista,Piero Giacomelli
d7d81564,Fabrizio Pasqua,Alessandro Lo Cicero,Alessio Tolfo,Fabio Maresca,Giampaolo Calvarese
3741fa7c,Antonio Giua,Alberto Santoro,Tarcisio Villa,Manuel Volpi,Marco Guida
d6f40768,Daniele Chiffi,Stefano Liberti,Davide Imperiale,Davide Ghersini,Paolo Valeri
f6a65910,Davide Massa,Filippo Meli,Rodolfo Di Vuolo,Gianluca Manganiello,Maurizio Mariani
6eaa2d6c,Gianluca Rocchi,Lucas Mondin,Vito Mastrodonato,Antonio Di Martino,Luigi Nasca
49236a42,Marco Di Bello,Stefano Alassio,Filippo Valeriani,Marco Piccinini,Michael Fabbri
2b131af8,Federico La Penna,Matteo Passeri,Salvatore Longo,Juan Sacchi,Paolo Mazzoleni
97c2d01d,Rosario Abisso,Dario Cecconi,Giovanni Baccini,Gianluca Manganiello,Luca Pairetto
ecad1892,Marco Guida,Damiano Di Iorio,Davide Imperiale,Juan Sacchi,Massimiliano Irrati
6d548812,Maurizio Mariani,Alessandro Costanzo,Sergio Ranghetti,Daniele Chiffi,Luigi Nasca
9f8ea9de,Paolo Valeri,Fabiano Preti,Marco Bresmes,Niccolò Baroni,Daniele Doveri
a0d5f40b,Davide Massa,Alberto Tegoni,Valerio Colarossi,Livio Marinelli,Michael Fabbri
a1d940ef,Piero Giacomelli,Alessio Tolfo,Vittorio Di Gioia,Alessandro Prontera,Aleandro Di Paolo
e307e4b1,Antonio Giua,Mauro Galetto,Domenico Rocca,Francesco Fourneau,Rosario Abisso
6e54e5fd,Giampaolo Calvarese,Mauro Vivenzi,Valentino Fiorito,Lorenzo Maggioni,Luca Pairetto
e38d97d7,Marco Piccinini,Lorenzo Manganelli,Enrico Caliari,Antonio Rapuano,Gianluca Manganiello
b0859f3c,Marco Di Bello,Stefano Liberti,Emanuele Prenna,Daniele Minelli,Luca Banti
b175fd39,Fabio Maresca,Giorgio Peretti,Giacomo Paganessi,Federico La Penna,Paolo Mazzoleni
342f9a57,Marco Guida,Filippo Meli,Ciro Carbone,Antonio Di Martino,Paolo Valeri
d15818f6,Davide Massa,Pasquale De Meo,Lorenzo Gori,Riccardo Ros,Luigi Nasca
282c05ad,Daniele Orsato,Lorenzo Manganelli,Fabiano Preti,Gianluca Manganiello,Fabio Maresca
58f06b8f,Eugenio Abbattista,Alessandro Giallatini,Giacomo Paganessi,Simone Sozza,Aleandro Di Paolo
c2b25480,Massimiliano Irrati,Rodolfo Di Vuolo,Alberto Santoro,Marco Serra,Gianluca Aureliano
b0c770e4,Maurizio Mariani,Alessandro Lo Cicero,Salvatore Affatato,Valerio Marini,Luca Pairetto
2352cfdc,Daniele Chiffi,Lucas Mondin,Matteo Bottegoni,Ivan Pezzuto,Piero Giacomelli
db8bff69,Daniele Doveri,Stefano Del Giovane,Filippo Valeriani,Davide Ghersini,Giampaolo Calvarese
ba3e212b,Gianluca Rocchi,Stefano Alassio,Alessandro Costanzo,Fabrizio Pasqua,Paolo Mazzoleni
b8ca4f50,Michael Fabbri,Giorgio Schenone,Giovanni Baccini,Juan Sacchi,Federico La Penna
ef152c0d,Daniele Orsato,Alessandro Giallatini,Valerio Vecchi,Livio Marinelli,Daniele Chiffi
f35dfd9b,Fabrizio Pasqua,Dario Cecconi,Orlando Pagnotta,Manuel Volpi,Aleandro Di Paolo
d2801f5c,Federico La Penna,Salvatore Longo,Emanuele Prenna,Niccolò Baroni,Marco Di Bello
c39988ae,Giampaolo Calvarese,Mauro Vivenzi,Stefano Del Giovane,Antonio Giua,Luigi Nasca
731a430e,Fabio Maresca,Alberto Tegoni,Domenico Rocca,Eugenio Abbattista,Davide Massa
903297ed,Piero Giacomelli,Sergio Ranghetti,Marco Bresmes,Luca Massimi,Paolo Mazzoleni
5cd79f53,Rosario Abisso,Stefano Liberti,Matteo Bottegoni,Ivan Robilotta,Gianluca Rocchi
2dca2b92,Maurizio Mariani,Daniele Bindoni,Enrico Caliari,Eugenio Abbattista,Federico La Penna
0a142183,Davide Massa,Giorgio Schenone,Filippo Valeriani,Antonio Di Martino,Luigi Nasca
333ca4d6,Marco Di Bello,Lucas Mondin,Pasquale De Meo,Antonio Giua,Piero Giacomelli
ceecf227,Luca Pairetto,Fabiano Preti,Giovanni Baccini,Juan Sacchi,Aleandro Di Paolo
9cfb3488,Paolo Valeri,Alessandro Costanzo,Tarcisio Villa,Luca Massimi,Luca Banti
81983acf,Daniele Doveri,Alessandro Lo Cicero,Mauro Galetto,Fabrizio Pasqua,Massimiliano Irrati
bdb59761,Michael Fabbri,Alessio Tolfo,Davide Imperiale,Marco Piccinini,Daniele Chiffi
3e2338d1,Marco Guida,Filippo Meli,Ciro Carbone,Fabio Maresca,Paolo Mazzoleni
8f0d9171,Gianluca Manganiello,Matteo Passeri,Stefano Alassio,Manuel Volpi,Giampaolo Calvarese
629ac3e4,Massimiliano Irrati,Rodolfo Di Vuolo,Valentino Fiorito,Daniele Minelli,Davide Massa
cfacfcaa,Gianluca Manganiello,Sergio Ranghetti,Marco Bresmes,Simone Sozza,Gianluca Aureliano
f5729c17,Daniele Chiffi,Filippo Valeriani,Enrico Caliari,Marco Serra,Rosario Abisso
8eee2633,Maurizio Mariani,Valerio Colarossi,Damiano Di Iorio,Luca Pairetto,Paolo Mazzoleni
dc1379d4,Federico La Penna,Tarcisio Villa,Valerio Vecchi,Francesco Fourneau,Aleandro Di Paolo
e1f17567,Paolo Valeri,Giorgio Peretti,Stefano Liberti,Lorenzo Illuzzi,Daniele Doveri
711e1d1f,Gianluca Rocchi,Salvatore Longo,Alessandro Lo Cicero,Antonio Rapuano,Daniele Chiffi
7509e314,Rosario Abisso,Matteo Passeri,Giovanni Baccini,Livio Marinelli,Luca Pairetto
38851d41,Fabrizio Pasqua,Alessio Tolfo,Emanuele Prenna,Alessandro Prontera,Maurizio Mariani
b661835e,Fabio Maresca,Ciro Carbone,Lorenzo Gori,Simone Sozza,Marco Guida
9637c1c8,Piero Giacomelli,Alessandro Costanzo,Alberto Santoro,Antonio Giua,Paolo Mazzoleni
d54044f1,Davide Massa,Giorgio Schenone,Davide Imperiale,Daniele Minelli,Luigi Nasca
75012b50,Daniele Orsato,Filippo Meli,Fabiano Preti,Marco Piccinini,Massimiliano Irrati
ab192cc2,Giampaolo Calvarese,Mauro Vivenzi,Domenico Rocca,Ivan Pezzuto,Marco Di Bello
38c0ba71,Marco Piccinini,Daniele Bindoni,Stefano Del Giovane,Davide Ghersini,Paolo Valeri
7a2893f2,Massimiliano Irrati,Alberto Tegoni,Dario Cecconi,Juan Sacchi,Gianluca Rocchi
13355abd,Maurizio Mariani,Valerio Colarossi,Matteo Bottegoni,Livio Marinelli,Fabrizio Pasqua
107698b8,Michael Fabbri,Sergio Ranghetti,Mauro Galetto,Giampaolo Calvarese,Paolo Mazzoleni
fcc08302,Piero Giacomelli,Giacomo Paganessi,Filippo Valeriani,Gianluca Manganiello,Daniele Orsato
1cba2796,Daniele Doveri,Alessandro Giallatini,Marco Bresmes,Lorenzo Maggioni,Davide Massa
d5ff17b3,Marco Di Bello,Rodolfo Di Vuolo,Damiano Di Iorio,Gianluca Aureliano,Daniele Chiffi
fb94d82b,Luca Pairetto,Valentino Fiorito,Enrico Caliari,Valerio Marini,Luigi Nasca
2e6a73af,Antonio Giua,Stefano Alassio,Pasquale De Meo,Alessandro Prontera,Aleandro Di Paolo
4d6b7469,Fabio Maresca,Lucas Mondin,Emanuele Prenna,Federico La Penna,Marco Guida
399a5268,Davide Massa,Giorgio Schenone,Salvatore Longo,Rosario Abisso,Luigi Nasca
0331e718,Giampaolo Calvarese,Fabiano Preti,Alessio Tolfo,Gianluca Aureliano,Federico La Penna
a9a5d7eb,Juan Sacchi,Ciro Carbone,Andrea Zingarelli,Riccardo Ros,Antonio Giua
0f3622bf,Gianluca Manganiello,Alberto Santoro,Giovanni Baccini,Eugenio Abbattista,Paolo Mazzoleni
